FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,Corpus
0.0,0.553153153153153,0.22566371681415934,0.25479452054794516,0.16467065868263472,0.35416666666666674,0.32007575757575757,0.2571976967370441,0.0551948051948052,0.0217948717948718,0.46601941747572817,0.44486692015209134,0.24369142033165103,0.1679790026246719,0.07327586206896552,0.3351158645276293,0.3169164882226981,0.20786516853932585,0.44435917114351486,0.4285714285714286,0.5130260521042084,0.0
0.14751286449399656,0.48108108108108094,0.36283185840707965,0.2246575342465753,0.17065868263473055,0.4479166666666667,0.32196969696969696,0.01919385796545106,0.08116883116883117,0.15256410256410258,0.2038834951456311,0.887832699619772,0.4852198990627253,0.6876640419947506,0.3362068965517242,0.4741532976827095,0.36616702355460384,0.7977528089887641,0.9167306216423639,0.8571428571428571,0.9198396793587174,0.0
0.30874785591766724,0.3225225225225225,0.22566371681415934,0.5643835616438356,0.27544910179640725,0.2604166666666667,0.4128787878787879,0.22264875239923226,0.04220779220779221,0.2153846153846154,0.1456310679611651,0.47338403041825106,0.3871665465032444,0.4540682414698162,0.19827586206896555,0.4367201426024956,0.1605995717344754,0.30337078651685395,0.6738296239447428,0.6428571428571428,0.7815631262525049,0.0
0.37221269296740994,0.5675675675675674,0.3672566371681416,0.37808219178082186,0.3023952095808383,0.6145833333333334,0.46401515151515144,0.09980806142034547,0.09090909090909091,0.2833333333333334,0.13106796116504854,0.8098859315589354,0.32444124008651765,0.5065616797900262,0.15086206896551724,0.5686274509803922,0.1498929336188437,0.3707865168539326,0.9025326170376056,0.9285714285714286,0.9519038076152304,0.0
0.06174957118353344,0.10810810810810807,0.21681415929203543,0.07397260273972603,0.16167664670658682,0.16145833333333334,0.20643939393939392,0.1305182341650672,0.17207792207792208,0.034615384615384624,0.3665048543689321,0.11977186311787073,0.4643114635904831,0.7401574803149606,0.4008620689655173,0.4028520499108735,0.08779443254817987,0.4719101123595506,0.3668457405986185,0.2857142857142857,0.24048096192384769,0.0
0.12178387650085762,0.41981981981981975,0.3495575221238938,0.30410958904109586,0.24550898203592814,0.3697916666666667,0.3238636363636363,0.15355086372360843,0.1038961038961039,0.23333333333333336,0.11407766990291263,0.693916349809886,0.6719538572458543,0.4251968503937008,0.2241379310344828,0.48663101604278075,0.14132762312633834,0.39325842696629215,0.8591711435149656,0.9285714285714286,0.969939879759519,0.0
0.19554030874785588,0.32432432432432423,0.18584070796460178,0.4520547945205479,0.22754491017964074,0.21875,0.32007575757575757,0.09596928982725529,0.012987012987012988,0.3243589743589744,0.1601941747572816,0.8060836501901142,0.48161499639509725,0.800524934383202,0.2931034482758621,0.7629233511586454,0.19057815845824413,0.6629213483146068,0.9516500383729853,0.7142857142857143,0.8116232464929859,0.0
0.5763293310463121,0.6738738738738738,0.43805309734513276,0.5561643835616438,0.218562874251497,0.24479166666666666,0.8162878787878789,0.3800383877159309,0.07142857142857142,0.2923076923076923,0.30339805825242727,0.30703422053231944,0.2624369142033165,0.24146981627296588,0.2801724137931035,0.26559714795008915,0.20342612419700218,0.5280898876404495,0.8108211818879507,0.4285714285714286,0.4428857715430861,0.0
0.00686106346483705,0.3405405405405405,0.0752212389380531,0.410958904109589,0.12874251497005987,0.46875000000000006,0.3181818181818182,0.12284069097888677,0.1103896103896104,0.0435897435897436,0.1456310679611651,0.5465779467680608,0.5861571737563085,0.9028871391076115,0.9784482758620691,0.8217468805704101,0.25695931477516065,0.5786516853932585,0.8791250959324635,0.7142857142857143,0.843687374749499,0.0
0.41680960548885077,0.5549549549549548,0.15486725663716816,0.4301369863013699,0.18263473053892218,0.18229166666666666,0.36363636363636365,0.31669865642994244,0.012987012987012988,0.08333333333333334,0.5097087378640777,0.5817490494296579,0.1802451333813987,0.24146981627296588,0.15086206896551724,0.15864527629233516,0.45610278372591007,0.3876404494382023,0.6254796623177283,0.5714285714285714,0.6492985971943888,0.0
0.08061749571183532,0.25765765765765763,0.4336283185840708,0.40547945205479446,0.2904191616766467,0.15625,0.23295454545454541,0.13627639155470245,0.0551948051948052,0.026923076923076925,0.24271844660194186,0.5019011406844107,0.1802451333813987,0.6010498687664042,0.3448275862068966,0.4937611408199644,0.3811563169164882,0.5224719101123596,0.5084420567920185,0.0,0.022044088176352703,0.0
0.38765008576329324,0.43063063063063056,0.2831858407079646,0.26849315068493146,0.3083832335329341,0.22395833333333334,0.3087121212121212,0.20345489443378117,0.02922077922077922,0.06538461538461539,0.23786407766990303,0.5190114068441065,0.361211247296323,0.21522309711286086,0.09051724137931035,0.5365418894830661,0.19271948608137046,0.40449438202247195,0.6170376055257099,0.4285714285714286,0.4569138276553106,0.0
0.05145797598627787,0.8378378378378377,0.2831858407079646,0.1643835616438356,0.4610778443113772,0.38020833333333337,0.5189393939393939,0.2130518234165067,0.0974025974025974,0.08205128205128207,0.37135922330097093,0.5513307984790875,0.21629416005767843,0.2493438320209974,0.07327586206896552,0.20855614973262032,0.20985010706638116,0.3820224719101124,0.5940138142747504,0.3571428571428571,0.3046092184368737,0.0
0.00686106346483705,0.7153153153153152,0.09734513274336284,0.3205479452054794,0.284431137724551,0.29166666666666674,0.6306818181818182,0.5719769673704416,0.22402597402597402,0.055128205128205134,0.5970873786407768,0.4429657794676806,0.11968276856524873,0.07086614173228346,0.0,0.13547237076648844,0.1841541755888651,0.28651685393258425,0.5168841135840367,0.21428571428571427,0.1783567134268537,0.0
0.0,0.4648648648648648,0.32743362831858414,0.6109589041095891,0.2634730538922156,0.4322916666666667,0.6553030303030303,0.6372360844529751,0.16883116883116883,0.15641025641025644,0.2912621359223301,0.3650190114068441,0.2725306416726748,0.11811023622047243,0.1120689655172414,0.2531194295900179,0.23340471092077086,0.3651685393258427,0.6300844205679204,0.4285714285714286,0.4228456913827655,0.0
0.01543739279588336,0.272072072072072,0.5265486725663717,0.33972602739726027,0.41017964071856294,0.296875,0.4715909090909091,0.34740882917466415,0.10064935064935064,0.1076923076923077,0.43446601941747576,0.23479087452471487,0.3482335976928623,0.31496062992125984,0.13362068965517243,0.13190730837789666,0.5096359743040685,0.2471910112359551,0.5191864927091328,0.2857142857142857,0.27054108216432865,0.0
0.1097770154373928,0.3297297297297297,0.30530973451327437,0.27123287671232876,0.3083832335329341,0.4479166666666667,0.32575757575757575,0.11516314779270632,0.0551948051948052,0.12051282051282051,0.1747572815533981,0.629277566539924,0.45421773612112465,0.6325459317585301,0.47844827586206906,0.4759358288770054,0.1734475374732334,0.7640449438202247,0.7452033768227169,0.7142857142857143,0.8196392785571142,0.0
0.08576329331046312,0.36936936936936926,0.16371681415929204,0.42191780821917807,0.4491017964071856,0.16666666666666669,0.29734848484848486,0.6967370441458732,0.1038961038961039,0.09230769230769231,0.5631067961165049,0.3060836501901141,0.22855082912761354,0.14698162729658792,0.1163793103448276,0.14438502673796794,0.24411134903640258,0.3539325842696629,0.48311588641596326,0.07142857142857142,0.1222444889779559,0.0
0.00686106346483705,0.2774774774774775,0.5132743362831859,0.14794520547945203,0.1347305389221557,0.09375,0.16666666666666663,0.3877159309021113,0.04220779220779221,0.005128205128205129,0.5655339805825242,0.30703422053231944,0.3705839942321557,0.15748031496062992,0.3663793103448276,0.4759358288770054,0.2890792291220557,0.702247191011236,0.47390636991557944,0.5,0.5791583166332664,0.0
0.0,0.5189189189189188,0.2345132743362832,0.6821917808219178,0.407185628742515,0.47916666666666674,0.5568181818181819,0.5201535508637236,0.10064935064935064,0.05000000000000001,0.5558252427184467,0.25760456273764265,0.18168709444844988,0.2099737532808399,0.03879310344827586,0.17647058823529416,0.23340471092077086,0.3876404494382023,0.5241749808135072,0.07142857142857142,0.1282565130260521,0.0
0.022298456260720412,0.3963963963963963,0.17699115044247787,0.39178082191780816,0.42814371257485034,0.34895833333333337,0.43371212121212116,0.37811900191938574,0.04220779220779221,0.02820512820512821,0.4854368932038836,0.4876425855513308,0.2213410237923576,0.06299212598425197,0.07758620689655173,0.6880570409982175,0.6017130620985011,0.34831460674157305,0.6419800460475824,0.5714285714285714,0.6472945891783567,0.0
0.2195540308747856,0.3531531531531531,0.2920353982300885,0.3068493150684931,0.2694610778443114,0.515625,0.49053030303030304,0.04414587332053742,0.12012987012987013,0.21666666666666667,0.23058252427184467,0.8307984790874525,0.36625811103100214,0.5328083989501312,0.3017241379310345,0.5614973262032087,0.13276231263383298,0.8314606741573034,0.8630084420567918,0.8571428571428571,0.8757515030060119,0.0
0.11663807890222985,0.45405405405405397,0.2433628318584071,0.7397260273972603,0.2784431137724551,0.3072916666666667,0.46401515151515144,0.28214971209213047,0.012987012987012988,0.0435897435897436,0.40533980582524276,0.49239543726235746,0.2653208363374189,0.06824146981627296,0.16379310344827588,0.25133689839572193,0.29764453961456105,0.1853932584269663,0.5571757482732156,0.4285714285714286,0.5250501002004008,0.0
0.044596912521440824,0.517117117117117,0.11946902654867259,0.14520547945205475,0.3712574850299401,0.34375000000000006,0.4450757575757575,0.34740882917466415,0.14285714285714285,0.01666666666666667,0.40291262135922334,0.5323193916349811,0.21845710165825521,0.1994750656167979,0.5517241379310346,0.13903743315508027,0.3597430406852249,0.34269662921348315,0.5337682271680737,0.4285714285714286,0.3947895791583166,0.0
0.020583190394511147,0.06126126126126126,0.17256637168141595,0.03287671232876713,0.81437125748503,0.08333333333333334,0.11742424242424242,0.781190019193858,0.012987012987012988,0.0,0.3349514563106797,0.12642585551330798,0.1377072819033886,0.01837270341207349,0.0,0.15864527629233516,0.23982869379014993,0.16853932584269665,0.13545663852647727,0.5,0.5711422845691382,0.0
0.01543739279588336,0.3837837837837837,0.27876106194690264,0.9863013698630138,0.33832335329341323,0.11458333333333334,0.37121212121212116,0.7447216890595009,0.17532467532467533,0.011538461538461539,0.5266990291262137,0.2794676806083651,0.16222062004325882,0.20472440944881887,0.07758620689655173,0.22281639928698754,0.550321199143469,0.2752808988764045,0.5698388334612432,0.5714285714285714,0.6352705410821643,0.0
