MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,vendor_adviser,vendor_amdahl,vendor_apollo,vendor_basf,vendor_bti,vendor_burroughs,vendor_c.r.d,vendor_cambex,vendor_cdc,vendor_dec,vendor_dg,vendor_formation,vendor_four-phase,vendor_gould,vendor_harris,vendor_honeywell,vendor_hp,vendor_ibm,vendor_ipl,vendor_magnuson,vendor_microdata,vendor_nas,vendor_ncr,vendor_nixdorf,vendor_perkin-elmer,vendor_prime,vendor_siemens,vendor_sperry,vendor_sratus,vendor_wang
0.14025623735670936,0.06062124248496993,0.06156156156156157,0.03125,0.057692307692307696,0.03409090909090909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.12339851652056641,0.06062124248496993,0.12412412412412413,0.25,0.019230769230769232,0.02840909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.026972353337828728,0.12324649298597193,0.3743743743743744,0.25,0.23076923076923078,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.037086985839514496,0.12324649298597193,0.24924924924924927,0.25,0.15384615384615385,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.06608226567768039,0.06062124248496993,0.12412412412412413,0.0625,0.019230769230769232,0.017045454545454544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.20431557653405258,0.0060120240480961915,0.09284284284284283,0.0,0.019230769230769232,0.03409090909090909,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.12339851652056641,0.029308617234468936,0.030280280280280285,0.0,0.019230769230769232,0.011363636363636364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.21105866486850977,0.029308617234468936,0.06156156156156157,0.0,0.057692307692307696,0.03409090909090909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.006068779501011461,0.4989979959919839,0.49949949949949957,0.25,0.3076923076923077,0.13636363636363635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.022252191503708697,0.013652304609218435,0.030280280280280285,0.03125,0.019230769230769232,0.022727272727272728,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.15711395819285232,0.029308617234468936,0.24924924924924927,0.00390625,0.019230769230769232,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.026298044504383007,0.16207414829659317,0.32698323323323325,0.1171875,0.23076923076923078,0.13636363636363635,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.03910991233985165,0.06062124248496993,0.24924924924924927,0.25,0.019230769230769232,0.2159090909090909,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.7302764666217127,0.022044088176352703,0.030280280280280285,0.0,0.019230769230769232,0.005681818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0667565745111261,0.06062124248496993,0.12412412412412413,0.125,0.09615384615384616,0.1590909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.19082939986513822,0.029308617234468936,0.24924924924924927,0.03125,0.038461538461538464,0.6363636363636364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.006068779501011461,0.24849699398797592,0.3743743743743744,0.125,0.15384615384615385,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.05461901550910316,0.029308617234468936,0.12412412412412413,0.125,0.038461538461538464,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.07282535401213755,0.06062124248496993,0.12412412412412413,0.0,0.038461538461538464,0.07954545454545454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.022252191503708697,0.08003507014028055,0.1629129129129129,0.1171875,0.23076923076923078,0.13636363636363635,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.014160485502360081,0.12324649298597193,0.12412412412412413,0.125,0.3076923076923077,0.18181818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.06608226567768039,0.06062124248496993,0.06156156156156157,0.0078125,0.019230769230769232,0.02840909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.19082939986513822,0.004008016032064127,0.011011011011011011,0.0234375,0.11538461538461539,0.13636363636363635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.026298044504383007,0.029308617234468936,0.06156156156156157,0.0,0.019230769230769232,0.03409090909090909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.08293998651382334,0.06062124248496993,0.06156156156156157,0.0,0.057692307692307696,0.03409090909090909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5954146999325691,0.029308617234468936,0.014639639639639641,0.0,0.019230769230769232,0.011363636363636364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.028320971004720162,0.24849699398797592,0.24924924924924927,0.25,0.23076923076923078,0.13636363636363635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.08293998651382334,0.06062124248496993,0.12412412412412413,0.125,0.019230769230769232,0.3068181818181818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.21105866486850977,0.029308617234468936,0.04592092092092092,0.0,0.038461538461538464,0.022727272727272728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.19082939986513822,0.022044088176352703,0.04592092092092092,0.0,0.11538461538461539,0.13636363636363635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5279838165879973,0.022044088176352703,0.030280280280280285,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.014160485502360081,0.4989979959919839,0.49949949949949957,0.5,0.3076923076923077,0.18181818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.08293998651382334,0.06062124248496993,0.49949949949949957,0.125,0.019230769230769232,0.11363636363636365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.08293998651382334,0.06062124248496993,0.06156156156156157,0.0,0.07692307692307693,0.045454545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.005394470667565744,0.06062124248496993,0.18668668668668667,0.0625,0.057692307692307696,0.02840909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.006068779501011461,0.24849699398797592,0.49949949949949957,0.25,0.15384615384615385,0.18181818181818182,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.07282535401213755,0.0060120240480961915,0.09284284284284283,1.0,0.3076923076923077,0.7272727272727273,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.10654079568442346,0.0060120240480961915,0.030280280280280285,0.0,0.057692307692307696,0.13636363636363635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3931220498988537,0.022044088176352703,0.030280280280280285,0.0,0.019230769230769232,0.005681818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
