att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47
0.22598018747465942,0.11705708915512772,0.4992311806080513,0.45596573750508906,0.6849358073217324,0.13625233165108316,0.4042599341520503,0.4651560714308517,0.11976827285832592,0.4207308304119486,0.5653577396141843,0.46064558900874214,0.5687287863978407,0.10848511670412159,0.47916657947609975,0.45536660035064364,0.570682302139774,0.36274111820334476,0.17785661760549093,0.12549349294400317,0.3806275751259916,0.6106362961030568,0.17404547507887266,0.7353655868839757,0.4604528705881724,0.43989799263322665,0.426353242889206,0.7922556272412111,0.053596580165071725,0.3464941681713923,0.6012721155892364,0.11155818113234693,0.6970670504867073,0.4307916692476524,0.33599206400754816,0.7734939542588175,0.36767290872208425,0.5928651043866978,0.17476865530092217,0.4961264497072997,0.2830781237465249,0.6692742915476977,0.4897719909727193,0.21409350136355854,0.38888662310399774,0.6037041962232101,0.3753592043507462
0.11069961089023231,0.12851969380328987,0.2205853970972866,0.3583058025140944,0.612688603724836,0.9008497118985335,0.20568399498764156,0.131524258269647,0.1214579179830077,0.27869127682209516,0.29455516125227976,0.3076074907862306,0.339135581193251,0.11867881754712381,0.21185325323167156,0.2840789981579239,0.19802557667531537,0.6931292691218744,0.26602379714668906,0.12263748779606198,0.2809971686606655,0.3269299832860438,0.25161204876967214,0.5230577430184691,0.20164168482893324,0.23797972199212025,0.08126244836327286,0.1147663187334282,0.4470434224135272,0.2709417793177492,0.3183157885544432,0.17617753017050758,0.44791855349815357,0.21695965040338713,0.12613295358090196,0.4826698576524795,0.043886734680660566,0.3091989347743928,0.12884733565097792,0.15523028666134187,0.15669094467328187,0.5545066568440059,0.5084116268729697,0.0960499193941284,0.04760013418051479,0.5668938667918824,0.6239748000473037
0.05005375725924715,0.11009906673037995,0.18511845462467227,0.26018925545215105,0.3796153134024135,0.8605922882235215,0.5005944792519134,0.03745363187700716,0.05404709689292396,0.0952666530658002,0.1602040737096062,0.1386362301436271,0.11222777701053338,0.09520826268629266,0.1582446012371912,0.1882069700469577,0.08438562932615908,0.5802548362214385,0.7210643360350052,0.046267715633521486,0.08777410213357727,0.150395273622807,0.13267113003442801,0.06643507653441166,0.13802669459810993,0.15067468139447077,0.18407306028181109,0.14169623593655184,0.6548092625035374,0.0743586940608072,0.1351597356208651,0.12768681309506566,0.0577126173128134,0.13755426348153493,0.2318494317791572,0.41174624753907085,0.13662843486948875,0.12628926776181143,0.12032312196623939,0.05332712508763384,0.24940943270215138,0.4272294581644859,0.42538965688029773,0.1100314865393571,0.05580442360166854,0.41210938345832887,0.4502603520653382
0.01873132868176711,0.05417051077187131,0.128542085049068,0.27527939339988466,0.30855679202020636,0.6809700987287947,0.1325177224752757,0.18015093183167655,0.19535203815599794,0.26897098268026515,0.5241994213021876,0.7587989764280709,0.7598755604293478,0.040915207950676116,0.10720620233530334,0.21797514701593626,0.2852534909302881,0.5040266704745807,0.1651207472323953,0.17018948724279878,0.23408044087908214,0.4335724794868313,0.48414911845335856,0.6438085690216501,0.09084844430945832,0.17831268636467396,0.2739016199775651,0.3026759146600036,0.1868003376751006,0.20346435020252793,0.3562295908901838,0.285307970047067,0.31374384343631534,0.16060891871485325,0.2634670405712257,0.3876558309513559,0.29688835360869525,0.310760060881643,0.18933554265990407,0.373656965674157,0.25496801172897765,0.3602432588168696,0.5623312515321667,0.1354209919774618,0.5042936251831355,0.3325011047524768,0.4867718883868969
0.4327993916251636,0.22120505772614504,0.2522260634095536,0.44613288089975484,0.46766127955595926,0.25600538737406264,0.189733492990378,0.4390765959891973,0.08589853694445296,0.590809303531249,0.686780216459052,0.29505629548219275,0.4958307849315277,0.20251184612315043,0.262518821598232,0.4332303899071816,0.3669580297275315,0.18514790085550184,0.38139425705656116,0.08478164203546826,0.5801475778775802,0.6991706453998155,0.27745434506365146,0.7268483336817688,0.2655226888051856,0.4179649348480346,0.2741663621484671,0.6338804366624808,0.43289361411510685,0.5651076082182421,0.6697701055019726,0.2259740334036171,0.8467482572339052,0.41248470242768914,0.22007338806707602,0.7290458229279543,0.017047097753451274,0.6515857756806749,0.19404818311734792,0.9115539775109263,0.18904591131495743,0.6843713824935814,0.4802793884970501,0.17174434890390078,0.9463057607535016,0.6472463557315102,0.5574452827377511
0.03458013865943717,0.24511940186383863,0.433705398420285,0.462052130239474,0.5559603810056009,0.7994677506446188,0.20652309582331016,0.24524826498624122,0.19069916878814833,0.023284400328835764,0.16443196916879008,0.32834796340962413,0.39571454017078966,0.2269455271288742,0.3982342907966278,0.34629355880510276,0.099880390785708,0.6124267318708065,0.15128168273428944,0.17414013227528952,0.02030137580690903,0.20233550301745148,0.22597472345154773,0.44107761943664936,0.3706548243047496,0.2804726717785202,0.08501982562056574,0.19384156338199962,0.3088085241399154,0.014312429847250011,0.21335811724381318,0.19923722209341607,0.43224116814633784,0.24868160457512511,0.16605385837638395,0.5382848528834691,0.09253421605106744,0.2198845959546097,0.20546891162107386,0.3182282250757818,0.20100903607994375,0.6076417535233243,0.5488829561468509,0.21000049939245755,0.22695026734096793,0.6199702437165091,0.6322917068418129
0.20016661724629697,0.13680667193419366,0.4859937881507486,0.42826188397029125,0.4874745976253747,0.09902622814262341,0.2594574055733693,0.24947327089199178,0.12569617826580376,0.35972114980630493,0.38477731407252413,0.2515499782868607,0.6354480035897588,0.1197035246475722,0.4466245488135967,0.37929536620482346,0.45953516383092985,0.2816365686520105,0.2509532736814019,0.1216746801582203,0.35099631067904896,0.3812628180443683,0.20616605711050598,0.6520770860808501,0.4165116156861418,0.34778254571452777,0.3548254819225989,0.7220191252251696,0.17854503144398026,0.3366217363720657,0.3631744051767463,0.24121014154357825,0.5667923263706212,0.33365564264871084,0.28053955070188624,0.7006769552328076,0.2603932227423263,0.3540336932487959,0.2584570642374008,0.5554924147364121,0.23428235117010812,0.5923878069160519,0.4824905384528,0.2620684442694561,0.5988230230620583,0.5248371395927294,0.3753452238663041
0.3309006408510793,0.16871328988927364,0.20541810016349216,0.13705919216059692,0.40606606989689153,0.13566250106687677,0.30813553298581686,0.18745012034962044,0.29535625555930434,0.6597192104449442,0.578252651486265,0.757530143919275,0.5365542297847069,0.15012369561272643,0.21562614141630052,0.19610219242617508,0.3998701978808544,0.15395183844025664,0.13091083267832943,0.2640821422956208,0.6289401167888103,0.565610108290449,0.5394141069390389,0.769270484931045,0.21876542901990265,0.2203469188425064,0.3195458437618508,0.5904610450645491,0.0275038664107433,0.599916255917232,0.5347853603140821,0.3685547039218657,0.7406029129961996,0.23904434328840465,0.2602708469753724,0.6388752431379413,0.1524716937210787,0.5182052965339214,0.2909603010547972,0.5638389646084481,0.22260685508697528,0.5764244381864448,0.2956389904160995,0.2502099154320748,0.5675711442574861,0.5340105982327772,0.1546494676537692
0.07046134419371171,0.03807515431521594,0.09193863479524333,0.2980837107675111,0.5122197790812243,0.7262472200521526,0.07200141769955148,0.07276682819692645,0.024991948593687696,0.130661366093092,0.01064749561647296,0.11835657108844203,0.548782505085032,0.0354837676706552,0.08681057023688067,0.22174522248532338,0.17240734784514972,0.41461090612174367,0.4158249440066952,0.022086763988400922,0.10720155877999298,0.046709999911896095,0.21701109692893136,0.3826823236459153,0.0795508761679295,0.1752215894217844,0.08598272881176833,0.297062173513808,0.5253140695815902,0.08590288419306036,0.07436993006215162,0.25371645571615953,0.23817146782005183,0.15489001233850702,0.11722399678789408,0.5280779494317014,0.05696531016148847,0.08801071888752132,0.26097998429376607,0.13215173222275375,0.1394687543639502,0.5253797429918713,0.4992350751756043,0.25716669534123704,0.13170042169119622,0.5011026881934946,0.5747276591205682
0.22434830669676264,0.06507939280623555,0.47115008197220876,0.7798099649884019,0.44196235486766067,0.617569967211302,0.8692461226636792,0.32338932623366345,0.2748106002515106,0.36433482098782505,0.12049245635620809,0.08811777625885245,0.05310300824861607,0.07332649647880096,0.4471378240785265,0.6535139001242976,0.2548730495001698,0.5588204133014787,0.1959195061137639,0.2628967326674364,0.353065703123494,0.1381536920587864,0.14982068640886745,0.07219821233147264,0.4263205756584953,0.5765768957812614,0.19152280240469777,0.6542103129466331,0.2578732595012733,0.3392679713044751,0.18282428662594702,0.18599334688275992,0.15087881759540914,0.5329341455207202,0.17889041155484958,0.7502146852257014,0.19467295214007843,0.21373223794480659,0.2028684087139836,0.16067791847235918,0.17731301329546043,0.7265855014517331,0.22941255598992832,0.2082415884939978,0.16298736310944503,0.6990638951415662,0.26441808622482876
