weeks,cells_percentage,id_40004,id_40005a,id_40005b,id_40006,id_40665,id_40823,id_63132,id_63133,id_63134,id_63848,id_65044
0.19424460431654678,0.325,True,False,False,False,False,False,False,False,False,False,False
0.17266187050359713,0.575,True,False,False,False,False,False,False,False,False,False,False
0.5107913669064749,0.5875,False,False,False,False,False,False,True,False,False,False,False
0.21582733812949642,0.275,False,False,False,False,True,False,False,False,False,False,False
0.11151079136690648,0.6375,True,False,False,False,False,False,False,False,False,False,False
0.05755395683453238,0.0625,False,False,True,False,False,False,False,False,False,False,False
0.22302158273381295,0.4,True,False,False,False,False,False,False,False,False,False,False
0.08273381294964029,0.125,False,False,False,False,False,True,False,False,False,False,False
0.18705035971223022,0.325,True,False,False,False,False,False,False,False,False,False,False
0.03237410071942446,0.8875,False,False,False,False,False,False,True,False,False,False,False
0.10791366906474821,0.825,False,False,True,False,False,False,False,False,False,False,False
0.06474820143884892,0.6125,False,False,True,False,False,False,False,False,False,False,False
0.20863309352517986,0.575,False,False,False,False,False,False,False,False,False,True,False
0.30935251798561153,0.325,False,False,False,False,False,False,False,True,False,False,False
0.18345323741007194,0.2625,False,False,False,False,False,False,False,True,False,False,False
0.05035971223021583,0.37500000000000006,False,True,False,False,False,False,False,False,False,False,False
0.07194244604316546,0.1375,False,False,True,False,False,False,False,False,False,False,False
0.19424460431654678,0.15000000000000002,False,True,False,False,False,False,False,False,False,False,False
0.14028776978417268,0.65,False,False,False,False,True,False,False,False,False,False,False
0.12949640287769784,0.23750000000000004,True,False,False,False,False,False,False,False,False,False,False
0.18345323741007194,0.55,False,False,False,False,True,False,False,False,False,False,False
0.03597122302158273,0.25000000000000006,False,False,False,True,False,False,False,False,False,False,False
0.09352517985611511,0.08750000000000001,False,False,False,True,False,False,False,False,False,False,False
0.9532374100719425,0.55,False,False,False,False,False,False,False,False,False,True,False
0.10071942446043167,0.22500000000000003,False,False,False,False,False,True,False,False,False,False,False
0.20863309352517986,0.175,True,False,False,False,False,False,False,False,False,False,False
0.5107913669064749,0.35000000000000003,False,False,False,False,False,False,False,False,True,False,False
0.03597122302158273,0.037500000000000006,False,False,True,False,False,False,False,False,False,False,False
0.10791366906474821,0.21250000000000002,False,False,False,True,False,False,False,False,False,False,False
0.10071942446043167,0.8,True,False,False,False,False,False,False,False,False,False,False
0.12589928057553956,0.02500000000000001,False,False,False,False,False,True,False,False,False,False,False
0.08992805755395684,0.5625,False,False,True,False,False,False,False,False,False,False,False
0.0,0.675,False,False,False,False,False,False,False,False,False,False,True
0.10071942446043167,0.1875,False,False,False,True,False,False,False,False,False,False,False
0.08633093525179857,0.08750000000000001,False,False,False,True,False,False,False,False,False,False,False
0.15467625899280577,0.35000000000000003,False,False,False,False,True,False,False,False,False,False,False
0.11510791366906475,0.075,False,False,False,True,False,False,False,False,False,False,False
0.33453237410071945,0.43750000000000006,False,False,False,False,False,False,False,True,False,False,False
0.1474820143884892,0.16250000000000003,False,True,False,False,False,False,False,False,False,False,False
0.20503597122302158,0.25000000000000006,False,False,False,False,True,False,False,False,False,False,False
0.16187050359712232,0.21250000000000002,False,True,False,False,False,False,False,False,False,False,False
0.046762589928057555,0.6,False,False,False,False,False,False,False,True,False,False,False
0.15827338129496404,0.08750000000000001,False,False,False,False,False,True,False,False,False,False,False
0.0,0.525,False,False,False,False,False,False,False,True,False,False,False
0.09712230215827339,0.47500000000000003,False,False,False,False,False,False,False,True,False,False,False
0.12949640287769784,0.125,False,False,False,True,False,False,False,False,False,False,False
0.22302158273381295,0.125,False,False,False,False,False,True,False,False,False,False,False
0.6330935251798562,0.5875,False,False,False,False,False,False,False,False,False,True,False
0.03956834532374101,0.36250000000000004,True,False,False,False,False,False,False,False,False,False,False
0.1474820143884892,0.35000000000000003,True,False,False,False,False,False,False,False,False,False,False
0.16187050359712232,0.4625000000000001,True,False,False,False,False,False,False,False,False,False,False
0.11870503597122303,0.45,False,False,False,False,True,False,False,False,False,False,False
0.15467625899280577,0.15000000000000002,False,True,False,False,False,False,False,False,False,False,False
0.08273381294964029,0.7875,False,False,False,False,True,False,False,False,False,False,False
0.11870503597122303,0.42500000000000004,True,False,False,False,False,False,False,False,False,False,False
0.03597122302158273,0.4875,False,False,False,False,False,True,False,False,False,False,False
0.341726618705036,0.5875,False,False,False,False,False,False,False,False,False,False,True
0.046762589928057555,0.85,False,False,False,False,False,False,True,False,False,False,False
0.10431654676258993,0.675,False,False,False,False,True,False,False,False,False,False,False
0.985611510791367,0.5125,False,False,False,False,False,False,False,False,False,True,False
0.0,0.85,False,False,False,False,False,False,True,False,False,False,False
0.16906474820143885,0.15000000000000002,False,True,False,False,False,False,False,False,False,False,False
0.1223021582733813,0.7,False,False,False,False,False,False,False,False,False,True,False
0.34532374100719426,0.525,False,False,False,False,False,False,False,False,False,True,False
0.10431654676258993,0.075,False,False,False,False,False,True,False,False,False,False,False
0.08992805755395684,0.47500000000000003,True,False,False,False,False,False,False,False,False,False,False
0.21582733812949642,0.10000000000000002,False,False,False,False,False,True,False,False,False,False,False
0.1366906474820144,0.925,False,False,True,False,False,False,False,False,False,False,False
0.1474820143884892,0.1375,False,False,False,False,False,True,False,False,False,False,False
0.05755395683453238,0.6375,False,False,False,False,False,False,False,False,False,True,False
0.05035971223021583,0.275,False,False,False,True,False,False,False,False,False,False,False
0.09352517985611511,0.6125,False,False,False,False,True,False,False,False,False,False,False
0.10071942446043167,0.7125,False,False,True,False,False,False,False,False,False,False,False
0.11151079136690648,0.2,False,True,False,False,False,False,False,False,False,False,False
0.960431654676259,0.525,False,False,False,False,False,False,False,False,False,True,False
0.3525179856115108,0.7125,False,False,False,False,False,False,False,False,False,True,False
1.0,0.45,False,False,False,False,False,False,False,False,False,True,False
0.08273381294964029,0.21250000000000002,False,True,False,False,False,False,False,False,False,False,False
0.06474820143884892,0.6875,False,False,False,False,True,False,False,False,False,False,False
0.0683453237410072,0.275,False,False,False,False,False,True,False,False,False,False,False
0.11151079136690648,0.7125,False,False,False,False,True,False,False,False,False,False,False
0.06115107913669065,0.275,False,True,False,False,False,False,False,False,False,False,False
0.20863309352517986,0.2625,False,False,False,False,False,False,False,False,True,False,False
0.9460431654676259,0.41250000000000003,False,False,False,False,False,False,False,False,False,True,False
0.05755395683453238,0.7625,False,False,False,False,True,False,False,False,False,False,False
0.07553956834532374,0.5,False,False,True,False,False,False,False,False,False,False,False
0.1366906474820144,0.16250000000000003,False,False,False,False,False,True,False,False,False,False,False
0.12949640287769784,0.9624999999999999,False,False,True,False,False,False,False,False,False,False,False
0.00539568345323741,0.4,False,False,False,False,False,False,False,True,False,False,False
0.881294964028777,0.5125,False,False,False,False,False,False,False,False,False,True,False
0.30935251798561153,0.6375,False,False,False,False,False,False,True,False,False,False,False
0.09712230215827339,0.7375,False,False,True,False,False,False,False,False,False,False,False
0.05035971223021583,0.6375,False,False,False,False,True,False,False,False,False,False,False
0.06474820143884892,0.1375,False,False,False,True,False,False,False,False,False,False,False
0.14388489208633093,1.0,False,False,True,False,False,False,False,False,False,False,False
0.1762589928057554,0.0625,False,False,False,True,False,False,False,False,False,False,False
0.16546762589928057,0.05,False,False,False,True,False,False,False,False,False,False,False
0.11510791366906475,0.7125,False,False,True,False,False,False,False,False,False,False,False
