x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0.5587808417997098,0.35073627844712185,0.48010269576379977,0.6044692737430168,0.4471865745310957,0.3638009049773756,0.43999999999999995,0.4800389483933788,0.27945776850886334,0.3444676409185804,0.35016111707841036,0.2755741127348643,0.7543290043290043,0.5631487889273357,0.516473731077471,0.4867674858223062,0.7052730696798494,0.7179752066115702,0.5421115065243179,0.5213454075032341,0.426812585499316,0.746054519368723,0.6137931034482759,0.3468208092485549,0.480946123521682,0.635752688172043,0.6607142857142857,0.290983606557377,0.4528301886792452,0.6343930635838151,0.43442622950819665,0.31212121212121213,0.8225806451612901,0.6138996138996139,0.10369318181818193,0.454014598540146,0.5052160953800298,0.4835948644793153,0.41959064327485374,0.7337931034482759
0.5631349782293179,0.38420348058902276,0.4865211810012837,0.4446927374301676,0.6999012833168805,0.5185520361990951,0.6034782608695652,0.45764362220058424,0.597497393117831,0.5678496868475992,0.7669172932330827,0.5970772442588727,0.48917748917748916,0.3685121107266436,0.38557435440783616,0.29017013232514177,0.275894538606403,0.5237603305785123,0.2241992882562278,0.45148771021992234,0.6046511627906976,0.5451936872309899,0.6027586206896551,0.8482658959537572,0.4296977660972405,0.5026881720430108,0.49175824175824173,0.5464480874316939,0.6482479784366576,0.3988439306358382,0.46311475409836056,0.5060606060606061,0.3841642228739002,0.646074646074646,0.44034090909090917,0.4291970802919708,0.40387481371087924,0.40798858773181174,0.5321637426900584,0.550344827586207
0.41654571843251087,0.3855421686746988,0.5442875481386393,0.7441340782122905,0.7068114511352418,0.8072398190045249,0.8330434782608696,0.7390457643622201,0.6298227320125129,0.5970772442588727,0.5746509129967776,0.1847599164926931,0.11255411255411252,0.3278546712802768,0.16206589492430987,0.32136105860113423,0.3898305084745763,0.19008264462809915,0.2894424673784105,0.32858990944372574,0.4719562243502052,0.3601147776183644,0.4689655172413793,0.5939306358381503,0.5624178712220762,0.5860215053763441,0.5865384615384615,0.3825136612021858,0.6590296495956872,0.323699421965318,0.3387978142076502,0.5272727272727273,0.5557184750733136,0.37194337194337196,0.5085227272727274,0.3795620437956204,0.39195230998509684,0.5649072753209701,0.19883040935672508,0.14068965517241383
0.6211901306240929,0.47523427041499333,0.24005134788189988,0.4223463687150838,0.29022704837117475,0.40090497737556563,0.2452173913043478,0.3661148977604674,0.3493222106360792,0.5855949895615866,0.5145005370569281,0.7400835073068893,0.6904761904761905,0.6029411764705882,0.5022261798753339,0.7410207939508506,0.4689265536723164,0.5320247933884298,0.6097271648873073,0.3635187580853816,0.3679890560875513,0.4935437589670014,0.41379310344827586,0.5173410404624278,0.34296977660972405,0.5309139784946237,0.2733516483516484,0.30464480874316935,0.3396226415094339,0.508670520231214,0.3415300546448087,0.5530303030303031,0.3563049853372433,0.3912483912483913,0.356534090909091,0.6802919708029197,0.2593144560357675,0.40656205420827396,0.30847953216374263,0.6593103448275862
0.41799709724238027,0.5635876840696118,0.534017971758665,0.4782122905027933,0.6920039486673247,0.5447963800904978,0.47478260869565214,0.5326192794547224,0.7810218978102189,0.7066805845511482,0.5520945220193341,0.5741127348643007,0.6948051948051948,0.45501730103806226,0.3517364203027604,0.3563327032136106,0.507532956685499,0.37913223140495866,0.34282325029655997,0.3117723156532988,0.4787961696306429,0.45337159253945475,0.4413793103448276,0.619942196531792,0.3232588699080158,0.5188172043010753,0.4423076923076923,0.7937158469945355,0.4097035040431266,0.5158959537572255,0.5956284153005463,0.4545454545454546,0.5498533724340174,0.5894465894465895,0.5099431818181819,0.42043795620437957,0.3368107302533532,0.41084165477888734,0.23099415204678359,0.5875862068965517
0.590711175616836,0.7282463186077645,0.5815147625160463,0.5340782122905028,0.491609081934847,0.5212669683257919,0.6252173913043477,0.5501460564751703,0.5224191866527632,0.3517745302713987,0.2620837808807734,0.36430062630480164,0.3203463203463203,0.28546712802768165,0.4185218165627782,0.5113421550094518,0.352165725047081,0.4896694214876033,0.4780545670225386,0.32212160413971536,0.3844049247606019,0.3715925394548063,0.5158620689655172,0.40895953757225434,0.328515111695138,0.5376344086021505,0.5947802197802198,0.4508196721311475,0.7021563342318058,0.592485549132948,0.3497267759562841,0.693939393939394,0.28592375366568906,0.5997425997425998,0.7414772727272728,0.4248175182481752,0.5722801788375559,0.7403708987161199,0.4312865497076023,0.5710344827586207
0.5631349782293179,0.4511378848728247,0.46213093709884473,0.5743016759776537,0.6939782823297136,0.8325791855203619,0.7382608695652173,0.7059396299902629,0.570385818561001,0.5824634655532359,0.2223415682062299,0.2651356993736952,0.24999999999999997,0.3408304498269896,0.3615316117542297,0.4867674858223062,0.4227871939736347,0.3099173553719008,0.43653618030842234,0.34799482535575677,0.43502051983584133,0.2568149210903874,0.5296551724137931,0.6531791907514451,0.3639947437582129,0.5698924731182796,0.5535714285714286,0.5327868852459016,0.3679245283018867,0.3959537572254336,0.4836065573770491,0.21363636363636368,0.4545454545454544,0.7039897039897041,0.5767045454545455,0.6496350364963503,0.6646795827123696,0.3708987161198289,0.3143274853801169,0.8248275862068966
0.48911465892597966,0.6653279785809907,0.49807445442875486,0.4659217877094972,0.33563672260612043,0.39185520361990955,0.29043478260869565,0.6815968841285297,0.689259645464025,0.7484342379958246,0.6616541353383459,0.44363256784968685,0.58008658008658,0.5856401384083045,0.49332146037399816,0.4603024574669187,0.6629001883239172,0.23760330578512395,0.5088967971530249,0.43855109961190164,0.5991792065663475,0.3845050215208034,0.4386206896551724,0.45375722543352603,0.3272010512483574,0.22446236559139782,0.5274725274725275,0.7336065573770492,0.2547169811320754,0.4046242774566474,0.6871584699453551,0.37121212121212127,0.6451612903225805,0.5019305019305019,0.39914772727272735,0.6160583941605839,0.41877794336810725,0.3994293865905849,0.6769005847953216,0.5475862068965518
0.7242380261248186,0.4966532797858099,0.6739409499358152,0.6357541899441341,0.870681145113524,0.42443438914027154,0.47913043478260864,0.7585199610516067,0.7434827945776851,0.5334029227557411,0.443609022556391,0.5208768267223381,0.2478354978354978,0.3849480968858131,0.371326803205699,0.2561436672967864,0.4143126177024482,0.42665289256198347,0.33214709371293005,0.29754204398447603,0.5813953488372093,0.18651362984218078,0.5282758620689655,0.5187861271676301,0.7148488830486203,0.34946236559139787,0.6483516483516483,0.646174863387978,0.17115902964959567,0.615606936416185,0.4508196721311475,0.5515151515151515,0.5454545454545453,0.5482625482625483,0.6036931818181819,0.2802919708029197,0.5946348733233978,0.6233951497860201,0.7938596491228069,0.6013793103448276
0.6981132075471699,0.5033467202141901,0.5661103979460848,0.30837988826815643,0.42941757156959526,0.3212669683257919,0.3252173913043478,0.4810126582278481,0.6006256517205422,0.7546972860125261,0.5209452201933406,0.7045929018789144,0.6201298701298701,0.5501730103806228,0.44790739091718607,0.5151228733459358,0.4839924670433145,0.2727272727272727,0.5693950177935944,0.45924967658473476,0.4131326949384405,0.2266857962697274,0.22344827586206897,0.7615606936416185,0.3731931668856767,0.6908602150537635,0.47939560439560436,0.44262295081967207,0.5053908355795147,0.6011560693641619,0.6079234972677595,0.31212121212121213,0.5234604105571846,0.6473616473616474,0.6875000000000001,0.6087591240875913,0.6304023845007451,0.3894436519258203,0.5657894736842104,0.5448275862068965
