total_loc,blank_loc,comment_loc,code_and_comment_loc,executable_loc,unique_operands,unique_operators,total_operands,total_operators,halstead_vocabulary,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_effort,halstead_error,halstead_time,branch_count,decision_count,call_pairs,condition_count,multiple_condition_count,cyclomatic_complexity,cyclomatic_density,decision_density,design_complexity,design_density,normalized_cyclomatic_complexity,formal_parameters
0.20430107526881722,0.0,0.23333333333333334,0.0,0.15000000000000002,0.2173913043478261,0.4117647058823529,0.20512820512820515,0.19889502762430938,0.288135593220339,0.20134228187919462,0.1550580431177446,0.07216494845360827,0.2783792143519951,0.047260889283308204,0.15,0.047261350043739846,0.13157894736842105,0.13157894736842105,0.0,0.13157894736842105,0.2,0.1111111111111111,0.3404255319148935,0.5,0.0,0.0,0.3404255319148936,0.0
0.06451612903225806,0.0,0.1,0.0,0.0375,0.08695652173913043,0.11764705882352941,0.03418803418803419,0.03314917127071823,0.1016949152542373,0.03355704697986577,0.021558872305140964,0.48453608247422686,0.03093102381688834,0.0013885675760048578,0.025,0.0013880706264617142,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.14893617021276595,0.0,0.15789473684210525,0.5,0.21276595744680854,0.0
0.08602150537634409,0.0,0.03333333333333333,0.0,0.0875,0.17391304347826086,0.5294117647058824,0.13675213675213677,0.14364640883977897,0.288135593220339,0.14093959731543623,0.11028192371475953,0.07216494845360827,0.2783792143519951,0.03387113051468993,0.125,0.03387160123542749,0.02631578947368421,0.02631578947368421,0.15789473684210525,0.0,0.0,0.037037037037037035,0.19148936170212766,0.0,0.15789473684210525,0.25,0.3617021276595745,0.3333333333333333
0.32258064516129037,0.0,0.16666666666666666,0.0,0.3125,0.32608695652173914,0.5294117647058824,0.27350427350427353,0.292817679558011,0.4067796610169492,0.2852348993288591,0.2396351575456053,0.061855670103092786,0.3127126507887411,0.08062519263275636,0.25,0.08062414082445148,0.23684210526315788,0.23684210526315788,0.0,0.23684210526315788,0.1,0.25925925925925924,0.3617021276595744,0.5,0.0,0.0,0.46808510638297873,0.0
0.5591397849462366,0.0,0.6333333333333333,0.0,0.4125,0.8478260869565217,0.6470588235294117,0.6666666666666667,0.6022099447513812,0.8474576271186441,0.62751677852349,0.6252072968490879,0.05154639175257733,0.3557067738942159,0.23484149129182158,0.625,0.23484280434899044,0.3157894736842105,0.3157894736842105,0.21052631578947367,0.23684210526315788,0.1,0.37037037037037035,0.38297872340425526,0.665,0.21052631578947367,0.06,0.3617021276595745,0.0
0.08602150537634409,0.0,0.23333333333333334,0.0,0.012500000000000004,0.13043478260869568,0.05882352941176469,0.051282051282051294,0.06629834254143646,0.11864406779661016,0.06040268456375839,0.03814262023217247,0.6597938144329898,0.015156201670275284,0.0017513308552361269,0.05,0.0017540570938889188,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.425531914893617,0.0,0.3157894736842105,1.0,0.14893617021276595,0.0
0.1075268817204301,0.0,0.1,0.0,0.0875,0.2173913043478261,0.7647058823529411,0.17948717948717952,0.1602209944751381,0.38983050847457623,0.16778523489932884,0.1417910447761194,0.041237113402061876,0.411073306526446,0.06189044053050224,0.15,0.061891882241622474,0.10526315789473684,0.10526315789473684,0.0,0.07894736842105263,0.1,0.1111111111111111,0.6595744680851063,0.665,0.0,0.0,0.6382978723404256,0.6666666666666666
0.12903225806451613,0.0,0.16666666666666666,0.0,0.0875,0.2608695652173913,0.3529411764705882,0.17948717948717952,0.14917127071823205,0.30508474576271183,0.1610738255033557,0.12769485903814262,0.12371134020618557,0.17537890504175688,0.02601902883087817,0.125,0.026020745184153683,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.1,0.037037037037037035,0.19148936170212766,0.5,0.15789473684210525,0.25,0.23404255319148942,0.0
0.35483870967741943,0.0,0.9666666666666667,0.0,0.05000000000000001,0.6521739130434783,0.2941176470588235,0.2905982905982906,0.2044198895027624,0.5932203389830508,0.23825503355704694,0.2222222222222222,0.22680412371134023,0.09279307145066502,0.02687870093552261,0.22499999999999998,0.026877689107885672,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.08510638297872342,0.0,0.2631578947368421,0.8333333333333333,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531914,0.0,0.0,0.0,1.0,0.0
