attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,attr61,attr62,attr63,attr64,attr65,attr66,attr67,attr68,attr69,attr70,attr71,attr72,attr73,attr74,attr75,attr76,attr77,attr78,attr79,attr80,attr81,attr82,attr83,attr84,attr85,attr86,attr87,attr88,attr89,attr90,attr91,attr92,attr93,attr94,attr95,attr96,attr97,attr98,attr99,attr100,attr101,attr102,attr103,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13
0.32195109365079005,0.43543293465078314,0.23844080897007086,0.3533129843138957,0.2901052775114014,0.6953396548750145,0.2197789757332098,0.45621963436848545,0.32591151572260135,0.7757768492361978,0.2064329899054868,0.32030651728969656,0.37747061948783334,0.2953502865314731,0.2979287364156159,0.3459738899977096,0.5998605610543383,0.35000057265002643,0.47510574550581597,0.5731787488506696,0.6922468278829046,0.4639240583289536,0.43860343123824425,0.39158498405360326,0.4618233478405629,0.6005857561456905,0.6229679465165753,0.7479965901370058,0.5859956188469767,0.7818377843749471,0.696290299290065,0.8498484563616994,0.7332195156853702,0.5853260899600434,0.43647649516635545,0.5510661626709903,0.451960809078798,0.482803068384766,0.6991667417642704,0.44256833239091264,0.40439360863422424,0.5283355892237221,0.569230381971088,0.5589214706034887,0.6401084706184215,0.42696935249267526,0.5090815983613116,0.33481727621102764,0.2748112682329362,0.3862172374833571,0.4087607058917261,0.5135499086482119,0.6103973044025622,0.48908473231802185,0.6315309961075264,0.6520483761347265,0.42836771966134163,0.480007684246202,0.42352842344021546,0.6662986148077723,0.6503611698152936,0.619611688784312,0.6531033846945138,0.49041999990924806,0.41357510507886497,0.5150256805128273,0.526815555921843,0.7167534979112326,0.3344190130588735,0.47919835057808063,0.6546009882784982,0.733865549123738,0.4799359044960875,0.375719966848443,0.2804184004771114,0.4428377780313806,0.3400046838282844,0.49545200166487124,0.3105634286642225,0.4067667603334475,0.47189161901645493,0.20468182096480636,0.38952316430708794,0.12607143672388604,0.22192750388109606,0.28224602714640623,0.2845955933824132,0.20896808857136048,0.2627700626626573,0.3191217454693814,0.1951267687261793,0.35508504755540793,0.2677003753981915,0.3904380635984238,0.29073604199109215,0.28917828737075674,1.0,0.6040657189825387,0.4333437303305311,0.24572300388988305,0.2560609075268313,0.34533479275373175,0.45669681915734217,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.5221366407229829,0.3983037434690351,0.4013439509210959,0.4708309825876045,0.4854711698505838,0.5870172893298583,0.596324603882746,0.4622601132982998,0.3662388356105395,0.6848764818973674,0.27527957491852645,0.5892673381120125,0.4636965253426841,0.41335440961309483,0.554632349361419,0.4749765511675337,0.6379824405456753,0.41653209391043955,0.4788398836799436,0.23355299571443744,0.5968396367952206,0.32949805916932723,0.4455514885835753,0.5460924013225268,0.41354093572293626,0.5706600246947533,0.6403059062791289,0.623897648740277,0.5923061315487971,0.5385634928070204,0.5893964249952064,0.42430885300200416,0.690029097037826,0.767397359447794,0.6133378629245823,0.4991278195957133,0.49865735620532065,0.4492576290720057,0.8469987745929168,0.702810825674227,0.5440041700166437,0.28647202074752537,0.7304181049147688,0.5863454299632507,0.5521067381015994,0.5811800510318921,0.3981226410133898,0.5109290125753405,0.4838986007497309,0.4472656660165848,0.3812978528462734,0.33882705759894016,0.39831922862248326,0.6900439349262597,0.49275059432064583,0.47424168736547057,0.4025695041161959,0.5176120736375691,0.3288277267023349,0.4956949555199643,0.6102473108063343,0.3141048256933236,0.5385839647337686,0.34738362200008166,0.6093630211688469,0.9004932034734243,0.533793995047175,0.6234103196615499,0.17074511523563485,0.49609116425176936,0.2832246972983833,0.22592815838405222,0.6886653575352514,0.5988197302837615,0.443565389503322,0.5559472481469214,0.6448926312203768,0.6241365818070712,0.4614718722870044,0.3379943893754662,0.19474707980763717,0.571446263281811,0.4182067572474101,0.1590634130752374,0.18254586123588795,0.20811018858927716,0.20261274754534866,0.14234228985883343,0.26797224552821675,0.844573007382786,0.6065121090090195,0.48990072783581884,0.43796824803103585,0.43812748622184466,0.34272155612908534,0.22294692828676585,0.37999634194934906,0.22279847545330977,0.4284951187032018,0.21028407934075588,0.3785664961786495,0.11560018291203562,0.472128679430584,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.4456203487028532,0.4721949747227043,0.5870535327452645,0.44548825591544067,0.5450152884348881,0.4813945355604442,0.4800090566622327,0.3935738531239962,0.3887005993181047,0.6109937340278316,0.32627294636614446,0.4197588214222878,0.40754011263415146,0.30620794116251093,0.469113613865403,0.2313077359334271,0.5450167176800443,0.20945559723753623,0.4092075696157913,0.27686270611703634,0.5346873560626187,0.33854491067315007,0.28213361080412147,0.4333250431576791,0.35409622524629353,0.6284899767937364,0.6713168821553928,0.7342856187067205,0.500246029807878,0.6818256514534163,0.6699287224246212,0.6439931248658243,0.7609094016822221,0.5341273964199461,0.3889559113840754,0.509754403342943,0.5347357600132672,0.5660221750875601,0.8767560064921492,0.5891373181016099,0.5797147077215561,0.6601074646185787,0.7327046859483262,0.5426948038242542,0.8673188713688649,0.7651729088367643,0.7857680094553784,0.32222682119205304,0.2827168466763167,0.3835389748120106,0.43184320599131576,0.40617552645562344,0.38889917428814746,0.4731633382989322,0.5622371274066721,0.49571730368865724,0.29673876554160394,0.39782061033531113,0.22130327262035399,0.5411280518279005,0.5076252667366836,0.3726168086696355,0.5722792767220067,0.23417967066126388,0.6286503345302863,0.6063828146411551,0.7295447730219978,0.7132897522089613,0.2120051816050901,0.30260359699883665,0.315056369513414,0.3179751348702555,0.5652291293380649,0.606344994416702,0.5362467761593661,0.7355991504925306,0.6604078124126772,0.6751131348686107,0.5293119062638577,0.3496589528397923,0.2845294480406429,0.17091721723448905,0.17524132529634426,0.31732217859751644,0.3482824427480916,0.3450076660761231,0.5110429593704682,0.559371516183445,0.1936303173872849,0.44729602841517596,0.35772547888314093,0.30657132911063184,0.21472136742882383,0.3381994539472324,0.23360932941784307,0.4147956183714802,0.24097082051382548,0.19711255348513512,0.790040735061476,0.30370155059526993,0.3663042333306023,0.13110074808339267,0.4572327341886371,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.5374111808377214,0.36810257410655295,0.4201890138583204,0.4683244848853077,0.7247236891445442,0.6001739093450281,0.6195010196192925,0.716071753683434,0.6186844891611067,0.7272357668829398,0.49902544265215004,0.5356647853201812,0.5285516948252045,0.557679807011715,0.6266518989738347,0.5815692176815103,0.7885475859498662,0.41859051046023354,0.28643676198449064,0.3596077253083143,0.6149817193553135,0.6787111208989566,0.8439627015229083,0.6461509202094976,0.6392660871733719,0.6177133112091782,0.6389088346661077,0.7191696360697982,0.49090783176663977,0.445844935119586,0.587864821166907,0.4365390179865565,0.880502400903121,0.7831409197168231,0.7069345545396668,0.6225950793450549,0.6603523053386152,0.6105268320194206,0.8505839496756249,0.4777804080560945,0.5369087236435955,0.6750299750109764,0.7185101820251669,0.5002514687099354,0.7175985810310594,0.551503814151609,0.6128518619276992,0.38712074001041746,0.16504620866273245,0.35363987517307904,0.2771174759988846,0.4041606917987204,0.4310144557858113,0.47025244286216805,0.4964286336285344,0.6398408122624879,0.22917802354839803,0.34354671693704697,0.3613082080657779,0.10747153022015704,0.28020512083075466,0.2927099277993383,0.47035147351029527,0.3311764625807125,0.5801807547819653,0.527056191026473,0.49445339200994537,0.5900932743555988,0.38680173581652116,0.3884192486335881,0.46957597613482904,0.6151526675675554,0.6838904305358934,0.4961508906579004,0.34879833780531,0.4407195762483056,0.3707835565692022,0.22932667800483553,0.2534860626198402,0.5702231114572143,0.5145327901978306,0.2491734525194392,0.19111961860934865,0.1256291659057706,0.23051069712752958,0.27936221290259583,0.22716982726967752,0.1758862299709511,0.26921581224279323,0.252469678379327,0.24834481405390935,0.3412875771750047,0.4712090134939101,0.3967873832873278,0.4236340250780134,0.23287382855317698,0.6798242176017559,0.2971455879415094,0.39548589774957926,0.20972551141782486,0.2836015496073313,0.19133314475654029,0.8352123594469357,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48726298997776574,0.4795646820876267,0.5216121056675274,0.4466397596694008,0.38761481147721993,0.6181898305565335,0.28960018113324465,0.6072497185653458,0.5600318656878986,0.5874845539240608,0.4929398300351153,0.43595553119664016,0.4788031027520986,0.4185588199484512,0.5838729221098867,0.647536781947671,0.6527049227731,0.3377750151752257,0.4168038971624956,0.34404460418977567,0.6151814399376184,0.3758118319739187,0.5498770159986948,0.5571115077391228,0.5940624266292778,0.6406431409684823,0.5720344841427355,0.6440649811915371,0.4662149437897824,0.5472776949292066,0.6698068096005757,0.5565005087012584,0.7460269823350769,0.6458894040796476,0.6279471321802492,0.5921754515480424,0.6167946342572406,0.5850291594636458,0.8050357820726382,0.5227519648695893,0.49177488501664807,0.6194223526770252,0.7041086190950627,0.5286041134732955,0.7062218774974077,0.5562419494258439,0.6404132841665847,0.22726649118237965,0.06599562038377316,0.12343528838574824,0.2051420148986177,0.22998813518608835,0.18904015282731912,0.544240652909361,0.5344988984386566,0.532942932668926,0.4188387184201692,0.4381488463478746,0.4064202794302186,0.5659204124660326,0.4727960680894334,0.367014937397387,0.5574228672494232,0.42022678906076294,0.4898709714453367,0.5474938216091223,0.5978133297322417,0.6114509092946957,0.34780517927485066,0.46249455293753855,0.5077744914282226,0.4862935143528408,0.6149125469769542,0.6055069193428191,0.4883579603259658,0.6463215380204694,0.38556289769294844,0.6137981670826246,0.5234821278004359,0.3791499153246047,0.23788188341045466,0.16565041216054505,0.2329813325023684,0.17189354684075966,0.19071223854272878,0.34588523839657903,0.3603840271339024,0.277419705062242,0.7443394922886044,0.30869554782911296,0.39429745396991234,0.5069092385933043,0.2374839585253286,0.9999999999999999,0.3921939450258391,0.2605905084073163,0.25864541077949144,0.2055879153952318,0.4605667421849756,0.2122852795250699,0.2239498601374047,0.1664342998080318,0.4224107202947283,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.5330024747088347,0.5026326298877566,0.4672374053342113,0.438378636422816,0.38099105815533874,0.6123830069776399,0.48494106466427045,0.6117860353125426,0.41985956806541336,0.6056974555641227,0.2594041203529499,0.4888290042111952,0.5266194878333864,0.3107994609865267,0.4908702660889415,0.4686917187448876,0.5773993244386564,0.36683648342906994,0.84971195364822,0.47042238884533805,0.6442250172485958,0.6178259183648653,0.5240426796043579,0.46824326301313746,0.6511818240906674,0.46568889430730653,0.48860935067946965,0.586029251456632,0.565694818551498,0.49762332961154676,0.7249705870516745,0.4744549296018796,0.6846678088181514,0.6161210188618765,0.5149275889556438,0.5967987864232661,0.6510125566024576,0.5662420460257716,0.8653928874362794,0.4889685093661454,0.4327606498911963,0.640866189187543,0.6841440708450361,0.6521711338042694,0.6077520711932592,0.5219174221517754,0.5534025417044829,0.3342324577721557,0.06004379616226846,0.06912661756285093,0.11855794128191849,0.22699063189232865,0.312053527960515,0.5900878462442839,0.5898011964784869,0.6722061217319797,0.14506318276033053,0.12184684297742676,0.5017762353052363,0.5220703265743515,0.5197751066304769,0.36535368323383405,0.48924739009022783,0.42418130419591527,0.6337770350858171,0.6592328235987837,0.7349652766055474,0.7673538772223572,0.5868061844553966,0.5386268894683272,0.7318270944968197,0.5868874094539203,0.6381115734559728,0.4733545521870044,0.2767053961348994,0.5307918623196676,0.4322375126742796,0.45735949530079134,0.4050677975629102,0.4479046944414473,0.30437822591584196,0.22980246350111044,0.27554417306699797,0.1415737422388605,0.26664163474522556,0.3197863390396671,0.3246466279416854,0.22251806619549358,0.33108931031191735,0.2637103523997804,0.2274027322425674,0.3945238257195331,0.29595305738510735,0.43475552582476323,0.3231646744371483,0.31536933392374494,0.33692279553456533,0.2628237017654501,0.4670552155260164,0.2619375475519454,0.28369167027539466,0.2602683976972761,0.9973254100996303,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
0.3996901565819851,0.3750204739653976,0.5626093963918687,0.4722187664250823,0.6656168064586412,0.4857753497680815,0.5463878366642883,0.48939508468776244,0.3481377063797235,0.4784318908017145,0.2740986483794485,0.3070463788404847,0.43167272340877694,0.3011861598179076,0.5042774919805477,0.234931398531994,0.6307031278447365,0.20081170538301435,0.38491914874867816,0.32408070502813746,0.48366782549199117,0.17255896463810572,0.11155064508879786,0.3170611814963279,0.4795397657708088,0.41676861639918744,0.570215949585004,0.47785607748094633,0.3968260332340709,0.5668500939149558,0.6506830669005499,0.4074263716599396,0.657062391681109,0.4856933245646515,0.48488917659520964,0.5261365990259614,0.5808447288738156,0.5062091062532439,0.7435786903659221,0.6181449232814433,0.4619498990887196,0.5663572657699464,0.626041689504057,0.5713453515677296,0.7702861595210156,0.7211025763728771,0.7692462444818859,0.29569373651313346,0.5675700553019337,0.6496320013888325,0.5684133370513484,0.4274637686434078,0.39383753731885696,0.5410889534705287,0.373185471581459,0.24142348448702,0.6730219006877265,0.7988570464693856,0.33315831753815783,0.6651305344345445,0.5602060966183822,0.33513997038633886,0.6567983812858006,0.32210807646757206,0.6117637304113224,0.5164660197400034,0.6877327222068867,0.6617042258090841,0.34929971009703326,0.31441749450153156,0.36877716430702245,0.28359054758300783,0.6469764168303083,0.6376636974200751,0.5391630858789274,0.5610548700548617,0.47978768419287793,0.5711771482374655,0.5528408771524398,0.4353886858660112,0.3288836495797133,0.20585485047004673,0.2398173175505639,0.39967585829072316,0.19495962741477663,0.2312504517848832,0.2613104153293869,0.21855661094325532,0.32672614324805954,0.7945839570652451,0.6583007493980256,0.33153241650294696,0.2769875125655655,0.37442101683067663,0.3164359842751201,0.26726772505208446,0.38937172980070156,0.25096916305311495,0.4264536963192762,0.22725409616476813,0.26728502709472024,0.17200886832681325,0.6650979727456049,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.49395794116789205,0.47595206239544474,0.35138987574302893,0.4718802590401242,0.6046483363544604,0.701564711525511,0.7087389342632301,0.590183483002872,0.6694910102284299,0.6525988127986101,0.4200752303587959,0.43210634438640216,0.5205601955158856,0.4234536896215143,0.5693161963183546,0.5148504727939011,0.5752317021190007,0.42693141839164467,0.19962080322523792,0.31488041314901877,0.6322513383190217,0.6869865040323071,0.7168043246038808,0.5931240307809345,0.592517081699004,0.551366362683988,0.7671261133088632,0.7610154378201792,0.4468010657646788,0.4749409096005196,0.6450727097551565,0.47519497992530163,0.5146210627573815,0.7051498505087124,0.6861568379886475,0.6459920974225513,0.6712175610120403,0.5924639031587036,0.759192178948454,0.45949882516149504,0.5230187867575953,0.6571385977239899,0.6682094592674332,0.6813282372224347,0.6344542513161596,0.47351183777230094,0.4758300317998825,0.476523550859439,0.23013324425639314,0.4355641922020975,0.45866549814763174,0.5151134436348549,0.49135957892946813,0.2848180159166724,0.6435480289453748,0.6271039522314051,0.22281508994650334,0.3659653490475127,0.29937151827952474,0.37436917848500556,0.33370267750989263,0.5052587861732538,0.6110706756045311,0.29812574586738416,0.5080280890635065,0.48372855656416214,0.5409849250622082,0.5046125923821191,0.3633139817542254,0.3985675906308153,0.49613945764211903,0.6471562631056009,0.6941185793685547,0.6047884034553764,0.45577835593463933,0.3384919850696001,0.25738567866276696,0.302821084005855,0.2969926737410139,0.31551905313674256,0.46909623315112287,0.11735582729888738,0.3858032977993804,0.15196139974433892,0.17398563305499673,0.14534474515528087,0.17643640359566473,0.12237348367091322,0.1647704529688197,0.2115268657208941,0.4126107301530373,0.5193782785622542,0.6422938785855694,0.6499991544262029,0.3749578020015464,0.30362038468704555,0.17865331478179075,0.47758161665145515,0.568695824329347,0.4198542097536407,0.584309640570686,0.0880213859499854,0.28498216524628406,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.46953842080819547,0.4445914684756143,0.6014274243395779,0.6130879878098765,0.6899982658779622,0.6737096800871437,0.5996731855766696,0.6399047173309415,0.4633202628285991,0.6061932451405888,0.31838404460178554,0.24864025355774477,0.4369074487302093,0.34300819870034194,0.5333016882772648,0.3381158045130822,0.7087910793345484,0.19412627661911586,0.343086336799436,0.35577624709419886,0.5110266784651522,0.3991342260388815,0.4970646997435653,0.31222459548819376,0.41543249097664475,0.48293552854852406,0.565262087512655,0.48208841419453513,0.5302373671287167,0.3586445530093484,0.5992760982214932,0.23916559659390174,0.6519853163309111,0.4498582457846772,0.41262659226723875,0.5530231174531087,0.4984684525385028,0.4866291496552767,0.7499974451330715,0.4976746157352897,0.47622838993818706,0.5429499410499026,0.6847205880800595,0.47491524238085997,0.3268454187759157,0.5385131901741855,0.6138989033498468,0.2693350509710544,0.6249875663437627,0.6313741741556752,0.6716105644743656,0.6036511599129428,0.5241919447495779,0.6469506422620468,0.680591838867264,0.42730309032247177,0.508269349816596,0.5198892344023078,0.32139935629190536,0.4139235180488757,0.4193010792724732,0.31929277243318177,0.6068564871087562,0.24114714970891318,0.6258006084688144,0.7108916459138384,0.5940023949907756,0.7589407997388673,0.33322635416037766,0.4637259251702133,0.26904775831682387,0.257354543801079,0.6742895365298707,0.6860155218003987,0.521896087935169,0.7325429276833108,0.6674308935733085,0.5039119800589563,0.44785240055212383,0.33774223965247907,0.5084134262425064,0.7113568180426688,0.3192407799755997,0.09991468453250546,0.3954790971973434,0.22483478940166562,0.3705499951131504,0.20039905835996813,0.17770753533054234,0.31782728300879276,0.36799510363835536,0.6779636602259131,0.4742924217797393,0.47972220082189765,0.2925183402483602,0.22488512380496092,0.2102284975210175,0.20723963821394575,0.378765098214269,0.17732723239640372,0.35201601104855973,0.303169990798496,0.3725805928965086,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.4806331036618062,0.4208416686143772,0.5012174410342616,0.45174919592440965,0.5309540783734231,0.5202275944037107,0.5394031838338579,0.5394051410318857,0.4758512292860364,0.8205115470991681,0.3925194097710929,0.5739098295396292,0.34833365210923384,0.45457800321509567,0.45773491720896015,0.5199983095027757,0.7433252440181548,0.4443358144697208,0.4207321774762073,0.14755596420640282,0.5534945368298133,0.4624094943301804,0.4643146297088712,0.7264446850220908,0.48567073939117394,0.6279512852754344,0.5474480307199657,0.6601107167287462,0.42215799123040415,0.4588517341630817,0.5365797653118957,0.4143761775800755,0.7501868252428727,0.7147203324730445,0.5008733729583402,0.4576151472816785,0.5446861508351848,0.5587852335004844,0.8760861668355977,0.3691442854676663,0.4444033918679472,0.6803832074488925,0.5843067136650012,0.4480014569506073,0.735994802449534,0.47693067190730276,0.4808697759377079,0.3986368963464544,0.22756634376275842,0.5010213238989792,0.5382193363343026,0.5688574111412786,0.542203735931288,0.26063491988545284,0.4734253768384754,0.5569162131851508,0.37782921097775435,0.5656448597546977,0.3849846948687119,0.5767760051883689,0.45174730181881667,0.6467695829363085,0.6559298266044608,0.3864443849515158,0.5645468055387245,0.4793707592153829,0.44052340279336155,0.5944782603993484,0.24709117273535153,0.5146258075690245,0.5849065001055418,0.748785829491529,0.4848438041460605,0.34727764893244084,0.33752012955340965,0.18134284529333344,0.1270022700599583,0.48477063590915526,0.38433317302587605,0.3923649063879494,0.5973483688455015,0.1981738031759461,0.20903869134150294,0.4321342563002191,0.1925448507730041,0.2292797185681368,0.4862375748546493,0.20439228999123502,0.23761668231215094,0.241707490482776,0.1967718838647471,0.349404206963056,0.3790106762704294,0.36495059030446286,0.26629205733845884,0.41131727123364575,0.2645015579376433,0.3344745236444448,0.4159580210343082,0.6662322249488314,0.6659425802600623,0.1649920227544361,0.26980953829050575,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
