ID-type,Right-Ascension,Declination,Scale_Factor,Blue_base_1,Blue_base_2,Red_base_1,Red_base_2,blue-band-flux_1,blue-band-flux_2,blue-band-flux_3,blue-band-flux_4,blue-band-flux_5,blue-band-flux_6,blue-band-flux_7,blue-band-flux_8,blue-band-flux_9,blue-band-flux_10,blue-band-flux_11,blue-band-flux_12,blue-band-flux_13,blue-band-flux_14,blue-band-flux_15,blue-band-flux_16,blue-band-flux_17,blue-band-flux_18,blue-band-flux_19,blue-band-flux_20,blue-band-flux_21,blue-band-flux_22,blue-band-flux_23,blue-band-flux_24,blue-band-flux_25,blue-band-flux_26,blue-band-flux_27,blue-band-flux_28,blue-band-flux_29,blue-band-flux_30,blue-band-flux_31,blue-band-flux_32,blue-band-flux_33,blue-band-flux_34,blue-band-flux_35,blue-band-flux_36,blue-band-flux_37,blue-band-flux_38,blue-band-flux_39,blue-band-flux_40,blue-band-flux_41,blue-band-flux_42,blue-band-flux_43,blue-band-flux_44,red-band-flux_1,red-band-flux_2,red-band-flux_3,red-band-flux_4,red-band-flux_5,red-band-flux_6,red-band-flux_7,red-band-flux_8,red-band-flux_9,red-band-flux_10,red-band-flux_11,red-band-flux_12,red-band-flux_13,red-band-flux_14,red-band-flux_15,red-band-flux_16,red-band-flux_17,red-band-flux_18,red-band-flux_19,red-band-flux_20,red-band-flux_21,red-band-flux_22,red-band-flux_23,red-band-flux_24,red-band-flux_25,red-band-flux_26,red-band-flux_27,red-band-flux_28,red-band-flux_29,red-band-flux_30,red-band-flux_31,red-band-flux_32,red-band-flux_33,red-band-flux_34,red-band-flux_35,red-band-flux_36,red-band-flux_37,red-band-flux_38,red-band-flux_39,red-band-flux_40,red-band-flux_41,red-band-flux_42,red-band-flux_43,red-band-flux_44,red-band-flux_45,red-band-flux_46,red-band-flux_47,red-band-flux_48,red-band-flux_49
1.0,0.22379507920458352,0.5952883303997109,0.0,0.052939265995453066,0.08139894769421231,0.07179690598968663,0.07547169811320754,0.6853545809655376,0.5846441951373694,0.56913479759384,0.6246462225015215,0.7393833060483095,0.8755302573959285,0.8045733978008486,0.7848475422007587,0.803390318805474,0.8108201978498593,0.7903041056255297,0.7494217449424615,0.706560047425235,0.6722478815265477,0.6513100937768226,0.5988697984083498,0.6159192546187113,0.6068191559689582,0.6125437567728482,0.6065019227843526,0.6265715489770362,0.626768113122254,0.6474355239810347,0.6301154938144816,0.6517507770585124,0.5759204738893497,0.5701159412799588,0.4969772459865724,0.5092524869187105,0.530485627247363,0.5211411980334761,0.41237407160426165,0.4860612822701481,0.43507980447246064,0.32196921329927497,0.16280380718065723,0.2358727121458502,0.19013002618280955,0.158795382919525,0.16156281650357807,0.16235464418521345,0.14044117613973867,0.1439000546853221,0.18023322306149714,0.6432273750560168,0.6321883309640205,0.6040415467086093,0.5274078189819742,0.45684751828780945,0.22884418795807315,0.19293545687037372,0.1657529512627246,0.13620967681486823,0.14913204988257894,0.09681279689142708,0.07191113754450257,0.05369983899009337,0.054983017117313515,0.06091468336064498,0.06446333672002885,0.08084895063150566,0.06363913703719964,0.056620036432801696,0.032860096574996306,0.04243032391565549,0.055753466705421584,0.03701069098023663,0.043461972055457,0.03772871303000941,0.04781359775198232,0.02519974818077421,0.04008598315992282,0.07876102862553178,0.054179106852565245,0.0384044448327347,0.05471832750735125,0.04321206453401346,0.020916208005619205,0.025568100515504746,0.05300799065708594,0.0473456587696255,0.054543089861680896,0.032391207140810806,0.023560147151688728,0.04038463091227312,0.0371019432190194,0.037376570980424836,0.06023679118850763,0.033412890679697826,0.015910233477067874,0.03181286933930952,0.041825537984734096,0.018768233911363858
1.0,0.8761375126390294,0.8365952883303998,0.0,0.3744722312439103,0.3989476942123182,0.26259420864736216,0.2822641509433962,0.270808383935096,0.20509226805206945,0.19261760848581017,0.21792479378556637,0.2450152995887514,0.30677649138539526,0.35300338748228904,0.40512985315595135,0.4948902496569668,0.5744773170132118,0.7146534297254726,0.7580116241230462,0.8397602784964242,0.8777566401561854,0.8832064812068914,0.8899025307960547,0.8637828454112303,0.863073833720404,0.8717577313209061,0.9016591031460969,0.8737696641025566,0.900227314336416,0.8891326785336483,0.9138388755459391,0.8853353415569666,0.7786053581278032,0.8130640547223968,0.737548232834689,0.7552083384789096,0.6574164793880838,0.692537177330028,0.5024487519165102,0.6744149938599237,0.5435122743804511,0.42252463438565646,0.2849000557527883,0.2735446709445118,0.18499240435319225,0.25894354554254717,0.17572791053244474,0.22272391904018074,0.24432724177267773,0.20662807316161216,0.20936440229392012,0.830060701023557,0.87907547461073,0.8417772783216368,0.7217849593410737,0.712242318263227,0.30410821908108066,0.2429267144352334,0.2464877431345267,0.20294104927543882,0.18016361544887577,0.10037143953590805,0.09884177603185113,0.10729972420739162,0.13042568080723815,0.14002925416733247,0.11688568541638972,0.1781393025926266,0.2331426767779874,0.22406488386246856,0.22662887940180027,0.2275740828135145,0.22036231667513084,0.22465288861885066,0.2204170717745066,0.20864829505740498,0.2079437260483535,0.20013430991102904,0.129543098951156,0.18530389083046386,0.1970391112922032,0.19362028817407076,0.17190208111075825,0.14301066685229705,0.15412463754120365,0.12117739851051572,0.1454850138578024,0.1460800704764036,0.1408280112173318,0.1383178234786049,0.1554160380104168,0.13108578718152322,0.1033021162508478,0.10697980611658611,0.1240321191688403,0.09476000025376738,0.0862402806999561,0.10992228241822845,0.13169137562046634,0.1374012380421854
1.0,0.06841927873272646,0.5272535465746558,0.0,0.08281909710945112,0.10089755493655216,0.064260214200714,0.07283018867924529,0.7347282777301951,0.6393106258291178,0.5998352860127889,0.6324851336203633,0.7454419988619019,0.8830085674599563,0.8085143893880774,0.7949652776945244,0.8119963718508142,0.8423658236714768,0.792188858202414,0.7142667619524655,0.6873242680985056,0.6460600947604876,0.6416711484838062,0.6067620653687186,0.5960012685632884,0.5802262324886238,0.612528937106711,0.5959180248720753,0.6082461143600119,0.6309407608897,0.613178374504044,0.625291103572511,0.6476477429475346,0.5536414999429112,0.5578081798446266,0.4864220777450275,0.5009736436361838,0.5079972938986236,0.5313101518347867,0.41312768031985336,0.4833676933789768,0.3725267049213281,0.291796873201308,0.16011244697289384,0.2445180174008867,0.1965963563436967,0.17619449671624932,0.1476853528276565,0.14471079501183526,0.15299968882369253,0.16077014840716927,0.18066176514656673,0.628979091331563,0.6222629525796224,0.5907915163089248,0.4941154292252857,0.43454916744075855,0.25827720385706077,0.1617093359023073,0.15567436942310764,0.14306843689197019,0.1488350168054407,0.0888967752891538,0.06118302728805497,0.06977630815419875,0.05780194949798889,0.05509183049658378,0.03173679882441027,0.07855015526491771,0.0498648714216538,0.044338396542893094,0.03622758858579167,0.02286776219574954,0.039988399449744055,0.02498974526329148,0.022717721230104473,0.040817127160514666,0.04314520399930952,0.02980512994718404,0.029096583675562282,0.0635146686058598,0.031075944412407935,0.029386719137977815,0.07143636962124295,0.02875946185276123,0.013284441460482924,0.008196729101420733,0.04299699126953604,0.019510098909999704,0.0322908596195577,0.04809085777614465,0.03610559044287753,0.03227653662155605,0.026255316949692884,0.01669322314529165,0.049925198760962755,0.04026738443870018,0.013595444341530642,0.016330500899536086,0.047827066295486456,0.03372505029108945
0.0,0.2965958881024604,0.1131756559851726,0.0,0.4040272815849302,0.3766635716496441,0.29908766362554545,0.3090566037735849,0.207922885878285,0.1776195609858787,0.1771128791923501,0.2481955953998691,0.3116324229217353,0.39395470536164306,0.41005578516752433,0.49402801478620256,0.6024546744072072,0.6622721340002504,0.7310343144639219,0.7260510018302104,0.7117783909525814,0.6849461071754827,0.6723425466835042,0.6737398072250602,0.6928741151169122,0.6933252772697904,0.7232866903046096,0.73663042199403,0.7375051297986641,0.7837456524178921,0.8052082842270005,0.7943677492479073,0.8177614542619522,0.7788659606143997,0.8020296697205311,0.7470991317086244,0.7413092270453606,0.7156721759484675,0.6952839528727384,0.5052115721620575,0.5428610624725908,0.4420373135482264,0.3487114683253023,0.2287802774556531,0.279816703311301,0.21914549228075192,0.19806779126347052,0.1762595158409287,0.17710188662523396,0.18026809243395475,0.1719131661126145,0.19239781399786843,0.7612959834956525,0.7957664872297664,0.7875326228174855,0.6919240374394782,0.6642025945831386,0.3346452129627959,0.21298126949366958,0.20861399161848826,0.1718965835097473,0.22926347319237167,0.20009625618853477,0.15503253742778172,0.14882382397608582,0.19107973066096617,0.22994563775906818,0.20639028096656664,0.2483539726650102,0.34739622679292126,0.37452356176316637,0.30929214038194247,0.32334763582910053,0.35184288510623807,0.32878791541802455,0.3476319741044725,0.32792035282300136,0.3176976615181959,0.2822468947749882,0.2727518029645761,0.2953158650101813,0.2883692691071722,0.2884601973249037,0.29471870919832555,0.24633773241198,0.24872107595565546,0.22002638304433653,0.2258183775981367,0.24300177527638794,0.22588547968632772,0.2428973292315317,0.18578649435087263,0.20046736926817854,0.18936489151936833,0.20275846242352286,0.18811937864755823,0.1775889003268074,0.1330305530179049,0.16907067556668642,0.2133146994125536,0.18414054807051183
0.0,0.15082574991573972,0.12548521337731822,0.0,0.13316011692107826,0.1358712472918601,0.15668385561285206,0.13962264150943393,0.24271108769333163,0.2179470414689561,0.20588626544991354,0.2819673668735784,0.34048874813270114,0.4536554980162285,0.4669456343088943,0.5268229393276098,0.5935104203280878,0.6655055290477401,0.6827474435281277,0.6295437554302802,0.6060352056883436,0.5913243530289841,0.574613184307702,0.5794288253765736,0.5689693965743823,0.5889701245052551,0.6282239275437459,0.6420312190006086,0.6431688430881135,0.6999956091906541,0.7274934595888304,0.743271505636041,0.7773864110989696,0.7346430412176442,0.8083941861241906,0.7077253232666247,0.7466541496981575,0.7572554819337783,0.7351206380222621,0.6560479357958546,0.69636653375905,0.5491781349160082,0.4498368251607775,0.3172580682513735,0.318536140569085,0.27791671703760207,0.268406517498309,0.19558136669895276,0.21062530788291023,0.21689490012179008,0.1927588511323394,0.24375872072582827,0.6935571562167462,0.7216572684523456,0.7890284239809957,0.718909897524374,0.7143500784976095,0.4290321637458925,0.32591064626476385,0.27860905596796215,0.24516049826345393,0.2687018258289238,0.2368849174024652,0.21213118493845123,0.19907507385811232,0.23125919893058405,0.2694210330408023,0.27935765372766413,0.3686352147708853,0.377217347768799,0.38111619558606824,0.34496463247215126,0.3464654609949543,0.37567097133295957,0.33801263956038385,0.320466604552839,0.32971152560910943,0.31758520803150736,0.28971031461224483,0.2834758027801205,0.29993917225059213,0.29482102877034866,0.2711887017518207,0.2932604230883783,0.24913649144890468,0.22608394649046926,0.23126509746904506,0.2505324251470735,0.22871268933529887,0.22802111324417848,0.2196422074548738,0.20269096419352556,0.20741795014899247,0.21319126665623248,0.18486226653248108,0.20887444844082562,0.18837059244155419,0.15400267104885645,0.16486778339874164,0.18581305283736854,0.21242164761183172
0.5,0.6292551398719246,0.6839381258232599,0.0,0.4858720363754465,0.3980191891055401,0.29631098770329234,0.26867924528301884,0.2606818637874168,0.24555345177100366,0.23311931521874305,0.3020455953954424,0.41572605023716896,0.48855819382460774,0.5303176648813328,0.5963064052948763,0.6794827529992652,0.7556019863583172,0.8396760639265912,0.8058427888005155,0.8084615368051054,0.7986106979780173,0.7486877245558439,0.7155360174345977,0.718512815409356,0.7225732154130255,0.7577004729797163,0.7662933062428097,0.8190144861572819,0.7969135305863939,0.787470601998463,0.8317349928530547,0.8552082923135521,0.7574963585743594,0.7981943862975762,0.6882703341912189,0.7744274542550503,0.739768230589133,0.7261836958598402,0.6747887959081322,0.5840275148961646,0.4254809518615612,0.4305909830110377,0.32037002592386776,0.2800115788135236,0.2986722807408629,0.2604210290128155,0.22525182062319593,0.3059489883715347,0.28755920207992536,0.22984176753622668,0.2209903498280092,0.8150723710844184,0.8536679334523153,0.8248813098008321,0.7278256604818008,0.652060438499814,0.41518922367390143,0.2371535466211766,0.17102726843572946,0.18922136605263007,0.19396213847657112,0.11678690915835926,0.11786478874401246,0.09858772846702976,0.08183385922581676,0.11906212397899296,0.09151049103384928,0.18950061417297331,0.1612437353167508,0.12689501523307747,0.12179948613337971,0.1521681560591212,0.18808421304299078,0.18567192397409335,0.13874702609289635,0.1279247463468529,0.14331389157226268,0.12374968492294573,0.12857940053754008,0.17314069800751924,0.15070373619531693,0.12014110483039978,0.15531516694090552,0.12838421794014573,0.10776618165741987,0.07805199638052802,0.10847025369917124,0.1370464666860875,0.11818356216648945,0.08304680130326574,0.09992167463906948,0.1037479949455835,0.09422895900143417,0.09445929453787202,0.10672239789896447,0.10890801432120863,0.07521305290614876,0.07436021698868268,0.10521370820456709,0.08163276727185423
0.0,0.41666666666666674,0.2529345938195764,0.0,0.10425462812601494,0.11080160940885175,0.14716382387941293,0.13433962264150942,0.2288860860936698,0.21894167352713073,0.1975460772929674,0.2670297333858307,0.3465487312652826,0.4507052398551309,0.4828270002271275,0.5070023931861779,0.6404657497484145,0.7907952781525673,0.8221991857284907,0.834022055046691,0.840033344130468,0.8238659471158496,0.8194209519714062,0.7710463161039315,0.7958836043700894,0.7867768727054978,0.8064265280771776,0.7975779514331554,0.8583221218922183,0.8608814395762657,0.8718943449637518,0.8972481262177975,0.8431962175079708,0.7994773337507465,0.8416613398381798,0.7273795278906674,0.7848631401147069,0.722117059660572,0.7048698552522734,0.5625485793981656,0.6401244504923617,0.5097815589464046,0.3779024770823487,0.2268094263992375,0.2489900317251234,0.18562932080350897,0.18065210642692964,0.16773014205058268,0.16656226527967027,0.16101907701674673,0.16122373690894445,0.16599230067029458,0.7637074390120054,0.8242662850006847,0.8407072961713642,0.7654673669512131,0.7153776963289221,0.41052994895643535,0.21013023282347565,0.17330770432725096,0.13561370635030823,0.18575051319946834,0.12333263902908276,0.11061633034040386,0.0835322904879637,0.09162767754446421,0.12887679732099494,0.13295688594679866,0.18267930467322474,0.1738628423658164,0.17599630958269583,0.17556392768726226,0.20089687680040302,0.19764092781742598,0.1668885702368423,0.193370556365637,0.17306420728506758,0.16457081809057117,0.1721068785635722,0.14639557905442202,0.18708588463466047,0.17835613785953391,0.1609943871455186,0.17419424469490247,0.14521083378087704,0.12532333259286693,0.11757396508867192,0.13871524759100334,0.1365162701728116,0.13436249342137277,0.1413934966873737,0.10416448087724406,0.12451811843184181,0.09954975947598686,0.09420686644246998,0.14526421352003435,0.08384011597999638,0.10161847165296589,0.09269840084487727,0.10929389197847965,0.10200415442524609
0.75,0.543562521065049,0.4386620350402741,0.0,0.2143553101656382,0.2649334571340143,0.1729472431574772,0.19999999999999998,0.2925720521763732,0.2584648607788148,0.2405044794026717,0.3063500090363845,0.3744926627024504,0.4837610876806364,0.4899905151670518,0.5379895143345561,0.5996504186920255,0.692054556794738,0.7543111640967524,0.7456581685771682,0.7310499264962047,0.7117876999487024,0.6949927865758485,0.6852004785050347,0.693737528547464,0.6809915238206132,0.7074345394663932,0.7283741988066774,0.7582409310308441,0.7677225921364291,0.7968221145145997,0.7945757908411372,0.8017068892317045,0.7537986366542029,0.8280428129770507,0.7227734265368728,0.7160411457285353,0.6969057344229866,0.7262517440413288,0.5832832118545844,0.5979679590036123,0.534050535101389,0.4191028777270799,0.3033489134605116,0.3185659459097892,0.26693477969634033,0.2280108635275604,0.24553567882585525,0.21356504591932823,0.24261441578721277,0.1942001714564285,0.21454120768774354,0.8299630080478781,0.7862127082660333,0.7765811134816938,0.7412276956354549,0.667270392646831,0.44730401605027703,0.3125490213369655,0.22517722457705935,0.20811371239638538,0.2397466586557746,0.20244752285236028,0.1341503207593956,0.13779061976857535,0.16115279443330816,0.1833826393651412,0.1887383580221913,0.2656484865705843,0.24730691262639548,0.25702965741002237,0.22287178054498863,0.2374967143821099,0.22210268067818129,0.1991006770437533,0.207462817859568,0.20774655412288498,0.21525715450930835,0.19639231700511772,0.17600884341887624,0.20268365679896455,0.19044872405354193,0.16201855506426158,0.18553478784940525,0.1494136605222254,0.13165645443252993,0.13924810593540793,0.16486281393593227,0.13209895870430155,0.17057287705748436,0.17117030850244955,0.11787893018032092,0.12863636081786814,0.14875564024612217,0.12095138457552365,0.13931459161655682,0.11612143635413319,0.08379131514492134,0.10524875083130966,0.1355929219939882,0.09841534011902113
0.75,0.32760364004044495,0.191124529357595,0.0,0.05423838908736603,0.0683998761993191,0.04204680682268941,0.05471698113207547,0.22049198089462213,0.19294095406677272,0.1651678154733416,0.21195600596207276,0.2380412222262755,0.30510454921562374,0.31772154390748175,0.38984535961860406,0.47311472985048875,0.5816461168697402,0.6757278532220931,0.7124988301966652,0.7585041091423991,0.7910015214745892,0.7974365546238551,0.7883163720156089,0.8081160721153603,0.8027680684246541,0.7974943699836554,0.8102595275922794,0.8349213722436124,0.8522261029644225,0.8788286339827784,0.8912000750824648,0.8680474307575734,0.857298541423585,0.91328617511568,0.7866410394199104,0.8068719906154936,0.8191295804448177,0.8322715370139124,0.6831575757005777,0.7412419050209503,0.6134706848687644,0.5066834516228295,0.383235984695411,0.38319908073520764,0.33295595247761417,0.3203137860232297,0.2974937783660796,0.27106487789926914,0.2587694092284698,0.23076257398682984,0.253214048494693,0.846934575549833,0.8691818669312209,0.8750346908634663,0.845001175018963,0.7978317130632507,0.515067254178704,0.37804899985644536,0.3107818913710444,0.2722093406980412,0.2403085028483699,0.20256776365919893,0.15656747345174743,0.1367235736247124,0.15722363004641632,0.17742960999886576,0.18315991528193443,0.23342519462215128,0.23634874337246187,0.2272235146002116,0.20739982594183431,0.2305397697757952,0.21549359676185625,0.19917311009626695,0.21224669357395615,0.20277342095143022,0.2010070294510314,0.17673220708558296,0.1770171657953044,0.2067414309409903,0.18966703629429676,0.17825347186573243,0.19347443885690016,0.15957094848251238,0.1408927870213041,0.13687839061884866,0.15500175491136353,0.14412498990661354,0.15810322267629884,0.14048734266329047,0.12060243868034862,0.12786448017763696,0.1257288463730176,0.11120431235947412,0.13632562568421505,0.11620987350217574,0.09444651470802334,0.10209879670921765,0.11144945531223298,0.10678425684386829
0.5,0.4296427367711493,0.2968398475293459,0.0,0.30009743423189345,0.34818941504178275,0.21935739785799288,0.20490566037735847,0.47647681315587437,0.4258355934407479,0.43179630092256055,0.4762280092993887,0.5624112640718734,0.6574837904070162,0.6463365198272335,0.6470347640869137,0.6392905898795832,0.6625848142579942,0.6808240364395033,0.6400938527898213,0.6122254258298093,0.5978331626763459,0.6346052045420172,0.5708932923625318,0.5881197569136251,0.6310512326146844,0.6492559833376882,0.7096138965362007,0.7497725199372045,0.7781241499202244,0.8726477771044339,0.9050725350769012,0.832383816364551,0.7937530200737227,0.8727444966298454,0.7223086893689334,0.7332787618680771,0.6840378253089175,0.7524096259501183,0.6281954504936507,0.6379681938789336,0.5861169721732234,0.36265961874685815,0.2678251576873998,0.19747369135450638,0.18369634197422008,0.1933462558763257,0.14755820239439654,0.17532726984021474,0.18722219190379796,0.14651688332637816,0.18143623218480665,0.6855848569186345,0.772759316768497,0.8488850478711574,0.7824186505609545,0.7895141929743569,0.35930792776003884,0.2792334759293895,0.22172516280619425,0.21217251535632248,0.1783607580589946,0.1545347240387555,0.14580706459324688,0.09188383571754119,0.1320610253050291,0.11679566140917841,0.0777033502344116,0.09845467518671985,0.08042660653431127,0.11125424580010143,0.10000004072488672,0.16031752260183518,0.11059396259584975,0.0797262164561533,0.08379685530727742,0.1156308312025344,0.09215420380952172,0.0613611344555197,0.05820869982838944,0.12277844983204014,0.11917414421572028,0.09252189904496572,0.09984552757229084,0.08654300034831841,0.06646342383570071,0.057877408506191594,0.0792482673850049,0.0675090242351746,0.10556869575320854,0.08243300889719767,0.060258347513437616,0.11282968748093704,0.09523738732932256,0.05653898115349715,0.08167355937047627,0.06085583633655122,0.07655963982161032,0.08675603449756333,0.08283454640797157,0.0853972720500213
