col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60
0.537088631808315,0.281534612342756,0.36882529096848216,0.24697743173854925,0.04939240094137143,0.16223082704310032,0.2842212504865038,0.39670903661029977,0.7186346464413429,0.44040920217278934,0.6769862513033851,0.43643707592850023,0.4161305160437615,0.057219613255586554,0.15100337584396095,0.13574402536801666,0.27182185789679436,0.3410626669693213,0.23657835855476556,0.13381118611532805,0.29073710085460275,0.25502762485627406,0.2229109966380065,0.3360914683419942,0.18372227417439813,0.20958766562719838,0.232082699069092,0.04289600918737341,0.23590960817101073,0.30973403618800316,0.3098330812073108,0.18964322587140495,0.11483837681212827,0.30958649508556835,0.10660268495743985,0.23959180159294774,0.19392594323093093,0.11429785731297686,0.02008854344367325,0.08295166930878609,0.2261942688050824,0.14980430578891185,0.05047214459258138,0.14504869495266148,0.06423665182366854,0.02938689705782093,0.1426043450363942,0.06065683533059536,0.03877748502764007,0.146993430721731,0.023681239645957804,0.0661833736216128,0.11095312501772879,0.03679111175060226,0.04436007033806002,0.029320582693071723,0.08875279178463538,0.15893832646361414,0.09936359923351876,0.0700844019321202
0.7924467103019814,0.5885416407598449,0.4605198450300463,0.20292445348018895,0.36953641893992084,0.32962046204620465,0.7222463884246435,0.8961537404981575,0.8288117141538818,0.6749755382399883,0.6180571232007912,0.564675909896595,0.469595165037351,0.2366600367061411,0.5271474118529633,0.2521816752172008,0.34221071149335425,0.39736806877244446,0.47275423336113637,0.37611764111589957,0.361089989144106,0.5870298268359411,0.5839815608313637,0.5172886519772959,0.41597091612116877,0.5831768418318457,0.5575981383476363,0.44654163312373524,0.18362794176048727,0.19862886978142863,0.22900583063950747,0.1306500423438558,0.09512004946305863,0.1589151912621736,0.1313832574467502,0.2232798578273743,0.18537554024062608,0.22510532756256013,0.07810795167564791,0.2786085839674794,0.21053234760801373,0.3182778144582926,0.30024911131637144,0.2335389017990616,0.23098717543536101,0.12034194347622015,0.2453447845934972,0.1667144579658804,0.30505768409035916,0.33688627240537805,0.1878929950207512,0.2704952589550991,0.27131375602086755,0.30845384538787385,0.2864922675642399,0.2891601602636354,0.3233722417527936,0.25485794189244854,0.29982464357032534,0.3031778639138379
0.3485641098146195,0.3624832745559363,0.4244481494364549,0.1349143403968528,0.1864315211438552,0.24352187694016925,0.6205766310278775,0.8140248568591825,0.513824403045334,0.757284078238623,0.7943249450876269,0.6603164677976963,0.49266371274359666,0.4945014673590198,0.5467741935483872,0.3205451287736214,0.49970985633307263,0.3881574735322705,0.44256265639273934,0.3735307489225714,0.4594625615127474,0.5058458870695786,0.49507237232429585,0.4312928538452495,0.5059565212822964,0.49008926158241867,0.5866803283711604,0.5723808370612893,0.5070798409197683,0.6122101326898894,0.5722721530619798,0.4656086953946862,0.37777411028683805,0.5741805052490513,0.49931012816930964,0.44529025677085277,0.6201581489362783,0.5792543711965047,0.5442777960461631,0.4491104547348949,0.6153787112686555,0.4104258961502286,0.48919564916579844,0.4992619693314583,0.572394625299111,0.5188881128779229,0.4564821925610434,0.4415644391541597,0.44331147212888394,0.4638317127440123,0.504658925427351,0.5531069373174242,0.5895428075198547,0.5803482251658931,0.4071012775606839,0.5715721977215862,0.5858645213916277,0.5742942502720462,0.4030529016353149,0.5802785103632895
0.9137467876479344,0.0,0.32135074946124353,0.39511027207768745,0.12358831278400262,0.10713818906643136,0.33278768592077046,0.3827265627759312,0.5903578844157344,0.34095304967443907,0.2832152672521597,0.41935794347608146,0.30341661377941065,0.18956859940359905,0.16184358589647418,0.041503390136378826,0.12861610633307274,0.1354204862263042,0.35217327984536145,0.12724691394130172,0.2867558093379818,0.11879419341471298,0.20675318070950305,0.2899203437245308,0.14694923980540697,0.3184871678345286,0.09542071431431232,0.027178524703836804,0.07686002629736507,0.19463457288591224,0.1787102236201194,0.19097375075755033,0.10534674112830492,0.1709442458659882,0.08643012087176238,0.182735866877954,0.21147773269071574,0.15738360585728017,0.013149942995087704,0.06491351793421421,0.20170674566600275,0.07575313446311871,0.15316738790286438,0.19450946629126165,0.0,0.1344923036234463,0.07540427272440145,0.17558499657411847,0.20782884801684223,0.14755323059784403,0.0,0.11990257637102802,0.16804787233368015,0.005915028460267827,0.03288541048317346,0.12406295964639376,0.012589965841340797,0.11654793468834104,0.02685178957717578,0.18166865279108224
0.07821921339997817,0.3839664546037873,0.156001487327728,0.23820853952331478,0.3723560930122407,0.23904927621475003,0.6221143646451002,0.7540489523936599,0.8354878013611722,0.9999999999999998,0.919625485074226,0.8893150776958414,0.6993112041409265,0.4732727869181914,0.6285977744436111,0.6133085410812342,0.6774793539874902,0.5427790679401442,0.8078987435622458,0.6215134781603022,0.6699832140141462,0.6758311584622227,0.8569975609067024,0.6863772318526254,0.7405944963382471,0.6197065523671323,0.618554915231248,0.8191543302781279,0.8479385291427435,0.7689862858389107,0.7269533390827492,0.8205627291157932,0.7065263958202354,0.8036836103925609,0.8006796045416595,0.7884862765804191,0.7460272316826052,0.8740750474282006,0.9800642383692786,0.7841044031220734,0.8274581151904022,0.976884583342177,0.7782656979749013,0.7924735001304624,1.0,0.9157040939559005,0.9267544426767791,0.9426238080213746,0.9932940152095406,0.9496886973060351,0.8423519647458125,0.864653001081838,0.8799947913200858,0.9911080025912097,0.8998883951958586,0.829156324298473,0.8544595627139419,0.9416296612137232,0.8985846143687106,0.9331192618950097
0.190271043505019,0.05654567973696922,0.3135622698540259,0.3662231953024059,0.4430292624443095,0.3046474201875633,0.7292558590321818,0.6410510990153796,0.9723584035067483,0.8834579989142552,0.6264740344201147,0.7561443535509609,0.6342977251687055,0.44612147309250716,0.5948580895223807,0.6739732913970455,0.5552891663408914,0.5769761310261737,0.5204644450622922,0.621439035219487,0.5489328225802594,0.4922151200054173,0.5615117669771252,0.6482985252353417,0.696924547928509,0.5822249880811805,0.7340829294877922,0.6975342043301362,0.7456826740821206,0.7788127462996597,0.6453588991060684,0.7413274058515457,0.796707950641892,0.6569007970686574,0.6838124939408677,0.737009835186117,0.6443345200428636,0.6887354943619982,0.7284375341674287,0.6573622312040455,0.6996351369566455,0.8379396857611214,0.7352359461440179,0.7236948820139996,0.8547508434797049,0.812139734224893,0.8475410519754663,0.89990282534467,0.7109860005903879,0.8587380269504247,0.7517613678519635,0.730109273122936,0.8255669561986995,0.7521135367836316,0.7691826455729267,0.8491332337809041,0.7400661685220543,0.8831144029656319,0.8619618397995507,0.7934031537251319
0.8270444697643857,0.2553956655607563,0.21373139341017855,0.037533092793869516,0.2266174272139252,0.20335833088259325,0.5115692514328014,0.3700155796859731,0.4230087091936786,0.7387516538100207,0.4908646593641273,0.5261735766958984,0.25992873320950927,0.4260188022922129,0.1915635158789697,0.42166593621903115,0.3282593823299452,0.1772683091500642,0.2118997497716169,0.447234577682538,0.21477931928284144,0.22285955450630823,0.40518613389586294,0.19074665258191784,0.31223771447784554,0.2524148901310936,0.4477917799354337,0.26735852608496996,0.4068534278742437,0.38285662475377696,0.4766229694429913,0.34160338119143174,0.21967899083823814,0.3274431500840247,0.26043612662226234,0.24092028047827774,0.3126341396525193,0.3624479521693783,0.30072670195748097,0.3363809335742419,0.3521162834563807,0.2849689751680883,0.2776087205912442,0.29759638435619895,0.25963755434121344,0.24272543401887728,0.2860970596554746,0.2531276372141466,0.3452830016489238,0.35949204997111267,0.29461953934214336,0.3447620663189152,0.34638542375888215,0.2758890290157993,0.3224483057968434,0.3176714695109269,0.3366581655161403,0.18297482942174237,0.16101211475696503,0.37228541588068476
0.2690308468965974,0.4753657214200091,0.4885271857120581,0.9266689752497551,0.49501931587750336,0.5014826977747278,0.583091035356426,0.6368167208881598,0.37609946360595226,0.12806909756422635,0.044764781550875876,0.31350478784151803,0.36744318744213933,0.48978759497935653,0.7089991247811953,0.9558315501817525,0.882571222634871,0.7733902556849598,0.6063152877626403,0.3018023167706652,0.4017565505994654,0.20042131870866087,0.1607517869419044,0.14392887355804726,0.3850062517730869,0.6017225042797287,0.5386253645232006,0.6341794508198348,0.6016842398393258,0.683688851623306,0.7165328693881861,0.39427558447352473,0.2631193973261988,0.21450232354254015,0.20864358476465208,0.35465753485511853,0.29516970284861077,0.5452005124709477,0.46348463194099404,0.5817379807707019,0.7986829098116845,0.7118976611726204,0.7400691550990948,0.6475896492964924,0.4803541352123411,0.40858480472706993,0.24779124728241095,0.21261363602063665,0.3757573689620299,0.40019003542083287,0.5132094375477576,0.6595844112215123,0.7274086356896157,0.6942512339452914,0.6700595998767019,0.6001722447993403,0.4286662637173337,0.4426880563498395,0.3325373610691606,0.3568862796988953
0.4969602208933874,0.16958729811332018,0.2296402026284119,0.184031307365497,0.23303385089030648,0.3311317517890402,0.367129131466685,0.7466515448220111,0.7712178451955243,0.8839683638739624,0.5850022036613027,0.6186424802724393,0.6006352293172013,0.4584041399325576,0.48922543135783947,0.6486375003222564,0.49871420543393263,0.6478787984611175,0.6576107823277859,0.6245230999104026,0.5144713370922462,0.523278601045513,0.7662778871236593,0.7247122907524493,0.5497441501266115,0.7480643403581242,0.6148330812618119,0.7408909065625582,0.6563303047140413,0.7433664244630673,0.6510764353510899,0.5963317784222028,0.5981306745270254,0.7918969445256401,0.6694873759386285,0.741354891922531,0.7731370268609417,0.7099632072140142,0.7578264130927836,0.8605140474324862,0.783860020107316,0.7511053391086502,0.7573125938996703,0.7814995916575689,0.8856414463237754,0.8143067194974455,0.8223522581705659,0.7986249244734716,0.8036959314089492,0.6875327085102391,0.8278826570631713,0.7221563917001986,0.6869619413291997,0.7174889024727821,0.7151894026463631,0.7169574569045505,0.7251026230320957,0.7539492968668735,0.6988965629406075,0.7761468428104367
0.06743236387528184,0.20901706617058213,0.23564948643213257,0.15245584834843207,0.26033880493183936,0.265284449237003,0.6492860795042621,0.7003794850462487,0.6360090552543547,0.8647077754264145,0.5444906675839631,0.7359032561456453,0.6606559572399257,0.5220015190786227,0.2100993998499624,0.3284726339941736,0.46155443706020327,0.5809019107983681,0.5375329334975041,0.45663299896045745,0.38832058841814804,0.5499934647007227,0.5500390819968546,0.5774944866938153,0.4105366017673079,0.47844402263718827,0.4407219295686839,0.5152695621902501,0.5347914666232317,0.4906087055251582,0.5802891784295445,0.5207662559937777,0.4756086594000941,0.3137050494709249,0.15708829500416624,0.2478144089612247,0.14552038313281157,0.09608296444732801,0.06137834315742352,0.16628705962608314,0.0774074894180044,0.16755436061847365,0.2736073281855322,0.3094613930364193,0.2627864942236275,0.15916676821614167,0.25336297008248343,0.2717618050871367,0.3280264322065626,0.16099825472432217,0.16056215655927802,0.19014986907348597,0.17517610163680294,0.34005942503287057,0.23092020936338234,0.19431965795147005,0.2004879508345793,0.2591588294758456,0.16677723252335946,0.25244002979261454
