utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
0.0,0.42857142857142855,0.6907919317665934,0.40469882702752474,0.5292131514356496,0.7666233751038413,0.532950784563242,0.6501963300293581,0.1598201488852779,0.3804683665450386,0.5328042177062189,0.5244533199944221,0.6627876603739322,0.37403419171294494
0.08045977011494253,0.10714285714285714,0.7651935569837063,0.7440710489374434,0.6554264051003708,0.30313946965064387,0.33190225146366303,0.2799036825585031,0.5479697244232254,0.692115972488451,0.4772214935347988,0.5460748932098204,0.5437844406729943,0.5981922588366209
0.09195402298850575,0.8214285714285714,0.2679977796555922,0.38893560153462,0.6669749462341963,0.514481120136858,0.7024835579152358,0.6335275653858179,0.15014787864843238,0.4119684161736436,0.36535939158918695,0.36266315965883433,0.6564111160000279,0.39330705354987033
0.1149425287356322,0.3214285714285714,0.7430527191183973,0.529172412720777,0.44751970298155386,0.6609919618098213,0.5604920547563135,0.6627630761484393,0.31574320405336104,0.374040323924539,0.45363366844208386,0.272145769394619,0.5841934334862865,0.7225361390763934
0.04597701149425287,0.07142857142857142,0.18115526206893778,0.5017651798490018,0.5320497693158008,0.15129077212318948,0.38745234223443015,0.3893807178329388,0.5357281525474914,0.7769216969886819,0.39193456179209224,0.2704941836292158,0.5229101626612469,0.6787637653925696
0.2988505747126437,0.03571428571428571,0.6513590570098202,0.7766396637008455,0.5215316398976181,0.3623897927978358,0.6052903543919853,0.4409730822799459,0.5822881165005729,0.8506816420602883,0.6096122453598246,0.3491396018539722,0.30768886933322154,0.5016416116400894
0.3218390804597701,0.17857142857142855,0.688614440809341,0.5741688504662427,0.3759956586084044,0.39906630629365725,0.5078194844618875,0.3928046160905352,0.7307371882444864,0.5642471886988836,0.41026304577348727,0.524066969180207,0.5369678937847898,0.9859446024964045
0.06896551724137931,0.07142857142857142,0.4163182591857041,0.5921938185415049,0.35579442975764064,0.09007169895675349,0.46362134271007394,0.3118329956267334,0.5432721206804816,0.7541234996453148,0.5780060160171291,0.3989430362824352,0.4050816798318212,0.6378389514681335
0.1839080459770115,0.2857142857142857,0.731416333324852,0.4491881368750954,0.4922721509856507,0.49347824614363317,0.5505850916797199,0.5867055942891716,0.5986252318842664,0.43442786413964485,0.08738181242109766,0.4438851028499129,0.6236777226028593,0.5736100758999338
0.3218390804597701,0.07142857142857142,0.3744524467311522,0.38100893733182944,0.5240238317940056,0.18850612086043672,0.4742978028244775,0.4964335746683505,0.3907332575964567,0.6882740810284868,0.4365410558237979,0.2570678531815734,0.31716079647439255,0.7429965776793306
