LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
0.05194805194805195,0.039115646258503396,0.125,0.23809523809523808,0.01282051282051282,0.024390243902439025,0.050335570469798654,0.17073170731707318,0.02456140350877193,0.4,0.05714285714285714,0.29591836734693877,0.038125496425734706,0.0,0.0,0.07833537331701346,0.14285714285714285,0.02397947221715685,0.2945256642834276,0.01979940357032051,0.03295638126009693,0.05070803831736777,0.005,0.0197993975217711,0.03284291416380901,0.04081632653061224,0.02422145328719723,0.024390243902439025,0.03433922996878252,0.09547738693467336,0.048318804483188045,0.05242440508140991,0.052096569250317665,0.5074626865671641,0.08876404494382023,0.156163508622525,0.0905752753977968
0.28571428571428575,0.013605442176870748,0.16666666666666666,0.11904761904761904,0.1923076923076923,0.013937282229965157,0.013422818791946308,0.15447154471544716,0.014035087719298246,0.4,0.05714285714285714,1.0,0.016679904686258937,0.0,0.0,0.024479804161566705,0.14285714285714285,0.016398780837262615,0.07114146480276029,0.0007899634150505887,0.005492730210016156,0.010204081632653062,0.025,0.0007899618242994019,0.005425292358369181,0.1836734693877551,0.01384083044982699,0.013937282229965157,0.017689906347554633,0.035175879396984924,0.0112079701120797,0.009482912864555377,0.02287166454891995,0.22388059701492538,0.0696629213483146,0.5322546306152863,0.03059975520195838
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15447154471544716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006119951040391676,0.14285714285714285,0.005835308828509652,0.021342439440828087,2.530300221638772e-05,0.0006462035541195477,0.0014577259475218659,0.085,2.5295943482086566e-05,0.0005791962238603639,1.0,0.0,0.0,0.0,0.08040201005025126,0.00149439601494396,0.0014313830738951511,0.005082592121982211,0.1044776119402985,0.0056179775280898875,0.0,0.006119951040391676
0.012987012987012988,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,1.0,0.0007942811755361397,0.0,0.0,0.012239902080783353,0.42857142857142855,0.009332586552739209,0.021342439440828087,4.044323964981656e-05,0.0009693053311793214,0.002186588921282799,0.085,4.044245428358147e-05,0.0009258306758563934,1.0,0.0,0.0,0.001040582726326743,0.035175879396984924,0.00199252801992528,0.0023259974950796203,0.007623888182973317,0.11940298507462686,0.012359550561797753,0.0,0.012239902080783353
0.025974025974025976,0.0,0.25,0.0,0.01282051282051282,0.0,0.0,0.0975609756097561,0.0,0.0,0.0,1.0,0.004765687053216839,0.0,0.0,0.009791921664626682,0.14285714285714285,0.02102925469560007,0.009141678227154696,1.674711335288888e-05,0.0009693053311793214,0.0024989587671803417,0.195,1.674162330901488e-05,0.0008945926425814249,1.0,0.0,0.0,0.0062434963579604584,0.035175879396984924,0.00298879202988792,0.0021470746108427268,0.008894536213468869,0.029850746268656712,0.012359550561797753,0.11826697892271662,0.009791921664626682
0.012987012987012988,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,1.0,0.003177124702144559,0.0,0.0,0.017135862913096694,0.14285714285714285,0.026017922734258996,0.12638281222210365,0.003954540459178228,0.01518578352180937,0.028946272386505625,0.015,0.003954537994860011,0.015289401527755262,1.0,0.0,0.0,0.004162330905306972,0.025125628140703512,0.0224159402241594,0.03363750223653605,0.024142312579415504,0.20895522388059704,0.016853932584269666,0.0,0.017135862913096694
0.012987012987012988,0.006802721088435373,0.0,0.0,0.0,0.006968641114982578,0.006711409395973153,0.34146341463414637,0.007017543859649123,0.4,0.0,0.3163265306122449,0.007148530579825258,0.0,0.0,0.008567931456548347,0.14285714285714285,0.003920598119154922,0.0652011524917298,0.000158745852181933,0.0012924071082390954,0.0029154518950437317,0.025,0.00015874898459796065,0.0011893073289273343,0.3163265306122449,0.006920415224913495,0.006968641114982578,0.007284079084287202,0.16080402010050251,0.0024906600249066002,0.0032206119162640897,0.0038119440914866584,0.1492537313432836,0.008988764044943821,0.0,0.008567931456548347
0.0,0.006802721088435373,0.125,0.047619047619047616,0.0,0.005226480836236934,0.006711409395973153,0.1951219512195122,0.0035087719298245615,0.6000000000000001,0.028571428571428574,1.0,0.007148530579825258,0.02898550724637681,1.0,0.012239902080783353,0.14285714285714285,0.015083231302263788,0.03912780564151816,0.00021979380530558716,0.002584814216478191,0.005414410662224074,0.045,0.0002197867410804061,0.002744530516596282,1.0,0.006920415224913495,0.005226480836236934,0.007284079084287202,0.11055276381909548,0.005479452054794521,0.005367686527106817,0.017789072426937738,0.19402985074626866,0.01348314606741573,0.1774536938471365,0.014687882496940023
0.05194805194805195,0.047619047619047616,0.375,0.07142857142857142,0.0,0.04878048780487805,0.046979865771812075,0.22764227642276422,0.04912280701754386,0.4,0.15714285714285714,0.7959183673469388,0.05559968228752978,0.11594202898550725,0.57,0.059975520195838426,0.7142857142857142,0.035096517050042984,0.1377654465905453,0.006337525684370572,0.022617124394184167,0.03467305289462724,0.015,0.006337523152775726,0.022478565592598955,0.5918367346938775,0.04844290657439446,0.04878048780487805,0.05827263267429761,0.12562814070351758,0.039352428393524284,0.03131150474145643,0.06480304955527319,0.3582089552238806,0.06292134831460675,0.06142218437300404,0.06364749082007343
0.025974025974025976,0.020408163265306124,0.3333333333333333,0.047619047619047616,0.0,0.010452961672473868,0.02348993288590604,0.16260162601626016,0.010526315789473684,0.4,0.09999999999999999,1.0,0.025416997617156472,0.057971014492753624,0.57,0.0452876376988984,0.14285714285714285,0.0247479615494829,0.07412940632447622,0.001294692630468961,0.00840064620355412,0.01416076634735527,0.025,0.0012946949465904103,0.008531753191530614,0.6224489795918368,0.010380622837370242,0.010452961672473868,0.026014568158168577,0.09045226130653267,0.014445828144458281,0.013955984970477724,0.04066073697585769,0.3283582089552239,0.04606741573033708,0.05460932510112838,0.04773561811505508
