group,conc,age,at.risk
0.6666666666666666,0.5,0.16666666666666663,0.00024002897299963013
0.14285714285714285,0.044967880085653104,0.75,0.00016104672666748858
0.2857142857142857,0.07815845824411136,0.5,0.0003251756873381827
0.30952380952380953,0.08565310492505354,0.25,0.0003267168043397855
0.738095238095238,0.556745182012848,1.0,2.851066452965109e-05
0.5238095238095237,0.328693790149893,0.41666666666666663,0.00011173098261620022
0.9047619047619047,0.7419700214132763,0.9166666666666667,1.3870053014424855e-05
0.5714285714285714,0.3747323340471092,0.0,0.00025043151276044875
0.8809523809523808,0.7312633832976446,0.0,0.0002562107015164591
0.7619047619047619,0.5663811563169165,0.08333333333333331,0.0003209376155837751
0.5714285714285714,0.3747323340471092,1.0,1.4640611515226235e-05
0.5714285714285714,0.3747323340471092,0.6666666666666667,9.015534459376156e-05
0.14285714285714285,0.044967880085653104,0.25,0.00039645234866231044
0.9999999999999999,1.0,0.9166666666666667,2.3502034274442117e-05
0.619047619047619,0.4346895074946467,0.5833333333333334,0.00012405991862902234
0.16666666666666666,0.048179871520342615,0.9166666666666667,4.623351004808285e-05
0.14285714285714285,0.044967880085653104,1.0,4.045432129207249e-05
0.4285714285714285,0.13490364025695933,0.08333333333333331,0.0001895573911971397
0.5476190476190476,0.328693790149893,0.9166666666666667,1.9649241770435213e-05
0.5714285714285714,0.3747323340471092,0.5,0.00010903402786339539
0.07142857142857142,0.032119914346895075,1.0,2.5428430526445567e-05
0.3571428571428571,0.11777301927194861,0.08333333333333331,0.00022230612748119836
0.5238095238095237,0.328693790149893,0.5,0.0001009431636049809
0.8095238095238094,0.5824411134903641,0.8333333333333333,4.893046480088768e-05
0.738095238095238,0.556745182012848,0.5,0.00014717667365306373
0.3571428571428571,0.11777301927194861,1.0,1.0787819011219331e-05
0.7857142857142857,0.576017130620985,0.08333333333333331,0.00014409443964985823
0.5476190476190476,0.328693790149893,0.33333333333333337,0.00021074774996917764
0.619047619047619,0.4346895074946467,0.5,0.0001379299716434472
0.6666666666666666,0.5,1.0,8.86142275921588e-06
0.9047619047619047,0.7419700214132763,0.75,0.00013215078288743683
0.4285714285714285,0.13490364025695933,0.25,0.00019302490445074588
0.26190476190476186,0.069593147751606,0.16666666666666663,0.00017029342867710517
0.8095238095238094,0.5824411134903641,0.5,0.00011365737886820367
0.19047619047619047,0.05353319057815846,0.41666666666666663,0.0002415700900012329
0.738095238095238,0.556745182012848,0.5833333333333334,0.00011789545062261127
0.7857142857142857,0.576017130620985,0.5833333333333334,0.00011096042411539884
0.33333333333333326,0.10706638115631692,0.41666666666666663,0.00021729749722598942
0.09523809523809523,0.034261241970021415,1.0,1.0402539760818641e-05
0.9047619047619047,0.7419700214132763,0.33333333333333337,0.00040454321292072493
0.9523809523809523,0.7473233404710922,0.33333333333333337,0.00016374368142029345
0.47619047619047616,0.2740899357601713,0.6666666666666667,0.00010633707311059056
0.19047619047619047,0.05353319057815846,0.5833333333333334,0.00013754469239304646
0.6904761904761904,0.5396145610278373,0.33333333333333337,0.0002485051165084453
0.4999999999999999,0.27730192719486085,0.5833333333333334,0.00014640611515226237
0.6666666666666666,0.5,0.25,0.00021460054247318455
0.23809523809523805,0.06423982869379015,0.33333333333333337,0.0003625477746270497
0.23809523809523805,0.06423982869379015,0.9166666666666667,5.432437430649735e-05
0.45238095238095233,0.2740899357601713,1.0,4.4692393046480086e-05
0.16666666666666666,0.048179871520342615,1.0,4.0069042041671805e-05
0.33333333333333326,0.10706638115631692,0.25,0.00019302490445074588
0.23809523809523805,0.06423982869379015,0.5833333333333334,0.00023887313524842803
0.023809523809523808,0.010706638115631693,0.16666666666666663,0.00010286955985698435
0.6428571428571428,0.4796573875802998,0.33333333333333337,0.00015218530390827273
0.8095238095238094,0.5824411134903641,0.0,0.0002735482677844902
0.9761904761904762,0.7676659528907923,1.0,1.1943656762421402e-05
0.21428571428571427,0.059957173447537475,1.0,1.1558377512020713e-05
0.16666666666666666,0.048179871520342615,0.5833333333333334,0.00017221982492910862
0.9761904761904762,0.7676659528907923,0.08333333333333331,0.00022384724448280114
0.30952380952380953,0.08565310492505354,0.6666666666666667,0.00018262236468992725
0.8809523809523808,0.7312633832976446,0.33333333333333337,0.00012560103563062506
0.6666666666666666,0.5,0.6666666666666667,7.821168783134016e-05
0.0,0.0,0.16666666666666663,0.5404523948958204
0.9285714285714285,0.7430406852248395,1.0,3.082234003205523e-06
0.023809523809523808,0.010706638115631693,0.25,0.00011866600912341264
0.619047619047619,0.4346895074946467,0.08333333333333331,0.00011789545062261127
0.11904761904761904,0.034261241970021415,0.8333333333333333,2.6198989027246947e-05
0.619047619047619,0.4346895074946467,0.6666666666666667,0.00010595179386018987
0.023809523809523808,0.010706638115631693,0.9166666666666667,2.658426827764764e-05
0.23809523809523805,0.06423982869379015,0.0,0.0007258661077549007
0.8809523809523808,0.7312633832976446,0.75,3.583097028726421e-05
0.9999999999999999,1.0,0.16666666666666663,0.00035407163111823446
0.8333333333333333,0.6413276231263384,1.0,2.928122303045247e-05
0.9523809523809523,0.7473233404710922,0.8333333333333333,6.5497472568117376e-06
0.6904761904761904,0.5396145610278373,0.9166666666666667,5.509493280729873e-05
0.738095238095238,0.556745182012848,0.9166666666666667,2.658426827764764e-05
0.7857142857142857,0.576017130620985,0.6666666666666667,8.514671433855258e-05
0.8333333333333333,0.6413276231263384,0.0,0.0005170447540377265
0.4999999999999999,0.27730192719486085,0.16666666666666663,0.00015102946615707063
0.6904761904761904,0.5396145610278373,0.8333333333333333,6.241523856491185e-05
0.047619047619047616,0.011777301927194861,0.0,0.00025312846751325357
0.9285714285714285,0.7430406852248395,0.6666666666666667,0.00010941930711379608
0.9761904761904762,0.7676659528907923,0.75,6.125940081370978e-05
0.9999999999999999,1.0,0.8333333333333333,4.507767229688078e-05
0.8333333333333333,0.6413276231263384,0.9166666666666667,7.898224633214153e-05
0.9285714285714285,0.7430406852248395,0.25,0.00023540562199482186
0.9523809523809523,0.7473233404710922,0.16666666666666663,0.00010402539760818641
0.4285714285714285,0.13490364025695933,0.5,0.00020612439896436937
0.8809523809523808,0.7312633832976446,0.6666666666666667,5.8947725311305635e-05
0.5238095238095237,0.328693790149893,0.75,4.353655529527802e-05
0.45238095238095233,0.2740899357601713,0.5,0.0002889594378005178
0.6904761904761904,0.5396145610278373,0.5,0.0001737609419307114
0.21428571428571427,0.059957173447537475,0.25,0.00017607261743311553
0.09523809523809523,0.034261241970021415,0.25,0.0002696954752804833
0.6428571428571428,0.4796573875802998,0.8333333333333333,4.661878929848354e-05
0.5476190476190476,0.328693790149893,1.0,1.810812476883245e-05
0.8333333333333333,0.6413276231263384,0.25,0.0002839508075453088
0.8809523809523808,0.7312633832976446,0.25,0.00010364011835778572
0.21428571428571427,0.059957173447537475,0.5,0.0001687523116755024
0.2857142857142857,0.07815845824411136,0.25,0.0004623351004808285
0.0,0.0,1.0,0.037096227345580074
0.047619047619047616,0.011777301927194861,0.8333333333333333,3.2363457033658e-05
0.047619047619047616,0.011777301927194861,0.41666666666666663,0.00010903402786339539
0.11904761904761904,0.034261241970021415,0.33333333333333337,6.703858956972013e-05
0.023809523809523808,0.010706638115631693,0.5833333333333334,0.00010325483910738503
0.6904761904761904,0.5396145610278373,0.16666666666666663,0.0001444797189002589
0.38095238095238093,0.11777301927194861,0.25,0.00012328936012822092
0.6428571428571428,0.4796573875802998,0.75,7.435889532733325e-05
0.4285714285714285,0.13490364025695933,0.0,0.0004573264702256195
0.5714285714285714,0.3747323340471092,0.33333333333333337,0.0001448649981506596
0.3571428571428571,0.11777301927194861,0.33333333333333337,0.00021806805572679078
0.3571428571428571,0.11777301927194861,0.41666666666666663,0.00019726297620515347
0.0,0.0,0.41666666666666663,0.428353855874738
0.023809523809523808,0.010706638115631693,0.8333333333333333,3.698680803846628e-05
0.6666666666666666,0.5,0.5,0.0001687523116755024
0.16666666666666666,0.048179871520342615,0.16666666666666663,0.0002095919122179756
0.619047619047619,0.4346895074946467,0.75,7.705585008013808e-05
0.6428571428571428,0.4796573875802998,0.08333333333333331,0.0001726051041795093
0.4999999999999999,0.27730192719486085,0.25,0.00013715941314264578
0.5952380952380952,0.4261241970021413,0.8333333333333333,3.3519294784860065e-05
0.047619047619047616,0.011777301927194861,0.5,0.00011018986561459745
0.9285714285714285,0.7430406852248395,0.41666666666666663,0.0002485051165084453
0.09523809523809523,0.034261241970021415,0.33333333333333337,0.00028318024904450747
