att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76
0.49211544226670056,0.6333889475498088,0.4528586718171571,0.4705718525092548,0.23213536830778295,0.3832505366777378,0.8791878528939571,0.20155500779202118,0.5305579016821742,0.12482288028952676,0.179275383750597,0.3395970434254961,0.5138727417804633,0.6357757454317499,0.38396386682874206,0.3162601860269048,0.19380763285205901,0.23982157961011275,0.5947955776678961,0.42107195645222406,0.21372260955117994,0.3183375470575635,0.26845090727323984,0.1605109338826172,0.15063771761197248,0.203216028976242,0.5351280396192987,0.366217076073049,0.20959621437127404,0.47170075257432104,0.36106943404452446,0.0844155212744537,0.16043325461139574,0.4071567904327916,0.19632980611335493,0.20513982687344204,0.4497076760732617,0.27750636692060476,0.13909087938616366,0.0813402023554066,0.13745058840005836,0.3358607178113831,0.3032147500446884,0.45465880864873737,0.5020318648117151,0.3632538072550224,0.324457291563003,0.10222680622423232,0.33852222862696063,0.1242371875342531,0.27719375445453154,0.39267193634311426,0.11115080316103418,0.10823805583597058,0.5249562070639081,0.31439156307081834,0.31959086211766663,0.44913735878490757,0.28559784175297287,0.20254374614080564,0.39003333592346656,0.33950220293434724,0.012982685330421188,0.24336415271081857,0.09409579076501501,0.23357799851998112,0.3581072222533813,0.392937515251243,0.294399308108739,0.40467589801396264,0.4739003760272917,0.25714046889828057,0.40083273516893825,0.0841905244984207,0.32356263645079786,0.1819663875124059
0.915620583200418,0.6803071376122649,0.6710975795506942,0.38465131411936687,0.32879921845613513,0.24700755026025892,0.33302809568798974,0.5420275771063422,0.320062395114552,0.14580464013476682,0.5291052323610138,0.31222688976801305,0.443982555957715,0.3161532730595706,0.5043016755087858,0.2241672940463096,0.3467686459235245,0.2843614718477479,0.2669839314794983,0.23858179134918078,0.5161084267378075,0.2116456915291314,0.14941403527569697,0.12644385366963165,0.6141898636388134,0.17872698684346525,0.13327563307004422,0.14663353933143544,0.19535063894923813,0.180550237555143,0.28392966362591754,0.27944959636432354,0.10939990820656618,0.2585806637244416,0.42486791566418713,0.25846833646999723,0.04470967451705845,0.26290689631746583,0.3343133930188376,0.2565483016781008,0.07551502037192015,0.393655080159122,0.2394494756241698,0.2660939203663583,0.6324659816056465,0.5143694210106817,0.1536934248073115,0.5442118302134321,0.2908965358872948,0.4477855699610988,0.7615567297613033,0.4269293410776063,0.665704391018058,0.690946166378813,0.18181279078235535,0.33479777351635726,0.47889367347604306,0.12358722502980568,0.7746810581830105,0.6774284574049962,0.44841480312646925,0.6988945871222774,0.5594626148675282,0.08038487160833628,0.4307139142196989,0.2166271325545756,0.38428271909674616,0.6013981640936179,0.1550074011721216,0.6279715707524615,0.7522660963086263,0.4111209481372857,0.6915353785732411,0.6738568381921952,0.25798091991031535,0.4997478451668777
0.26094115158931414,0.7437803096025822,0.4444864924748484,0.520201383942029,0.6056634764938085,0.19102319689855032,0.6222059866027138,0.4704103541293347,0.5871396382761349,0.4118477655487727,0.5397473665098329,0.11488239970143432,0.6279177584320216,0.13052962231060056,0.34574098402384307,0.24976575946153035,0.17749877322833565,0.5078321605605975,0.12460817943320557,0.17908859202035252,0.4046632974107581,0.38961794837675656,0.5442040411494042,0.26805474332227225,0.5243782540737679,0.21864829265068814,0.7248296831105554,0.24732892360970554,0.4730365611183689,0.28209837871191046,0.3525655927551965,0.5211566923495952,0.2677812673478458,0.5532398332069847,0.10764457803322212,0.3378727737623711,0.5079786622257851,0.5468778532067318,0.31163014457031063,0.14571449357219865,0.5862748663808425,0.5913349587445603,0.5391910476781154,0.20112716318623342,0.23858018575478102,0.4111346503031202,0.32460231484870977,0.2708249592325674,0.24587690087734096,0.6842688709974293,0.2469981261736833,0.30428056967900535,0.6216849889596768,0.6088433021128123,0.11065537621746768,0.3117948545687787,0.48423484558264995,0.5112225855128928,0.3690124844312434,0.19895101341710744,0.6907070770555865,0.7436710403665635,0.07649506037760954,0.25253737180643754,0.6986620584874743,0.34128938826021793,0.03280196330069314,0.18574160245185786,0.5940920463738868,0.36287013799052076,0.10127510451727997,0.39742506362215646,0.6372546152892659,0.3368723333099834,0.470240055229255,0.24140490867523207
0.5332818533371735,0.17773288387009878,0.12651798640078074,0.339631105634172,0.2805621703922373,0.24957721642418515,0.4581501949183203,0.3639520059889844,0.35092072532116203,0.2825072083722851,0.17184581403601226,0.10546533618407658,0.25329877321323013,0.18455813307243704,0.2729890579972043,0.16574265251682366,0.3947875061855062,0.2196328876839207,0.12370159650963633,0.2214173898646738,0.24749450421536906,0.43174324665413194,0.2968673298485417,0.1990677999749244,0.16684019331309174,0.2162187300930748,0.18235981299158815,0.37230825633354464,0.3996962240820752,0.03081917901574801,0.16695466577297,0.1246684119843356,0.2451353532516854,0.176938148551391,0.19539442924806627,0.12045893219016843,0.25374811254814655,0.09231730305358209,0.1912414165243202,0.315927783614348,0.15498907040001458,0.2910935263558734,0.12629358094498078,0.3075308905716398,0.12499611105823177,0.16890554319284376,0.15666140438480622,0.04600790157047308,0.12710643244277767,0.06999493312762521,0.05376419476813052,0.07278339204134007,0.1927142820151831,0.01997886267570963,0.14531455702942916,0.4156081822886284,0.17417785506406924,0.2067598034426333,0.09194570572557911,0.22570375687070088,0.13319407915089979,0.3461443999526515,0.14959482859492818,0.19138447815606507,0.08861363521491673,0.28890070891823205,0.22921187540115961,0.14227216961622394,0.1404736473454995,0.09196653947954891,0.2896219424398665,0.3760582682680544,0.1618178688530349,0.5275728012948366,0.4788070692975176,0.4782379588820361
0.26196061107391666,0.6658898316396691,0.1891994637893425,0.24618136903373472,0.1415144800356527,0.0533184040337403,0.8298403665254929,0.309493194334277,0.8309627769303968,0.2214171114770414,0.6123251821867896,0.16973430422975058,0.5019831441936718,0.42521467560926574,0.3891568986907545,0.7694141010286109,0.22643916109586018,0.3769648497882922,0.14515557269951757,0.37786983524869705,0.28150306473179804,0.3189009549052942,0.5147397508898436,0.26324112567079,0.6592134887982608,0.3726489325960328,0.45959197444672456,0.0,0.5733206365168891,0.7232774288601336,0.5506863465654709,0.6529273197408959,0.4639782587515388,0.22264647096405826,0.49321717191299996,0.26925223640715074,0.42859808794738585,0.4147791436881536,0.22406742245496494,0.4853613200646881,0.5719401685979593,0.5993727472423857,0.2783776457392612,0.1456271174425294,0.7791804957875994,0.2589070679119658,0.1531175841610723,0.22051720236655556,0.26012079243516445,0.07450626947902211,0.16061503798997306,0.331665138356931,0.24425855192485113,0.47895418987064486,0.20188331606929386,0.5381017492805777,0.46632562290973073,0.48115954909892805,0.19789717444333813,0.12283406859141413,0.3371862995898934,0.13166830275161343,0.1744517871128905,0.12548294160662943,0.36668570822476937,0.2808915082455575,0.3236814317217611,0.23966546872895994,0.46030374928576073,0.2630774152031837,0.21363723846978444,0.4318627507384693,0.37167761986386433,0.21494411514146064,0.23598963116290295,0.22315475159439194
0.5866533525863503,0.7221459154353176,0.38011446094651535,0.4660326341056696,0.42999103206436345,0.8813711113683932,0.5175351118124967,0.5125150541345773,0.33959640724317375,0.1339041832314819,0.25421950323844805,0.536886617429561,0.6751696598631967,0.31749180215621076,0.6407890998971413,0.405544640796362,0.12832802520587638,0.3276185379672756,0.2663099158212482,0.12443056946809358,0.4781067804527223,0.39042197708298904,0.36096061537447127,0.2699722717795308,0.4952871489912146,0.33945074774294604,0.15691108229969977,0.14766449364131878,0.333133346612349,0.13938232873615333,0.2952133059267282,0.41382028080616146,0.2583610354553762,0.19556314430594873,0.36658018055872515,0.2117605522586836,0.1626323826718004,0.27022490590806053,0.3512672908679774,0.1956580855173281,0.3513969979251468,0.4381511200643115,0.420428721022083,0.0958832342858402,0.2764863117390683,0.3857046535830747,0.41877814812980024,0.41021605353233437,0.3979526005811686,0.1404073765389332,0.49197910831082137,0.5865310541596823,0.36586735204623705,0.6354878017985321,0.16239379224805395,0.6231125185755281,0.4165734816617824,0.27666694991924484,0.8326544084352934,0.17839631913390255,0.5251186838431905,0.5042976759802876,0.3145799213466055,0.6019027631441964,0.08460765058206948,0.40670727211800345,0.37367750975426745,0.36191808302987427,0.6602375879595358,0.23198403447109223,0.5003663300911578,0.21669309084017319,0.28947072864201817,0.6960444769144718,0.630739769245858,0.5632652504611965
0.7873187222832453,0.6039836275098042,0.6776949756450251,0.2654497242410048,0.18100968852004665,0.4487636777796952,0.3470861897463886,0.7070004135296911,0.40288595546447437,0.25576472391913546,0.24498959564767195,0.3868561131335145,0.18708619931149145,0.09973673774039099,0.36542237452381854,0.1803547433877598,0.2534661940003064,0.06291693877783934,0.31054214485674364,0.3538860691107919,0.23270539462458517,0.21116200332602772,0.2727790089749181,0.19902851801450042,0.3561620883562997,0.19769549634688494,0.20668440231677543,0.41148452010911196,0.18210669628188522,0.32139728693912356,0.1617714041358852,0.2652106462942398,0.39717393043225907,0.06257435932270296,0.26671546029264104,0.1943088808369775,0.40407925127013644,0.31761739888519275,0.06176753740897319,0.24163711510892982,0.2667368659998184,0.42858586799889586,0.3041100966762557,0.2800916135424994,0.44574265058213547,0.5786970549564288,0.41701928046880926,0.31100587272799096,0.4477227794621522,0.6485787733205386,0.42602949115905764,0.2925822063662792,0.5526910551077217,0.6770478764897476,0.3814325600218627,0.27316063147022995,0.6405249159358022,0.5734493564957298,0.42553266316116917,0.10557999107916567,0.680988284345966,0.42534281759964976,0.19160138610133998,0.06668082071152924,0.46649972069458645,0.22316585285375126,0.07496296075526734,0.123091700649989,0.32413945521319254,0.03869694299141612,0.2597566864550993,0.22979643619962647,0.12061531837261591,0.13131579403796279,0.35905430503678326,0.24228700496561834
0.50926812633888,0.825101162483221,0.4301274227103956,0.519518891202789,0.03823206151353542,0.3101309423985139,0.12240755765396871,0.19775376828329755,0.2256010348514435,0.1249405595932388,0.28916213061266205,0.1257328537634638,0.24016887222558078,0.045287192154302366,0.26261768156090437,0.3049107720155903,0.24994814015109218,0.15244930489597217,0.0733572475766934,0.270261826961137,0.35061741118078704,0.41405151225659703,0.20452297884956303,0.12940913066066548,0.37871917500583885,0.3282030930391791,0.4620183317664819,0.23100079609819238,0.28756234236578904,0.45662176147979167,0.3851467233949411,0.4222311024610007,0.32219081468570454,0.19920294624084506,0.33558740146734434,0.5102860371962902,0.46359059937690633,0.3551848976044438,0.35844875039436397,0.33022128848010535,0.4779050409242104,0.47075460454238327,0.45912967029363116,0.27423154968013735,0.322338772395189,0.334304406708433,0.24706847352470154,0.15475909964440682,0.1713480975076305,0.30374034450595927,0.4428431730396757,0.214321678051137,0.2674167321336771,0.1792241126013727,0.32819974097434956,0.3689209829525442,0.3608234266793951,0.28433108262967566,0.18218207608242645,0.07180140103917042,0.2662904472957915,0.3103648117584997,0.33380626467156266,0.22366767532618811,0.2937608544396972,0.18555880170048633,0.33896523952810437,0.2608043839750479,0.38576490915782846,0.4562760950915874,0.0695344523876185,0.19364632758336742,0.35261651408804695,0.7092480850387851,0.5162531639306311,0.8837356212861979
0.6638328703570681,0.7968974070471194,0.31518016942737404,0.5285341756467249,0.3342496679273169,0.518140045609676,0.5782583825459294,0.6401262210863589,0.40941408530579987,0.5174303371477722,0.09545649494322878,0.33177107811951695,0.578058203645911,0.10835195704514487,0.39013053572638917,0.18202661828929098,0.3819935906685109,0.5678829349203067,0.2898617711721751,0.22326283250739398,0.2245468876939919,0.6249027223423255,0.3198535427569771,0.19577809131753807,0.2851005192145308,0.3631467177354918,0.4484166774247456,0.4941114041268143,0.43563789015484095,0.09164936454909614,0.24154531649686461,0.5965502205516539,0.3039014808385396,0.16164808391172814,0.3142843715897719,0.498487732276125,0.41272598489598866,0.046004954775780676,0.5132164618865711,0.32367986084321904,0.5447962294704366,0.3668680035222384,0.19889394991302747,0.541813297990135,0.2707496880815673,0.4295717683199099,0.5078617701871931,0.5000762765074941,0.031116494665648305,0.365352147630048,0.6159130658462365,0.4374515043219704,0.35027941419535596,0.4785606104650308,0.4905024125297538,0.22503952659028753,0.4018503899405683,0.6593202409233692,0.47200525134008403,0.2926715070007757,0.49386655451962574,0.4000676612856812,0.3635667462364899,0.19603385557385275,0.40426987798684405,0.268136420554941,0.15221467150626058,0.21077623617270827,0.4496007785914844,0.43736310650873694,0.2710284444658366,0.17375949178866235,0.2685799842121401,0.3870516199430882,0.3807072439113418,0.4522781511216066
0.6518379681406181,0.1506866935217639,0.3777367658329389,0.30441618242175383,0.30943744780867527,0.3865926318206079,0.5957714313503991,0.7197987264380664,0.15669646695592687,0.2886217776193463,0.09483421789598083,0.45574713352631363,0.452887994317531,0.2927514142355111,0.11705470852665843,0.5543216103123023,0.10533558960010779,0.19795314911354106,0.3324128554559499,0.635397645005658,0.20477004446910818,0.18801087552577073,0.2601129640210581,0.28898158562566423,0.3136084870915003,0.4212782244797055,0.18923961898184488,0.2750497180514068,0.08782241486947116,0.5872718603648994,0.15208894537778028,0.3606003044501155,0.25357995930680327,0.2051809775988035,0.184534258632358,0.5072118698504976,0.2848660139803921,0.1463566470816305,0.21297737896369337,0.629932063196007,0.39444438008383276,0.2638500656178821,0.07371922131190593,0.46632987964376427,0.10225538380257843,0.4629099109749666,0.1370097408475971,0.47633609066482974,0.5336857965719409,0.08776273801374466,0.62715447832289,0.5632604895849335,0.2965937095687938,0.7052368611601959,0.4647280709733595,0.1845215468625929,0.7720242866354912,0.18846628080798072,0.26849127639181974,0.3573547696442409,0.03704496723818343,0.3614227253958333,0.26563100785805976,0.2575048284850048,0.37104486435978373,0.05526708264558417,0.5210040624642602,0.5064724287638983,0.24050214354563582,0.5181893926394538,0.5344983763929477,0.32631583343258963,0.5290354601221041,0.44749839590221296,0.1306218219567312,0.10649027902060193
