utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
0.10344827586206896,0.3214285714285714,0.7328803812885765,0.5718855788693519,0.4731591362694414,0.7875523516925277,0.642243021608174,0.6126487702471687,0.2637666153765035,0.47572068474726287,0.3595224577309363,0.35881756181932856,0.6758843701329087,0.49877305604837435
0.0,0.6785714285714285,0.26073378499084676,0.4212642076545215,0.6558721047437155,0.5028404314869451,0.5981687713697297,0.8035229769073655,0.29722505836053636,0.13649960797955119,0.42933738205841465,0.4674179612190775,0.5730257506233368,0.44967036543246164
0.21839080459770116,0.03571428571428571,0.5361090539966868,0.6957511692447661,0.3689848462121263,0.19441360254157813,0.36735639168146306,0.22366517913338668,0.5927321359237263,0.8081267068370005,0.5271473510927523,0.5153727965530344,0.5885864744623938,0.6290758159505337
0.3103448275862069,0.3214285714285714,0.7683392680898476,0.6354436153115945,0.5263483489049546,0.48983571991159414,0.7030090073488212,0.6618599986193958,0.34570145290172904,0.5457908113320773,0.22451335105142545,0.2524393192549826,0.7145375433891368,0.6047797012293059
0.5517241379310345,0.07142857142857142,0.542649896683009,0.5488973755732598,0.553342556242709,0.09714737544130614,0.4672422122666295,0.3956965756956824,0.4530790875144404,0.8412303523084586,0.33216207626389005,0.22746340221550443,0.495867468449026,0.6401471807846142
0.12643678160919541,0.2142857142857143,0.6685884876883377,0.5079280596018806,0.22259186046400534,0.5678713791041541,0.6031810858126163,0.5598715226033322,0.29561445136302417,0.2536622723344658,0.5873134262270403,0.42119658731976156,0.6315530691921414,0.6778202651773623
0.45977011494252873,0.2857142857142857,0.5296030297389556,0.44460524757768677,0.5030630504963842,0.5108207353653889,0.8204880454028156,0.5913054424227167,0.19066614897156037,0.4466756574879548,0.34334100505073867,0.5145668329339762,0.5234968326803137,0.3886341686175294
0.1839080459770115,0.10714285714285714,0.5382346521036357,0.3031101850976958,0.3868152204756231,0.2815965287925842,0.277068739245096,0.4172340002192724,0.590894318296208,0.675994416098973,0.5667040904783787,0.42874450057760727,0.4841508300682353,0.7116261797033289
0.13793103448275862,0.25,0.412282669395003,0.38427975279907084,0.4279667210932969,0.2695143031505543,0.7739210232069349,0.4501069968205499,0.2578974867819977,0.5549252065050807,0.19054951996827674,0.33627488732500677,0.6438787269260586,0.7307848767019746
0.3103448275862069,0.39285714285714285,0.7521071845149057,0.4615282490572085,0.7490371836750682,0.6752141331249427,0.43756863838868815,0.8343754187494162,0.3798319408293668,0.3614847421634611,0.3657746286236073,0.2943967618172817,0.7568629915980472,0.4539679498619524
0.12643678160919541,0.17857142857142855,0.4143637400884656,0.6809168808604269,0.399503090279735,0.19395112795150854,0.4974835703666442,0.43840840706706896,0.5308464794336033,0.615223506292816,0.3659182888298286,0.4646584953043024,0.4008381000272382,0.682100790493087
0.10344827586206896,0.7857142857142857,0.6878327001289621,0.41864883107418216,0.676155021310462,0.8635176519346033,0.5525293790980698,0.6981430874369083,0.34628913271689277,0.35074766176421035,0.39634768525032793,0.43036922088904184,0.5897640050006634,0.23753766127423703
0.6666666666666666,0.10714285714285714,0.3722381285898135,0.6433204438325951,0.3792464475397666,0.11260609665903681,0.5885307587141182,0.31239741908238555,0.41803208750964693,0.6699943632832099,0.4939096928328317,0.4450569483658767,0.4066433395492418,0.6753020775376087
0.05747126436781609,0.07142857142857142,0.7188010140197743,0.46313973566357003,0.24196618033017125,0.5013994320984462,0.26672410916398753,0.48698780601699765,0.697894227220217,0.4927911036400077,0.43537111071970813,0.40619542954662624,0.716945684134068,0.7636748480426634
0.1724137931034483,0.5,0.6373540136943558,0.5674362491991405,0.6185369968920451,0.6778584285840088,0.7181536553599578,0.6948564374728446,0.18584583231472035,0.4339561647378289,0.4475261417296492,0.1899976076952895,0.6740824550743464,0.4356110312103047
0.1724137931034483,0.6071428571428571,0.2524071586689183,0.6015936254980079,0.44509438991696515,0.6654849240057567,0.6738658634678169,0.3506978141788045,0.5833235067132593,0.1839755153407026,0.3372433180784562,0.6560032136200176,0.5306374449123836,0.24193103918872103
0.1954022988505747,0.2142857142857143,0.5244422020781245,0.44815075732295473,0.3222623389056139,0.24682595252214923,0.4422927027276055,0.5297483645931887,0.5292080702914912,0.42504031755022276,0.5729198543324868,0.4088525508748543,0.25739588353203285,0.750337245556757
0.09195402298850575,0.25,0.766578928690519,0.5589071712748724,0.31835757054044783,0.34320541076796035,0.44910175539955327,0.5197113725235413,0.45444714476768444,0.6391517788440086,0.3960160860072008,0.3160285694913346,0.7779467946166041,0.7455449468280546
0.08045977011494253,0.2857142857142857,0.6883030837075199,0.5252788505738877,0.3837091764445111,0.6875334462732,0.598934532985026,0.6714251489225197,0.20039498219224716,0.2950343165867904,0.5365689022884285,0.4953311678924563,0.5585126518183278,0.4888354661599672
0.06896551724137931,0.42857142857142855,0.5234328024415753,0.4914444094930196,0.6701316270950988,0.34926992443374577,0.7916225679286584,0.7394353329083238,0.13163740251273875,0.6752777608301909,0.3853291442279593,0.3510598421590614,0.8387663167599052,0.5491971718613855
0.4367816091954023,0.3214285714285714,0.4146737580199563,0.5072024520750181,0.4689185406274572,0.23098419642422774,0.6242812424513338,0.5812051049868233,0.361020434576281,0.47181140765846774,0.40620907283080476,0.27845659246257704,0.3494416158568525,0.8144283359753088
0.16091954022988508,0.6071428571428571,0.1900034952345624,0.5122529994103442,0.5681815359010346,0.48897358352531267,0.5814627167478914,0.6947711648644368,0.2738818025376648,0.2198774856418526,0.3308888138882029,0.4745526582087395,0.8592271320915484,0.3244774662229547
0.22988505747126436,0.3214285714285714,0.33230708247012647,0.4947391460875201,0.5548396866631189,0.7415302797694154,0.6291870973525816,0.4795918284477543,0.2901901570821171,0.49814461866563703,0.40673648290295955,0.4506411248693507,0.6139180477856698,0.26128132315735325
0.09195402298850575,0.4642857142857143,0.40524265096801926,0.3864055436415052,0.5652312240068255,0.3296914229129988,0.6455544736665164,0.6756871551027535,0.3461376589635553,0.37851054084252067,0.3084433826271516,0.28495803232297906,0.3920352560744791,0.7979964727001689
0.25287356321839083,0.42857142857142855,0.6092475067996374,0.28503976688064114,0.45057463247693397,0.28866727878350096,0.4882427576383165,0.6647852551478262,0.34698802111045607,0.42548105598744074,0.42249581073063025,0.25702307742495906,0.390315754185262,0.8742664581080655
0.1839080459770115,0.6785714285714285,0.46265455699575886,0.12393416427355719,0.4899514555222329,0.608960183462623,0.49645695174581195,0.5719574936350088,0.32414041041717606,0.2631235788689595,0.3475297824335056,0.4897840913016056,0.6714494241554396,0.6305428997344027
0.21839080459770116,0.3214285714285714,0.35999777697725155,0.6840979921004463,0.31399993694281575,0.43513070295521883,0.7568825159813827,0.2570148902216682,0.6101353197486303,0.3931805743623179,0.20408900241762423,0.45169655341811726,0.5314531956055621,0.7275265859726844
0.09195402298850575,0.14285714285714285,0.7074900466165193,0.3800150144942096,0.3273847797154592,0.6707969157686593,0.5062655486962131,0.6884025191964883,0.19009572565994154,0.36581563474075196,0.49003873905697903,0.42242856028032183,0.6790873090703375,0.6549348079406238
0.022988505747126436,0.39285714285714285,0.4451348611481243,0.5308289507834767,0.3645574675470469,0.343339041907834,0.5490622844349925,0.5324925183437623,0.5036943298005436,0.3717382851450202,0.5345645472194371,0.2589420384227164,0.340148483388159,0.8919265775743515
0.41379310344827586,0.14285714285714285,0.5827409736571805,0.4887118193891101,0.5597399942102039,0.3783331578269976,0.6970877400942821,0.5453313246896686,0.2153765033530346,0.4868648107693162,0.21613776423392217,0.44942194498210886,0.7038880857096961,0.39695507941673575
0.28735632183908044,0.25,0.36209324375176605,0.4503921669471418,0.5568517840883794,0.34789112202739997,0.5158070629368888,0.708095619018228,0.20222896504120003,0.48829630007366887,0.400339667830052,0.17501436022479988,0.7498522848701992,0.7431422362661011
0.1724137931034483,0.39285714285714285,0.6325507445117452,0.14027189550613717,0.6626139686949742,0.5861388175060488,0.4352570344231636,0.7307488965318412,0.4602606690729903,0.2920593321355689,0.16174368067288086,0.5041123334181941,0.6735907697250333,0.31516187786724337
0.05747126436781609,0.5,0.2816730522771922,0.3735662772705834,0.5273028053759116,0.4852627021940755,0.8686656572724942,0.34831667810402445,0.2636793741641382,0.46775278944631776,0.15849755039668917,0.5736055869909795,0.5960916602063122,0.41797846877394834
0.22988505747126436,0.5,0.5688517685752968,0.484404820426091,0.6421843964042118,0.7923741573386589,0.6030814745455859,0.7780443336351712,0.36575351002075585,0.43337974442634336,0.24868467273516243,0.3862152076379765,0.7559410815680851,0.24411591799027893
0.28735632183908044,0.17857142857142855,0.6279272589459926,0.5962193455737741,0.4655755544494009,0.25971550730876125,0.6164163103488636,0.5435438483934234,0.44393122324642775,0.7340507778031738,0.3872567493237639,0.3526244350258996,0.6163708871987205,0.7217133648970679
