T,N,p,k,Bin,Cost,SDratio,correl,cancor1,cancor2,fract1,fract2,skewness,kurtosis,Hc,Hx,MCx,EnAtr,NSRatio,DS_Name_Aust_Credit,DS_Name_BT,DS_Name_Belgian,DS_Name_CUT,DS_Name_Chromosone,DS_Name_Credit,DS_Name_DNA,DS_Name_Diabetes,DS_Name_Digits,DS_Name_Faults,DS_Name_German_Credit,DS_Name_Head,DS_Name_Heart,DS_Name_KlDigits,DS_Name_Letters,DS_Name_NewBelgian,DS_Name_SatImage,DS_Name_Segment,DS_Name_Shuttle,DS_Name_Technical,DS_Name_TseTse,DS_Name_Vehicle,Alg_Name_Ac2,Alg_Name_Alloc80,Alg_Name_BackProp,Alg_Name_Bayes,Alg_Name_BayesTree,Alg_Name_C4_5,Alg_Name_CART,Alg_Name_Cal5,Alg_Name_Cascade,Alg_Name_Castle,Alg_Name_Cn2,Alg_Name_Default,Alg_Name_Dipol92,Alg_Name_Discrim,Alg_Name_ITrule,Alg_Name_IndCART,Alg_Name_KNN,Alg_Name_Kohonen,Alg_Name_LVQ,Alg_Name_LogDisc,Alg_Name_NewId,Alg_Name_QuaDisc,Alg_Name_RBF,Alg_Name_Smart
0.03699949315762798,0.012645071886367574,0.10344827586206896,0.0,0.20930232558139533,1.0,0.003227867253959127,0.055571307059824215,0.0,0.7417211456144446,1.0,0.582985773205431,0.23233466964531627,0.04272854628669557,0.1289928966749466,0.18386209129168016,0.0,0.28644148491670496,0.49398647819712993,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.015205271160669031,0.005196604884808592,0.22413793103448276,0.011235955056179775,1.0,0.0,0.0550418614034498,1.0,0.784710743801653,0.2270604716320336,0.8782813419658622,0.9999999999999999,0.2627230161887566,0.0,0.28012376345491785,0.08166073162835868,0.013809597284369694,0.26068024214135,0.13739529592766048,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11708058793715154,0.11792828685258964,0.28735632183908044,1.0,0.0,0.0,0.409165798056555,0.2711058906125535,0.8514462809917356,0.6725426103198691,0.4791053560918187,0.8137077714444597,1.0,0.6735277208010826,1.0,0.0,0.12559790155840148,0.15916025212853036,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.08768373035985809,0.10679023038281656,0.1724137931034483,0.0449438202247191,0.0,0.0,0.0906828956659157,0.7826764956053304,0.8929752066115704,0.9660284847069809,0.24496762801648023,0.6032253579869317,0.08437127031245217,0.020003841219549547,0.4759009892360656,0.8431045645840077,0.7140873322018206,0.0066583088148307115,0.024471308502551303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.025240750126710593,0.008626364108782262,0.011494252873563218,0.0,0.0,0.0,0.0034968561917890773,0.1393535582648143,0.09566115702479339,0.7417211456144446,1.0,0.582985773205431,0.1344064632616213,0.030380782855607802,0.14027977513400444,0.6738264810618323,0.07197963277272026,0.042563630244511166,0.24223900942158552,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.025240750126710593,0.008626364108782262,0.011494252873563218,0.0,0.0,0.0,0.0034968561917890773,0.1393535582648143,0.09566115702479339,0.7417211456144446,1.0,0.582985773205431,0.1344064632616213,0.030380782855607802,0.14027977513400444,0.6738264810618323,0.07197963277272026,0.042563630244511166,0.24223900942158552,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.03699949315762798,0.04728910445175819,0.29310344827586204,0.0,0.0,0.0,0.012272620288490632,0.10774028919761838,0.050000000000000044,0.7417211456144446,1.0,0.582985773205431,0.14349542491660802,0.03632337545284965,0.021484289885388072,0.560505017805115,0.018052769634315687,0.04811120468854367,0.5607759282101988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.03699949315762798,0.04728910445175819,0.29310344827586204,0.0,0.0,0.0,0.012272620288490632,0.10774028919761838,0.050000000000000044,0.7417211456144446,1.0,0.582985773205431,0.14349542491660802,0.03632337545284965,0.021484289885388072,0.560505017805115,0.018052769634315687,0.04811120468854367,0.5607759282101988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.04642676127724278,0.05051099948033952,1.0,0.011235955056179775,0.0,0.0,0.1726236508523587,0.0,0.7613636363636365,0.8455521830492644,0.4410829899941142,0.9999999999999999,0.3638644918444165,0.1793874635649028,0.2578114786246568,0.0712204596956944,0.0023916062336059238,0.4147863071533179,0.2206794238790535,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,0.6882037069114846,0.05747126436781609,0.24719101123595505,0.0,0.0,0.0990215527386436,0.20258009639920613,1.0,0.9495680597711884,0.0,0.0,0.036692474829390705,0.02143927734860448,0.930622739355907,0.8536581417934606,1.0,0.01199435970720866,0.014291941173437087,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
