LOCATION,LANES,RIVER_A,RIVER_M,RIVER_O,RIVER_Y,ERECTED_CRAFTS,ERECTED_EMERGING,ERECTED_MATURE,ERECTED_MODERN,PURPOSE_AQUEDUCT,PURPOSE_HIGHWAY,PURPOSE_RR,PURPOSE_WALK,LENGTH_LONG,LENGTH_MEDIUM,LENGTH_SHORT,CLEAR-G_G,CLEAR-G_N,T-OR-D_DECK,T-OR-D_THROUGH,MATERIAL_IRON,MATERIAL_STEEL,MATERIAL_WOOD,SPAN_LONG,SPAN_MEDIUM,SPAN_SHORT,REL-L_F,REL-L_S,REL-L_S-F
0.13725490196078433,0.2,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.3137254901960784,0.2,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.7352941176470588,0.2,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True
0.43137254901960786,0.2,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.7058823529411764,0.2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False
0.5098039215686274,0.0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0.7843137254901961,0.2,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.6274509803921569,0.2,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.09803921568627451,0.2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.7450980392156862,0.0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
0.0,1.0000000000000002,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.5686274509803921,0.3260869565217392,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.43137254901960786,0.3260869565217392,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.5490196078431372,0.2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.8823529411764706,0.2,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True
0.7058823529411764,0.2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
0.8431372549019608,1.0000000000000002,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.11764705882352942,0.2,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.8039215686274509,0.6000000000000001,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
0.8235294117647058,0.2,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.19607843137254904,0.6000000000000001,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True
0.6274509803921569,0.2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.35294117647058826,0.3260869565217392,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False
0.6078431372549019,0.2,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.7549019607843137,0.6000000000000001,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True
0.588235294117647,0.2,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.8627450980392156,0.2,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.6470588235294117,0.6000000000000001,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False
0.5294117647058824,0.2,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.6666666666666666,0.2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.5686274509803921,0.6000000000000001,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
0.47058823529411764,0.2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True
0.09803921568627451,0.6000000000000001,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.5098039215686274,0.6000000000000001,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True
0.09803921568627451,0.2,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.5294117647058824,0.6000000000000001,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True
0.9803921568627451,0.3260869565217392,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.1568627450980392,0.2,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.0392156862745098,0.2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0.5294117647058824,0.2,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False
0.7843137254901961,0.2,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.588235294117647,0.2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.9019607843137254,0.2,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.5490196078431372,0.6000000000000001,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False
0.45098039215686275,0.6000000000000001,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.8627450980392156,0.2,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False
0.1764705882352941,0.3260869565217392,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.25490196078431376,0.3260869565217392,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.9215686274509803,0.2,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.0196078431372549,0.3260869565217392,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.21568627450980393,0.2,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.5686274509803921,0.2,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False
0.3137254901960784,0.2,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False
0.25490196078431376,0.6000000000000001,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
0.27450980392156865,0.2,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.29411764705882354,0.2,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False
0.35294117647058826,0.6000000000000001,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.5294117647058824,0.0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False
0.7450980392156862,0.0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.6470588235294117,0.2,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.49019607843137253,0.6000000000000001,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True
0.37254901960784315,0.2,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
0.5098039215686274,0.2,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
