X1,X2
0.34150064575785044,0.5935084243801154
0.5811277872419961,0.19890542378336215
0.7948318017267952,0.47948750370697474
0.6811471778854001,0.349605104545432
0.7700821266318068,0.7290940592694304
0.5016128585048916,0.6404071797159212
0.8324103716275728,0.18812205511030494
0.34307847564590366,0.6084864629470951
0.6659688933393461,0.3148368232196572
0.17106331877608977,0.49207145903060345
0.43274855288636327,0.32188299095279715
0.5919682360375581,0.33814123517428923
0.32334346072155673,0.5558572226124217
0.4886470088779421,0.12083634968719692
0.43118202659804394,0.6808032278360661
0.3365328781446753,0.5923363633478332
0.2202898013040659,0.5466403994173921
0.7258260577670944,0.39225513937673123
0.0,0.45370689703008965
0.7598204982096526,0.30588499632387695
0.7449090216381751,0.3125084664275235
0.14926180394176547,0.5374698520483316
0.7186397548841565,0.6814594648951944
0.33272017639828266,0.0065254595241804325
0.1158077207120225,0.5597970824928353
0.3941298306918576,0.3852706619017009
0.5689503201244213,0.6244755379174898
0.2621282336323104,0.5766772775585153
0.728924035555801,0.3657579819091493
0.800636306465071,0.4329717397978392
0.5409085883954062,0.6567747834834127
0.7820887251540456,0.31832995883465387
0.6679934995742399,0.9120179806423734
0.17073232065310417,0.5815645515239776
0.4011498952440113,0.6212925966844077
0.546942400084612,0.7258756658741561
0.6386391854117381,0.6098214716157047
0.6910023753558028,0.6929150017206795
0.710548947395609,0.40494048513394076
0.5945776720228361,0.8343613522149306
0.6092450157136042,0.26466274259326117
0.6166596921250089,0.4119959371370445
0.6675132164429173,0.36265541017857994
0.413365571754742,0.6612786914229271
0.5095399983328122,0.6911399785362116
0.6170669558323874,0.7743023013529116
0.2924554598865644,0.18063672189029345
0.6639802617324542,0.4759968821077777
0.6375706199852955,0.7957260184653412
0.4264034020474418,0.21647643788751475
0.6482599372444622,0.6678548837713635
0.7223309733286092,0.43336473073900317
0.8140990193042688,0.26764877792903535
0.6134963724646602,0.14565753659244446
0.6381356788772663,0.666420439098366
0.6077322807029834,0.4232889623236444
0.6609104389862639,0.4165270671520428
0.3783159345345376,0.5073210422126548
0.6047843039564837,0.8231154149586286
0.14647992265431115,0.5241933079267538
0.21573097793389823,0.5379914080353747
0.6047595726287907,0.8070690484994782
0.29803701259428217,0.5419826452364191
0.8446736341491465,0.675483343820905
0.732003930658047,0.29868704339921537
0.012327980993265708,0.5155764146182527
0.3698318191980884,0.5146146901523778
0.6960518628643599,0.2580104029387859
0.6257741599267486,0.6722920191596232
0.7094973838425205,1.0
0.7095479807906804,0.32820088601330133
0.3506059288675609,0.548621915650987
0.12299527760298473,0.5000747053581928
0.5524711264680754,0.45655420558300125
0.6114500570770867,0.1383405299350256
0.07634907286949172,0.5437188836497858
0.5025445545670594,0.6163793486376548
0.6588160707568705,0.20881799728415285
0.22816733444607673,0.6043350659310813
0.6100796444290771,0.25715627772407634
0.5880041387301239,0.7285262666584842
0.3789670961177801,0.6082259744780025
0.7556140788724185,0.28577800594531877
0.7457600033676963,0.5556584890524443
0.21734284323252145,0.5750307998603914
0.6641748090208409,0.4200617568131212
0.6652907417541253,0.6623835171299776
0.66413843247443,0.5239094108423124
0.6946951612134153,0.833642911220259
0.31247813252290046,0.6615870004898801
0.6941714958124199,0.4933065333509216
0.7685012852354536,0.7289942303577648
0.22689917652226366,0.5555415826024762
0.307896442063627,0.5645754203436564
0.6831204579824491,0.6923540908895902
0.6182699270915416,0.1529719802686147
0.7161031665553205,0.12556960793487948
0.7171720535561347,0.4845587477146966
0.6852410690833551,0.6075228520142041
0.5991640467245984,0.23051847316412086
0.6331235005528641,0.6998442818926494
0.5259123706875019,0.4337193635046698
0.3967518812954275,0.6840434110116049
0.5669502680991639,0.723354435375362
0.7097124562228272,0.8718137186909946
0.6105588025962038,0.5954456643419539
0.39743491686603943,0.584461813713224
0.548309549618314,0.6284620175402893
0.5587161901611386,0.7884922471187122
0.266722979041881,0.607055396858731
0.41685761703501545,0.20809388676582205
0.44448334617825563,0.5857087810795334
0.72963279287131,0.4049178434611024
0.5674580504764252,0.6255427232097422
0.7205580924677207,0.5919310094677537
0.7329874173553659,0.6860811172016867
0.7294833187795204,0.24200959675715555
0.5092453222062622,0.5848369505943991
0.5233088030347638,0.06883651892511716
0.6662147567599911,0.6431351521927771
0.6096260684818103,0.16935717569779823
0.3361310921563988,0.5878315338444511
0.1485026696911117,0.5304540098099308
0.7337146106603164,0.5383109051255375
0.6494653575044453,0.326792376914192
0.4269328996135241,0.6206454342987964
0.27630660119005496,0.5415890497838399
0.5758675501420192,0.45235403040546024
0.6587783665180655,0.9499812826344387
0.6468807540281202,0.371092487911839
0.7828068596617682,0.10424551126200204
0.7045315778388563,0.5318382263727196
0.6580808188540307,0.29250526903757634
0.36860264570615864,0.5377891141544849
0.6855112660961752,0.5553373779181776
0.6809942437914597,0.3799746819212976
0.5417347936361933,0.15700740294203108
0.31803718698906885,0.5475965957503339
0.5754724956032564,0.0
0.8768353231445106,0.2746990216793527
