att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64
0.2644202806740536,0.7747206523496606,0.32002159499785526,0.5976678140008003,0.4470026339474901,0.3382634644894734,0.5156734098238102,0.24842597843051206,0.5354746791041554,0.31153184157218344,0.39033185817783317,0.5498629576302574,0.4702014239459017,0.39035608281901757,0.21099952889477036,0.8966097893922478,0.3495266554126003,0.41744445066570596,0.5562264516540252,0.5067748045599167,0.4724395724727858,0.41335511653382695,0.3730021292303646,0.6764655878828996,0.6294179909033819,0.6538918925452669,0.4014131823783896,0.607475712925898,0.5802769939041766,0.3928649303551087,0.5847155630085802,0.4821435963028739,0.6431521370823603,0.8103941295877418,0.6482264287885371,0.32447778995920795,0.575840039311984,0.10091423871437155,0.7224865967251934,0.423236948850885,0.5333655298772455,0.4410916875468379,0.39970973691480194,0.8546699154208723,0.6181495520221721,0.663132705735863,0.37080874882114956,0.5723459364141149,0.4542450358235573,0.8111172050121773,0.279308467722565,0.6707099783996295,0.6189617997349446,0.15343594627821228,0.4342656934736993,0.3846332633390068,0.8708903304185267,0.5764415585679024,0.4417166633328654,0.5501108254633685,0.5918230059558799,0.5571519763672497,0.5328858023887985,0.46412812124163166
0.13327630886480651,0.09552894722111172,0.7034444791258205,0.34379421204924426,0.4288966904963889,0.3865135336014581,0.21984742658834422,0.32748609910717097,0.39961091580917407,0.5599105014083448,0.34571200346694103,0.49117039069431434,0.43218448326886083,0.5264844833330468,0.41923702464463686,0.6758580130736315,0.2331652242130075,0.4190469595980158,0.5666799923513289,0.5626592140675895,0.5523059528594695,0.5586838695829789,0.595315208974929,0.4421557196945586,0.40598435681148465,0.6371006175768216,0.44883311566260675,0.44772880028320333,0.45738517677695695,0.6011796518203262,0.31227724433992143,0.4282108976735543,0.7007625018159191,0.4864781393449511,0.5918030836948913,0.4299043087075569,0.3032608317564909,0.40877847335010703,0.6828248304343247,0.4143305389103321,0.628434918433388,0.649118775378816,0.46339628122003923,0.5121532611752582,0.614402619726536,0.6679925290230634,0.4173497381083914,0.36446202763869995,0.23098443323038895,0.6918784136498238,0.4150653572333272,0.5945269868001672,0.731813350875296,0.3258453911703415,0.4083079361960708,0.35583957894554186,0.6008188531857324,0.7972544868576297,0.6204022605480202,0.7130387332987804,0.5462476497911488,0.5786187525834773,0.5594150688996362,0.6675066653311872
0.581888053018113,0.7482338833090372,0.6550542012180448,0.5553216497659114,0.6222369773614622,0.5166690647210586,0.45063323904870534,0.5573363827013832,0.2771664089338516,0.21444009881088533,0.18716680737818006,0.5869307773216503,0.5016910143177125,0.5363296106344694,0.5238480730556025,0.3774800275452027,0.4276868080764571,0.38396519338387447,0.39715984447702213,0.4008448771836839,0.5911463697707677,0.6305202126469979,0.573312730203045,0.5209302475487253,0.4770648450704037,0.36915413710027545,0.5328090583499361,0.18893021460093684,0.8410522467613839,0.704027084441021,0.3613681945211393,0.3884393402284569,0.8377876449995743,0.5938144016284701,0.36954981346998894,0.33542230860640077,0.4409368203416998,0.48683118964240146,0.6237521673584302,0.4142312509564179,0.7227009800295994,0.844936529532038,0.5793916256357756,0.3080530536023979,0.4298573008000367,0.6660483636583591,0.39036045910307937,0.8368108224136164,0.8773134362461035,0.5962959773982194,0.689666501304192,0.39461564522662684,0.70580194364727,0.43016540487888744,0.6079265756381416,0.22505711003315854,0.504035649942762,0.44648077516555984,0.8336987499043789,0.28232242125830764,0.4208669196880637,0.5140114994193797,0.671707853742931,0.3980975687158663
0.2770604597935927,0.8166778841679816,0.34469895168325404,0.5839662710492722,0.28218204032376154,0.3609212627565633,0.6365538681605017,0.46845858364988835,0.4743542539777444,0.13909516912661768,0.3912935931741758,0.53669973898786,0.2843449654747651,0.6015861632870674,0.3223669450401274,0.6315445418656981,0.3810380612845278,0.6409030872801283,0.5589491745809165,0.5489171978135037,0.41766268029762627,0.4141798978992216,0.5610337330088363,0.5602190495605069,0.48333482058259397,0.6572021018761147,0.42450391687987316,0.4641393180007683,0.7737447814168064,0.603944358995863,0.5093239405134645,0.6156039098608247,0.45627363483120237,0.7002245608680087,0.45111329045439624,0.426510641754986,0.6087846359951962,0.329374993189048,0.5912372612851469,0.18354517007297272,0.6377406716067248,0.3354826346236417,0.39725113342758245,0.6309502972274035,0.5148691165565419,0.7144660184148368,0.4797711897462508,0.576933055815816,0.3759133760019438,0.8015595884639076,0.45054416127129604,0.8235928827322787,0.29543941983865024,0.3541344957512331,0.400103244907112,0.7080324241169784,0.33980251053481336,0.5274625629041036,0.48796095423510205,0.7006452587571036,0.17360380722641444,0.5296655032363159,0.7965072109920126,0.4748066826317165
0.1555322317509809,0.5604352392656172,0.1388892554027697,0.544619619285185,0.24401496819241875,0.5252671615519225,0.6775766433050179,0.6360197907127852,0.6016279238525746,0.39108848885965664,0.4678908155683329,0.7178880032933113,0.7055451554410037,0.5752003202083635,0.2799463423417814,0.3873206936666943,0.39733993336598056,0.6546934590276444,0.5448412008413538,0.5693690111073683,0.5739468756726563,0.3983914136682558,0.4953962769323768,0.7176469213730844,0.46888524150755606,0.3557316081088611,0.3415222017969335,0.700168931907728,0.5769375804196744,0.8136683442453299,0.6026787966744498,0.22154345929396504,0.5161389396893706,0.1718275621396494,0.35669757502812344,0.7758998187118868,0.33318394296867004,0.5709683211117081,0.16365056099472314,0.6233720702200312,0.6402615950885503,0.23996966360128374,0.20768394839045157,0.4700492860327302,0.4736377255816272,0.5116492063562316,0.6844074036813672,0.30171908414821813,0.47674305096739616,0.7361213413078219,0.3769098604229796,0.47929873816084884,0.44690502386295694,0.38410841934146034,0.6393313786613721,0.678075308076043,0.4625094010474341,0.5838404755715079,0.5882358996622241,0.4949975174637538,0.6312449975932071,0.6024996481462109,0.6245879990907088,0.4890977557526499
0.6828035861135451,0.5834204032255286,0.4839282746995881,0.486154312114805,0.24974926174746528,0.3201332729446645,0.4180908971236363,0.20710893786422185,0.15691238981506805,0.63051044499447,0.48726132113301707,0.6637871160260848,0.4851918269133706,0.0,0.5621855739556122,0.5985341853014589,0.7530397409719807,0.3983268458277412,0.6832317674804003,0.5762876010838578,0.6984742963933916,0.4579275823449257,0.492971163725518,0.45565942490828615,0.4381091413692252,0.8205743843788346,0.37223652742186214,0.47771392097636606,0.5359350367351795,0.44769911713385646,0.4813751566209674,0.6606426767878131,0.4987003934022926,0.47312685626643575,0.6419082457159445,0.367061904242445,0.5362766251128219,0.427005268582155,0.7516795054214115,0.19050564830658506,0.7931734539373396,0.6135381023934692,0.7398853775654461,0.6661773644440218,0.38560855894463847,0.5265883571374826,0.37437233379751955,0.43811951191290577,0.19582620860744943,0.628663154071345,0.4182688353287358,0.4240652216321501,0.5772630466284407,0.5067843924105436,0.3218799774142234,0.6080212104763537,0.33723183186450667,0.5137681010594859,0.2751988788488322,0.6983718460896328,0.08227650278642451,0.5991579814480676,0.32609943551060006,0.5616384720781548
0.8634094386208699,0.2977996325827054,0.5692233277655294,0.5662178759506755,0.3258878917965649,0.512401742650978,0.4443582803202393,0.4283032152680619,0.18230404740383008,0.6905364654053414,0.2703594521228274,0.4905802791699996,0.5493773455527371,0.351794192733758,0.6916448608088406,0.5396007668907951,0.5507530317997562,0.44738793837105684,0.6662897571546944,0.6123484037549957,0.8602689699706905,0.3734630410642056,0.7408915380772785,0.6626924418796718,0.5570109431466385,0.6954408238979735,0.3440288370441865,0.3453173829819923,0.5374538591368744,0.7070008850645559,0.097878731923768,0.32452144092660024,0.6439965273999663,0.5325306476774724,0.6278244293783637,0.3095272921702815,0.46869769200934464,0.8495809584932386,0.5539770736004742,0.5734034160441256,0.4721534068898651,0.7257676074871674,0.4233347958205365,0.39834277774947335,0.4804304006040044,0.7462843544701196,0.41034105623830347,0.6740517731593875,0.7022885428299667,0.4387183078957181,0.6490455648214261,0.4760806953613983,0.7292018654567773,0.48529433950341244,0.5672439646400173,0.3306162493671787,0.36541391239358983,0.5521458872566055,0.530267336550703,0.5078525258802971,0.5668583533954683,0.5946532675926485,0.5400254740374788,0.17375582847965665
0.6709590857090668,0.5779839199970102,0.85902711318503,0.331310945968555,0.37827173881472964,0.5982238219922225,0.48394975237475274,0.764633291080264,0.2817877349907124,0.5911301986228422,0.05759396975284753,0.3829210837336422,0.39664478999681696,0.374476401731509,0.5768893591083444,0.3989928813986934,0.2974649473533493,0.2660477261989002,0.39839163745299255,0.5316632629363547,0.599603291859768,0.5918354775063834,0.44217841166711935,0.5077053297547557,0.49816292966046266,0.629674673846351,0.6448869487836182,0.17420220537134334,0.48360546887368794,0.5656147127529905,0.3757286203619871,0.5086225479822365,0.4647659301938344,0.4750115451372328,0.7353951814034045,0.3802895745853345,0.7671796406065932,0.30376348608169396,0.8195871533559513,0.408778154585847,0.602568693486705,0.4459642440382997,0.4483039210906904,0.15980826734772596,0.4367812510139945,0.5094279775103528,0.40270122235694805,0.5583226534163321,0.5655684606553946,0.40787685753440117,0.5663642884543326,0.3074502934659702,0.430799900844991,0.4828247517816698,0.60313440557736,0.45370416260068125,0.3572512258309012,0.5463891923034725,0.38831182868793124,0.41293521784398896,0.6144616170829736,0.7334996174359854,0.4749434729720116,0.4067711196696569
0.3578348169994797,0.4467002053271097,0.8409974134657292,0.8079331884538077,0.41807131369089895,0.5336321126178935,0.46335183138463,0.5466150157575774,0.44888588572784044,0.7350920655253954,0.5954789743804179,0.4931626378481744,0.11330766449479501,0.34720814583519155,0.6338838545290826,0.35765652317870905,0.5440577446706621,0.6232263179630786,0.8224033144241188,0.5033243957183898,0.6454291126580654,0.5787299717843221,0.3801957139723367,0.7390603735912573,0.4093430001193141,0.8424334124743722,0.44749359927920557,0.45576441688246955,0.4379870637667448,0.7353058520924408,0.3657365004639064,0.6012129571077538,0.16085572514479346,0.4703763895197824,0.7296930757494446,0.35152420708259013,0.5505277219658324,0.2826041991013458,0.4628318024253293,0.11817656158074502,0.7152187619684367,0.7982714633984735,0.3617621548936446,0.538634823102059,0.6968676769811177,0.7045286158775962,0.45540618055960036,0.9186162840265178,0.13778493106477768,0.5254620953726067,0.6576133250441194,0.6795901167108231,0.6440691465873646,0.4626210136410849,0.5215877043499987,0.3600596150263837,0.5687742576296095,0.5609159799528385,0.37018772289064894,0.6452601904386235,0.42751242072630924,0.29319791492347824,0.5267985833103408,0.5173621036607711
0.5423957337623282,0.14828546375030294,0.6635643442835312,0.48818535181643813,0.870427167314057,0.4423725664178178,0.6132083627762595,0.5297474656775049,0.4787602042240028,0.44899461218627235,0.31910358925772825,0.548573149873618,0.25691509978538973,0.7851649757004009,0.355521339371275,0.38224845184610073,0.4130693761453098,0.6225625411085014,0.5496680221811461,0.7685952230974271,0.5774943223622676,0.5133775559904469,0.4476919111317713,0.41919983176065534,0.42554726595124964,0.5036426898790063,0.32385363672773215,0.5122905505782922,0.37091439268693105,0.47959759281982217,0.2740283543516102,0.45404359951038037,0.5112715003381634,0.22743490682339518,0.7374059188625943,0.5742578985981408,0.4464236489571728,0.5970533943721592,0.5203347839505885,0.6534840311313173,0.2679991251522867,0.4010228992048783,0.5433146053722029,0.30543434602162073,0.3566211763998268,0.39703196852275585,0.5756865278344039,0.21523965294003028,0.3798084335262934,0.5803203494651276,0.7116181940589957,0.3441424587076669,0.8551017645684815,0.7048654806231581,0.33231172895949745,0.22633609607815736,0.42085678151258943,0.6577380357219103,0.3388880320201115,0.4227190193236493,0.699090028316089,0.7315919704748278,0.6316055064179652,0.4106506775344044
