att1,att2,att3,att4,att5,att6
0.0,0.5,0.2,0.42063323416914555,0.3852456911774187,0.365124930899209
0.0,0.3333333333333333,0.0,0.3960293849796611,0.42141886491877356,0.2769493622154844
0.0,0.5,0.2,0.5155272903891689,0.4873139840796288,0.38753973048229284
1.0,0.0,0.4,0.23202902070305387,0.062369688525471645,0.027100193454743488
0.0,0.5,0.2,0.7027502883856475,0.5693674912157729,0.6466316339207513
0.0,0.3333333333333333,0.0,0.45629439621152323,0.4508749700033423,0.30378402120341014
0.0,0.5,0.2,0.5376874506708761,0.5877056710464501,0.4740165450324385
0.0,0.3333333333333333,0.0,0.3365308724424746,0.3142570048009983,0.20769654646300545
0.0,0.6666666666666666,0.2,0.5928601784955375,0.6375135119610389,0.5055437599430538
0.5,0.16666666666666666,0.2,0.32278701961022394,0.2653751726205096,0.16195421921830966
0.0,0.3333333333333333,0.0,0.3406745188513144,0.3831756613245416,0.23147301250079505
0.5,0.16666666666666666,0.2,0.289144557100358,0.20463079382975513,0.1516792466532627
0.0,0.5,0.2,0.34876449517333474,0.15764771926616428,0.13829780699925384
0.0,0.5,0.2,0.4122852285835711,0.3397082201186794,0.2622675195080613
0.5,0.0,0.0,0.22418189545261358,0.13845662531506786,0.010258706059175351
0.0,0.3333333333333333,0.0,0.5245279582296155,0.5452380466166622,0.45761328121794365
0.5,0.0,0.0,0.2831795276546657,0.08895379265509196,0.022334825695338914
0.0,0.3333333333333333,0.0,0.18087851375144193,0.20868854792683078,0.08051248950029699
0.5,0.16666666666666666,0.2,0.2603363487341387,0.29119552703911245,0.14551226471570627
0.5,0.0,0.0,0.28147957015360336,0.13000305806446666,0.016868617608084807
0.5,0.0,0.0,0.2158946026349341,0.10313723452264822,0.009123565423932875
0.0,0.3333333333333333,0.0,0.634721631959201,0.6294740863030253,0.47088047987087656
0.0,0.3333333333333333,0.0,0.3542286442838928,0.3430617710444872,0.2166670850101331
0.5,0.0,0.0,0.24049845182441865,0.10216170962678739,0.01600123053179346
0.0,0.5,0.2,0.5356839293303383,0.45217172128611294,0.440018943626979
0.0,0.3333333333333333,0.0,0.3548661283467912,0.3185334847110446,0.23084138107920943
0.0,0.5,0.2,0.2819880395847246,0.1355100675716192,0.10234576482696806
