region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean
0.05928853754940711,0.44166666666666665,0.0,0.0,0.0,0.009505718255299054,0.0001531201410078268,0.011180129778946474,0.00015228048155922473,0.0410535818856139,0.05024316065085953,0.04933719489160906,0.023382600521900165,0.8843284064518546,0.1811761205534685,0.44781762973993944,0.04933719489160906,0.553571,0.3130093038716327
0.6996047430830039,0.5291666666666667,0.0,0.0,0.0,0.0038022804580079526,0.00017357051097186902,0.0012422465799983007,9.816061110990892e-05,0.009553344859317924,0.007293360853614955,0.020618534154245836,0.0,0.8152986142862493,0.18705841743925528,0.5085387221717479,0.020618534154245836,1.0,0.216423297619807
0.3241106719367589,0.44166666666666665,0.0,0.0,0.0,0.0627375762262937,0.0013899112449305146,0.01614907137842056,0.0003539222263097531,0.11928766626697529,0.10615924324087785,0.15242993193672166,0.09664833468952551,0.7052239764562824,0.3188235617993232,0.4079695195677271,0.15242993193672166,0.402203,0.17443332337249395
0.41106719367588934,0.22499999999999998,0.0,0.0,0.0,0.032319366782788427,0.0006167257224331917,0.03354038933683942,0.0008834404506863446,0.8574774825018824,0.8144277264406212,0.9278343683104797,0.8230660231768567,0.26306010905105637,0.6717645514186125,0.2884250182732309,0.9278343683104797,0.202365,0.12426259010922219
0.5019762845849802,0.5375000000000001,0.0,0.0,0.0,0.2680609262820732,0.007091189229196203,0.014906847158681819,0.00021505918504252235,0.19287457126125876,0.18152372894953725,0.2223859923519938,0.17225230786497936,0.6940300650199251,0.3188235617993232,0.4193547670931559,0.2223859923519938,0.266206,0.16624920677023697
0.383399209486166,0.45,0.0,0.6666666666666667,0.0,0.04942954329242835,0.0005228492373840144,0.0571429849157689,0.004028752173003542,0.15052982348512314,0.15559145509842393,0.18114839385243456,0.11301593759645333,0.820895603586498,0.3141170889962772,0.29791343611883403,0.18114839385243456,0.408211,0.24598012980428624
0.8023715415019762,0.625,0.0,0.0,0.0,0.04372634503904565,0.0005116454475969983,0.2062112328999915,0.05272647926539857,0.3072564903376928,0.2771477124373683,0.3615611475985658,0.2782534582900755,0.5279857020978216,0.4647051598612517,0.35294147784328056,0.3615611475985658,0.308104,0.13529226109934084
0.6245059288537549,0.8291666666666667,0.0,0.0,0.0,0.05133083751394488,0.0013780832857727702,0.03478272535787595,0.0015602057230240996,0.09036976102172277,0.06888170898031523,0.07952866014089827,0.12236875333202392,0.65671585152628,0.10117603584754628,0.8083479633032536,0.11561081324682382,0.460437,0.9187917389946715
0.9090909090909091,0.3333333333333333,0.0,0.0,0.0,0.017110279171314958,0.0002812160311701512,0.012422353998685217,0.00012416452071296159,0.0418281698781406,0.03322534297029414,0.06480114521270602,0.02572090967760038,0.7611942052794709,0.251764000830118,0.4592028772653683,0.06480114521270602,0.620651,0.18622348765919156
0.19762845849802368,0.9416666666666667,0.0,0.33333333333333337,0.0,0.0874526900780913,0.0025568457968898417,0.052173864434218356,0.0008867080709499183,0.09863152170882017,0.08103726178060114,0.08615604848597312,0.12860419764864334,0.6809703337671578,0.09529373896175952,0.7931692271960324,0.12150189874676086,0.397985,0.910344051867993
0.2411067193675889,0.8875000000000001,0.0,0.0,0.0,0.03231943522390511,0.0010925989041239547,0.052173864434218356,0.0011779230053450477,0.10198823234154096,0.09643427587866767,0.07584648317637467,0.13483964196526277,0.7630598571855305,0.030587732041285676,0.8140416971220515,0.1273929842466979,0.408965,0.8233422757048413
0.8537549407114624,0.2875,0.0,0.0,0.0,0.019011402290039763,0.0005886048251619916,0.06211188179472387,0.0005194160120606205,0.11050932768188285,0.08671003785254283,0.15390253762699732,0.08729481747523779,0.6343283644742669,0.3658819368856174,0.40417483554092176,0.15390253762699732,0.489982,0.15141203291777605
0.3992094861660079,0.7000000000000001,0.0,0.33333333333333337,0.0,0.0627375762262937,0.001543946968795565,0.05465831287369584,0.0013573103085124034,0.3428878168483869,0.3273909460218364,0.3961706950142157,0.3008565055136227,0.6175373294093804,0.4682352791695431,0.25616678848820607,0.3961706950142157,0.282687,0.18026545077274847
0.225296442687747,0.4083333333333333,0.0,0.0,0.0,0.030418277884621963,0.0002539552574421358,0.06335399421316483,0.0012102313302027657,0.029951061041242576,0.010534822151395586,0.055964583236683914,0.02104436151407166,0.6902985932974555,0.2635285946016916,0.5123337477542711,0.055964583236683914,0.864482,0.12765375227056763
0.3201581027667984,0.5291666666666667,0.0,0.0,0.0,0.030418277884621963,0.0005228482290328501,0.019875788758155905,0.0002778451018155851,0.009811564094698978,0.0,0.025036815142256887,0.0031176800695866887,0.7630598571855305,0.2070584386157358,0.5294115336534849,0.025036815142256887,1.0,0.14609193742802168
0.9090909090909091,0.15833333333333333,0.0,0.0,0.0,0.01901143651059811,0.00038840275158865724,0.014906891879200933,0.0001923553555069861,0.8414712361618472,0.7884925352451665,0.9234139002843148,0.8043646005780184,0.19962693678292842,0.7235293993079527,0.2694498903606145,0.9234139002843148,0.223879,0.12233365678081337
0.25691699604743085,0.125,0.0,0.0,0.0,0.020912593849881252,0.0003304679354413251,0.008695726059988104,0.00023640330945734424,0.7647862580519228,0.6936795734842574,0.8541974564083531,0.7373312943685288,0.09888072639360979,0.7411768193773268,0.3434530599976774,0.8541974564083531,0.262046,0.10734707033807533
0.17786561264822132,0.9333333333333333,0.0,0.0,0.0,0.0665398224637433,0.0018561123222528987,0.03850928621579439,0.0025780802550619264,0.0759104598310142,0.05510542553113901,0.061855602462737504,0.11067790903223995,0.6660449506083309,0.08235247404822309,0.8292221410078626,0.10456560783092204,0.520399,0.899903637273237
0.2608695652173913,0.5208333333333334,0.0,0.0,0.0,0.23003812170199367,0.003739319040291696,0.05962743335524638,0.0023062474302655215,0.10818507570898749,0.0656402476825346,0.16789361716228485,0.08573613176576222,0.505596535942302,0.44352867930761386,0.4098670323589887,0.16789361716228485,0.660813,0.12367165492071053
0.2648221343873518,0.4875,0.0,0.0,0.0,0.7300374372908268,0.0060052656097802,0.0298136048763254,0.0006091219262368989,0.24812888653411785,0.2341978397065152,0.290132481493018,0.21667905945733607,0.6585830146254954,0.3917648902423013,0.3377610339574695,0.290132481493018,0.316177,0.1783432326169363
0.6245059288537549,0.12083333333333332,0.0,0.0,0.0,0.030418277884621963,0.0006258129831262516,0.012422376358944776,0.00012416307805500855,0.8724519673182567,0.8330622634216074,0.9388822246817196,0.8386598950587839,0.2835821121073606,0.6564708971627752,0.2922197023000362,0.9388822246817196,0.193665,0.12578861308182765
0.46640316205533594,0.7708333333333334,0.0,0.0,0.0,0.09125493631554091,0.0021678945022677817,0.031055940897361935,0.0009786558755851783,0.3718057220936394,0.34521883729241276,0.43519872223952705,0.32969499705378935,0.5317166700892394,0.523529187543147,0.25426944647480343,0.43519872223952705,0.293586,0.16200353889595842
0.16996047430830039,0.0375,0.0,0.0,0.0,0.02091255962932291,6.348881436053395e-05,0.03229805331580289,0.00040608152460092474,0.7937034661610107,0.7487874787580866,0.8770221818687909,0.74746766183114,0.2705220450338919,0.7188229265049066,0.20493343079056486,0.8770221818687909,0.224139,0.13637676147371175
