,name,accuracy,precision,recall,f1,roc_auc
0,dataset_1000_hypothyroid,0.9143109540636042,0.9224598930481284,0.9904306220095693,0.95523765574527,0.49521531100478466
1,dataset_1002_ipums_la_98-small,0.8931433659839715,0.8943379402585823,0.9985067197610752,0.9435559736594544,0.4992533598805376
2,dataset_1004_synthetic_control,0.9388888888888889,0.88,0.7333333333333333,0.8,0.8566666666666667
3,dataset_1013_analcatdata_challenger,0.9761904761904762,1.0,0.6666666666666666,0.8,0.8333333333333333
4,dataset_1014_analcatdata_dmft,0.8041666666666667,0.0,0.0,0.0,0.5
5,dataset_1016_vowel,0.9865319865319865,0.96,0.8888888888888888,0.9230769230769231,0.9425925925925926
6,dataset_1018_ipums_la_99-small,0.9321778447626224,0.9373576309794989,0.9939613526570048,0.9648300117233294,0.5116865586814436
7,dataset_1020_mfeat-karhunen,0.9433333333333334,0.703125,0.75,0.7258064516129032,0.8574074074074073
8,dataset_1021_page-blocks,0.8995127892813642,0.9027692307692308,0.9952510176390773,0.9467570183930301,0.5273874135814434
9,dataset_1022_mfeat-pixel,0.9366666666666666,0.6486486486486487,0.8,0.7164179104477612,0.875925925925926
10,dataset_1023_soybean,0.9024390243902439,0.6818181818181818,0.5357142857142857,0.6,0.7480831315577078
11,dataset_1039_hiva_agnostic,0.9598108747044918,0.0,0.0,0.0,0.49754901960784315
12,dataset_1045_kc1-top5,0.9545454545454546,0.9545454545454546,1.0,0.9767441860465116,0.5
13,dataset_1049_pc4,0.8721461187214612,0.0,0.0,0.0,0.4961038961038961
14,dataset_1050_pc3,0.8848614072494669,0.125,0.020833333333333332,0.03571428571428571,0.5021031274742676
15,dataset_1056_mc1,0.9904929577464788,0.0,0.0,0.0,0.49875886524822693
16,dataset_1059_ar1,0.7837837837837838,0.0,0.0,0.0,0.4264705882352941
17,dataset_1061_ar4,0.696969696969697,0.25,0.3333333333333333,0.2857142857142857,0.5555555555555556
18,dataset_1064_ar6,0.7419354838709677,0.2,0.2,0.2,0.523076923076923
19,dataset_1065_kc3,0.8695652173913043,0.0,0.0,0.0,0.48
