LOCATION,ERECTED,LENGTH,LANES,RIVER_A,RIVER_M,RIVER_O,RIVER_Y,PURPOSE_AQUEDUCT,PURPOSE_HIGHWAY,PURPOSE_RR,PURPOSE_WALK,CLEAR-G_G,CLEAR-G_N,T-OR-D_DECK,T-OR-D_THROUGH,MATERIAL_IRON,MATERIAL_STEEL,MATERIAL_WOOD,SPAN_LONG,SPAN_MEDIUM,SPAN_SHORT,REL-L_F,REL-L_S,REL-L_S-F
0.13725490196078433,0.43125000000000036,0.09509856153436336,0.2,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.3137254901960784,0.6875,0.38518913159296747,0.2,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.7352941176470588,0.7937499999999993,0.24134256792754394,0.2,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True
0.43137254901960786,0.8249999999999993,0.13745338305807142,0.2,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.7058823529411764,0.625,0.39850825785828453,0.2,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False
0.5098039215686274,0.46250000000000036,0.07671816728822589,0.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0.7843137254901961,0.4375,1.0,0.2,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.6274509803921569,0.5124999999999993,0.10548748002131059,0.2,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.09803921568627451,0.2375000000000007,0.10548748002131059,0.2,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.7450980392156862,0.1875,0.20337483638851067,0.0,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
0.0,0.8812499999999996,0.05221097496004262,1.0000000000000002,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.5686274509803921,0.6437500000000007,0.20337483638851067,0.3260869565217392,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False
0.43137254901960786,0.5687499999999996,0.20337483638851067,0.3260869565217392,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.5490196078431372,0.3000000000000007,0.05221097496004262,0.2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.8823529411764706,0.6812500000000004,0.25732551944592436,0.2,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
0.7058823529411764,0.49375000000000036,0.8513585508790622,0.2,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False
0.8431372549019608,0.9812499999999993,0.7863612147043153,1.0000000000000002,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.11764705882352942,0.4875000000000007,0.06286627597229622,0.2,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.8039215686274509,0.7062500000000007,0.17208311134789556,0.6000000000000001,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
0.8235294117647058,0.5812500000000007,0.22589238145977625,0.2,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.19607843137254904,0.7437500000000004,0.23601491742141717,0.6000000000000001,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True
0.6274509803921569,0.2375000000000007,0.20337483638851067,0.2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.35294117647058826,0.44374999999999964,0.0841768779968034,0.3260869565217392,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
0.6078431372549019,0.3249999999999993,0.05221097496004262,0.2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.7549019607843137,0.7937499999999993,0.06819392647842304,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
0.588235294117647,0.41249999999999964,0.20337483638851067,0.2,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.8627450980392156,0.375,0.20337483638851067,0.2,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.6470588235294117,0.7562499999999996,0.26531699520511454,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
0.5294117647058824,0.24375000000000036,0.20337483638851067,0.2,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.6666666666666666,0.53125,0.5849760255727223,0.2,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.5686274509803921,0.6875,0.4992008524240809,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
0.47058823529411764,0.25624999999999964,0.0602024507192328,0.2,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
0.09803921568627451,0.7062500000000007,0.18540223761321256,0.6000000000000001,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.5098039215686274,0.6750000000000007,0.014917421417155047,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.09803921568627451,0.53125,0.16329248801278634,0.2,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.5294117647058824,0.5374999999999996,0.042887586574320735,0.6000000000000001,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.9803921568627451,0.7937499999999993,0.20337483638851067,0.3260869565217392,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.1568627450980392,0.4812499999999993,0.41635588705380927,0.2,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.0392156862745098,0.0,0.20337483638851067,0.2,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0.5294117647058824,0.28749999999999964,0.10548748002131059,0.2,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False
0.7843137254901961,0.6062499999999993,0.537559936068194,0.2,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.588235294117647,0.6374999999999993,0.35109216835375595,0.2,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.9019607843137254,0.8812499999999996,0.23867874267448053,0.2,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.5490196078431372,0.65625,0.02157698454981355,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.45098039215686275,0.6062499999999993,0.05221097496004262,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.8627450980392156,0.4499999999999993,0.20337483638851067,0.2,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False
0.1764705882352941,0.5999999999999996,0.37453383058071393,0.3260869565217392,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.25490196078431376,0.49375000000000036,0.3889184869472562,0.3260869565217392,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
