attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49
0.16809116809116809,0.0019765897649711233,0.6585904947228156,0.4474935470724086,0.85,0.0004737195283948748,0.18599348534201948,0.5318524727577535,0.005000843365214621,0.5416666666666666,0.03473916579528291,0.546875,0.5375000000000001,0.5084745762711865,0.34375,0.3693693693693693,0.0015247604242897804,0.001182501927724497,0.032388663967611336,0.4920634920634921,0.5466666666666666,1.0,0.0,0.07758620689655174,0.9940231720255038,0.07086614173228342,0.0042301184433163885,0.43408788282290284,0.086361242759347,0.18481848184818483,0.43065693430656937,0.9798657718120806,0.0,0.9798657718120806,0.014184397163120567,0.014218009478672987,1.0,0.035856756384978684,0.8734177215189872,0.9787234042553192,0.05060283714651783,0.021874782608695655,0.013114115003106276,0.04223942155331697,0.06276915046326503,0.0,0.115322166152696,0.02950819672131133,0.9730010384215992
0.22222222222222224,9.26526452330214e-05,0.003823050402927304,0.2017719390358977,0.7722222222222223,0.0004910962625031075,0.6587947882736154,0.4580888516345347,0.0015867760334347452,0.2361111111111111,0.08516323922388754,0.25,0.25000000000000006,0.22033898305084748,0.25,0.1171171171171171,0.0058149043266522505,0.005289232580884364,0.12955465587044535,0.25396825396825395,0.26666666666666666,0.0,0.0,0.9655172413793103,0.03758363882732324,0.6614173228346456,0.14382402707275804,0.37150466045272973,0.059241706161137435,0.6864686468646866,0.5912408759124087,0.40939597315436244,0.0,0.40939597315436244,0.002364066193853428,0.0009478672985781993,0.0,0.006900820762070705,0.44303797468354433,0.5957446808510638,0.03195492969061863,0.011067826086956523,0.013267344071181677,0.0,0.0391491582930967,0.0,0.0773294099737438,0.9872131147540981,0.013499480789200491
0.45014245014245013,0.0020692424102041447,0.7853856892066245,0.46245185546910855,0.4,0.0017150471625337175,0.2543973941368078,0.480720871751886,0.008827222579698014,0.4305555555555555,0.059835018008597654,0.484375,0.475,0.6355932203389831,0.20312500000000003,0.5855855855855855,0.007537900125714266,0.002394566403642106,0.8097165991902833,0.4285714285714285,0.4799999999999999,0.3519510328997706,0.0,0.27586206896551724,0.11496202770979298,0.3503937007874015,0.5313028764805414,0.20239680426098539,0.05344918378093733,0.47964796479647964,0.7956204379562044,0.7281879194630873,0.0,0.7281879194630873,0.014184397163120567,0.012322274881516587,0.5,0.0399376404236783,0.17721518987341767,0.34042553191489366,0.05691281435862931,0.03585304347826087,0.021438518660590315,0.07386178373461927,0.043194571316716696,0.0,0.040658884759036694,0.9904918032786882,0.2004153686396678
0.20512820512820512,0.0014824423237283424,0.12663127392711354,0.5181287795063098,0.7222222222222222,0.00015790650946495826,0.14820846905537455,0.28541492036881805,0.004023164431228253,0.3194444444444444,0.024631114209364466,0.453125,0.42500000000000004,0.48305084745762716,0.28125,0.3783783783783783,0.002420123533677712,0.002562087510069743,0.27935222672064774,0.41269841269841273,0.4266666666666667,0.966717674062739,0.0,0.06896551724137931,0.9999999999999999,0.0,0.0,0.40479360852197077,0.1155871511321748,0.08250825082508251,0.4744525547445255,0.9798657718120806,0.0,0.9798657718120806,0.011229314420803781,0.011374407582938388,1.0,0.03672795634829658,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09013157498093333,0.00721311475409836,0.9460020768431985
0.33618233618233617,0.001698631829272059,0.7119228410076355,0.3863128173683805,0.6166666666666667,0.0012939631372938288,0.33778501628664487,0.41156747694886836,0.005516233218594016,0.3194444444444444,0.07412571163006855,0.375,0.4,0.43220338983050854,0.265625,0.33333333333333326,0.00559354149148992,0.0025103530507317967,0.3360323886639676,0.3333333333333333,0.39999999999999997,0.47895944912012234,0.0,0.27586206896551724,0.1519626894675476,0.6771653543307086,0.7698815566835873,0.3209054593874834,0.03923117430226434,0.5830583058305832,0.7737226277372262,0.651006711409396,0.0,0.651006711409396,0.008865248226950354,0.006635071090047393,0.5,0.022307304323902974,0.26582278481012656,0.5106382978723405,0.030462795822025164,0.03585304347826087,0.032770173075880704,0.04989331457042668,0.01513767453999739,0.0,0.061313797926633336,0.9852459016393442,0.18380062305295952
0.22507122507122507,0.0025325056363692516,0.6023604560164132,0.30686562122508326,0.5277777777777778,0.002241402194083578,0.31123778501628657,0.26906957250628666,0.013699999375285026,0.2222222222222222,0.0457766933891019,0.265625,0.275,0.28813559322033905,0.171875,0.23423423423423423,0.006611149748654064,0.004828549538208362,0.31983805668016196,0.25396825396825395,0.2933333333333333,0.47895944912012234,0.0,0.2586206896551724,0.1519626894675476,0.6771653543307086,0.7698815566835873,0.22902796271637818,0.023170089520800415,0.5379537953795379,0.7737226277372262,0.6543624161073825,0.0,0.6543624161073825,0.01832151300236407,0.016113744075829384,0.5,0.06994818652849741,0.26582278481012656,0.5106382978723405,0.06290394524211818,0.04369478260869566,0.021946155097003383,0.08916384937047014,0.04658749836878507,0.0,0.07147055897700244,0.9809836065573772,0.16822429906542058
0.022792022792022793,0.1495104851910189,0.8979832483766578,0.4934846543323652,0.2888888888888889,0.16923630853713612,0.21547231270358297,0.2837384744341995,0.30462976267078146,0.27777777777777773,0.23736493551760196,0.265625,0.25000000000000006,0.40677966101694923,0.09375000000000001,0.4054054054054054,0.020522317173295713,0.010364136687368663,0.7530364372469636,0.20634920634920634,0.22666666666666663,0.3519510328997706,0.0,0.25,0.11496202770979298,0.3503937007874015,0.5313028764805414,0.2849533954727031,0.05292259083728277,0.506050605060506,0.7883211678832117,0.7248322147651007,0.0,0.7248322147651007,0.3144208037825059,0.2976303317535545,0.0,0.4503186757760558,0.17721518987341767,0.34042553191489366,0.2653345417692875,0.22612869565217392,0.20677480955815827,0.22172264076470283,0.020879551089651574,0.0,0.04116042064202622,0.9927868852459019,0.22326064382139155
0.008547008547008548,0.006485685166311499,0.13872966856320987,0.20525633635265475,0.9277777777777778,0.02402548243316049,0.3952768729641693,0.5511316010058674,0.0702304573538323,0.40277777777777773,0.1261763680724991,0.453125,0.42500000000000004,0.4661016949152542,0.3125,0.3423423423423423,0.0017494271823649812,0.0015150805948970117,0.08097165991902835,0.4444444444444444,0.4799999999999999,0.0,0.0,0.6810344827586206,0.03758363882732324,0.6614173228346456,0.14382402707275804,0.3661784287616512,0.06240126382306476,0.4851485148514852,0.7226277372262774,0.40939597315436244,0.0,0.40939597315436244,0.0425531914893617,0.03981042654028436,0.0,0.17089275069925264,0.44303797468354433,0.5957446808510638,0.30324294332820334,0.05697478260869566,0.037233621167709736,0.08982169518285253,0.13232415503066686,1.0,0.1642546973300656,0.9908196721311475,0.09657320872274144
0.40740740740740744,0.00015442107538836901,0.004129740476744432,0.1260367826051836,0.5111111111111112,0.0007184816361326474,0.5465798045602603,0.6554903604358758,0.0031735520668694905,0.38888888888888884,0.0724991286162426,0.375,0.325,0.23728813559322037,0.359375,0.07207207207207206,0.0016916085313897458,0.002611358423724931,0.09716599190283401,0.39682539682539686,0.3466666666666667,0.10443764345830153,0.0,0.6982758620689654,0.04684299534668754,0.6220472440944881,0.17851099830795264,0.43808255659121176,0.07135334386519221,0.7612761276127613,0.7372262773722628,0.40939597315436244,0.0,0.40939597315436244,0.004137115839243499,0.002843601895734597,0.5,0.014466504654041907,0.22784810126582278,0.23404255319148937,0.03765901519164672,0.02347826086956522,0.015010194423712772,0.046049206866766196,0.04071512462482057,0.0,0.015882220835556522,0.9783606557377051,0.03530633437175501
0.5099715099715101,0.0014206738935729948,0.6592831912688508,0.6632838517093373,0.7222222222222222,0.0009781501183639123,0.26368078175895765,0.25398155909471914,0.005578704715973337,0.2222222222222222,0.056581851980945744,0.265625,0.28750000000000003,0.2627118644067797,0.171875,0.20720720720720717,0.025218843593941265,0.005685863435808622,0.291497975708502,0.23809523809523808,0.27999999999999997,0.47895944912012234,0.0,0.23275862068965517,0.1519626894675476,0.6771653543307086,0.7698815566835873,0.31957390146471376,0.015534491837809361,0.5885588558855885,0.7445255474452555,0.7248322147651007,0.0,0.7248322147651007,0.009456264775413711,0.009478672985781991,0.5,0.028268146178183316,0.26582278481012656,0.5106382978723405,0.038577895162322906,0.03689217391304348,0.020054245174847916,0.11342977924982695,0.03131932663447736,0.0,0.1559431813728593,0.9963934426229508,0.14641744548286606
