PERCENT_PUB_DATA,ACCESS_TO_PUB_DATA,COUPLING_BETWEEN_OBJECTS,DEPTH,LACK_OF_COHESION_OF_METHODS,NUM_OF_CHILDREN,DEP_ON_CHILD,FAN_IN,RESPONSE_FOR_CLASS,WEIGHTED_METHODS_PER_CLASS,minLOC_BLANK,minBRANCH_COUNT,minLOC_CODE_AND_COMMENT,minLOC_COMMENTS,minCYCLOMATIC_COMPLEXITY,minDESIGN_COMPLEXITY,minESSENTIAL_COMPLEXITY,minLOC_EXECUTABLE,minHALSTEAD_CONTENT,minHALSTEAD_DIFFICULTY,minHALSTEAD_EFFORT,minHALSTEAD_ERROR_EST,minHALSTEAD_LENGTH,minHALSTEAD_LEVEL,minHALSTEAD_PROG_TIME,minHALSTEAD_VOLUME,minNUM_OPERANDS,minNUM_OPERATORS,minNUM_UNIQUE_OPERANDS,minNUM_UNIQUE_OPERATORS,minLOC_TOTAL,maxLOC_BLANK,maxBRANCH_COUNT,maxLOC_CODE_AND_COMMENT,maxLOC_COMMENTS,maxCYCLOMATIC_COMPLEXITY,maxDESIGN_COMPLEXITY,maxESSENTIAL_COMPLEXITY,maxLOC_EXECUTABLE,maxHALSTEAD_CONTENT,maxHALSTEAD_DIFFICULTY,maxHALSTEAD_EFFORT,maxHALSTEAD_ERROR_EST,maxHALSTEAD_LENGTH,maxHALSTEAD_LEVEL,maxHALSTEAD_PROG_TIME,maxHALSTEAD_VOLUME,maxNUM_OPERANDS,maxNUM_OPERATORS,maxNUM_UNIQUE_OPERANDS,maxNUM_UNIQUE_OPERATORS,maxLOC_TOTAL,avgLOC_BLANK,avgBRANCH_COUNT,avgLOC_CODE_AND_COMMENT,avgLOC_COMMENTS,avgCYCLOMATIC_COMPLEXITY,avgDESIGN_COMPLEXITY,avgESSENTIAL_COMPLEXITY,avgLOC_EXECUTABLE,avgHALSTEAD_CONTENT,avgHALSTEAD_DIFFICULTY,avgHALSTEAD_EFFORT,avgHALSTEAD_ERROR_EST,avgHALSTEAD_LENGTH,avgHALSTEAD_LEVEL,avgHALSTEAD_PROG_TIME,avgHALSTEAD_VOLUME,avgNUM_OPERANDS,avgNUM_OPERATORS,avgNUM_UNIQUE_OPERANDS,avgNUM_UNIQUE_OPERATORS,avgLOC_TOTAL,sumLOC_BLANK,sumBRANCH_COUNT,sumLOC_CODE_AND_COMMENT,sumLOC_COMMENTS,sumCYCLOMATIC_COMPLEXITY,sumDESIGN_COMPLEXITY,sumESSENTIAL_COMPLEXITY,sumLOC_EXECUTABLE,sumHALSTEAD_CONTENT,sumHALSTEAD_DIFFICULTY,sumHALSTEAD_EFFORT,sumHALSTEAD_ERROR_EST,sumHALSTEAD_LENGTH,sumHALSTEAD_LEVEL,sumHALSTEAD_PROG_TIME,sumHALSTEAD_VOLUME,sumNUM_OPERANDS,sumNUM_OPERATORS,sumNUM_UNIQUE_OPERANDS,sumNUM_UNIQUE_OPERATORS,sumLOC_TOTAL
0.0,0.0,0.375,0.16666666666666666,0.93,0.0,0.0,0.3333333333333333,0.22072072072072071,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15517241379310345,0.12499999999999999,0.0,0.045454545454545456,0.13636363636363635,0.11363636363636362,0.07999999999999999,0.3282442748091603,0.4406402154770537,0.4989767441860465,0.18846104834273494,0.2878787878787879,0.32730560578661844,0.335,0.18846095017689463,0.28817045974021377,0.32476635514018687,0.32890855457227136,0.475,0.5945945945945946,0.34494773519163763,0.04905334597253027,0.03896102414940456,0.0,0.012373440457738564,0.042502910495964,0.047095782289924504,0.021699798567078404,0.10187354098360657,0.181576749879477,0.16131475955661204,0.13341456760713302,0.1438039735099338,0.1547724705497293,0.5640705378580951,0.13341592555629178,0.15006411009906256,0.14778325517241378,0.15916598022880343,0.14820686115012643,0.24870466836693614,0.09153073335287028,0.01764705882352941,0.022966507177033493,0.0,0.007874015748031496,0.03327495621716287,0.04411764705882353,0.0436046511627907,0.03761348897535668,0.050156017675022514,0.02724048595215937,0.031078493219398533,0.03615604186489058,0.03643036161833155,0.22792986773300525,0.031078804989636083,0.03747523756755115,0.03379139445821131,0.03817020644586366,0.03736263736263736,0.04049168474331164,0.0395558639833449
0.0,0.0,0.5416666666666666,0.16666666666666666,0.8,0.0,0.0,0.3333333333333333,0.20270270270270271,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.0,0.05172413793103448,0.13636363636363638,0.0,0.11363636363636365,0.13636363636363635,0.09090909090909091,0.12,0.13358778625954199,0.24158292758727856,0.32465116279069767,0.0280489579684653,0.08333333333333333,0.11211573236889692,0.665,0.0280487723778363,0.08217638486542186,0.11214953271028036,0.11209439528023599,0.2,0.43243243243243246,0.14982578397212543,0.05510930990091537,0.09366391580720798,0.0,0.02165354245458494,0.09366387086492137,0.09523807012035473,0.05907174982641772,0.14890709836065574,0.3245749287140061,0.26047730888040127,0.029828120090319845,0.09860132450331126,0.1348713383050068,0.35020722920327857,0.029828014163990776,0.09517097710701859,0.13831417931034481,0.1327071333315235,0.21359223478717532,0.4179619982997306,0.1529539973403599,0.050980392156862744,0.09856459330143541,0.0,0.03543307086614173,0.12084063047285465,0.14950980392156862,0.14244186046511628,0.14137483787289234,0.23054316489008958,0.11310586814900522,0.01786722269064004,0.06374881065651761,0.0816326530612245,0.3638880344509382,0.01786715764189631,0.061114821786386546,0.08132462266276189,0.08183573444229912,0.13846153846153847,0.1749819233550253,0.16273421235253296
0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.036036036036036036,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.2222222222222222,0.017241379310344827,0.022727272727272724,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.08015267175572519,0.3340930280741738,0.13283720930232557,0.01013227966655902,0.056818181818181816,0.08408679927667269,0.335,0.010132094627545909,0.058182911090288704,0.07009345794392523,0.09292035398230089,0.175,0.2972972972972973,0.10104529616724739,0.009538152725359269,0.06198347004986,0.0,0.0,0.06198347312342059,0.08241758604033345,0.0,0.17418032786885246,0.44075006515281917,0.21993656755692817,0.032265230512908576,0.1357615894039735,0.18700088764330236,0.19449385239568467,0.03226481357559655,0.14255479467234006,0.15517241379310345,0.2070086711185222,0.26699029348396913,0.43523316964213826,0.17128027642149882,0.00196078431372549,0.016267942583732056,0.0,0.0,0.021015761821366025,0.029411764705882353,0.020348837209302327,0.03674881106787722,0.06956922368117946,0.021222677767437182,0.004294904520235313,0.019505233111322552,0.02515216612960974,0.04490925868963396,0.004294847769409435,0.020342828445361994,0.020274836674926786,0.028367740977276103,0.038461538461538464,0.04049168474331164,0.0399028452463567
0.0,0.0,0.5,0.33333333333333337,0.67,0.0,0.0,0.3333333333333333,0.14864864864864866,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35957607872823616,0.4,0.06243427970557308,0.0,0.30000000000000004,0.07462686567164178,0.061465721040189124,0.14984227129337538,0.16666666666666666,0.3333333333333333,0.2,0.4,0.0,0.13793103448275862,0.1931818181818182,0.08333333333333333,0.13636363636363635,0.20454545454545456,0.20454545454545456,0.28,0.23282442748091603,0.28032735937014397,0.4083720930232558,0.06868648063563106,0.12878787878787878,0.16455696202531644,0.5,0.06868632458170404,0.12836003343932556,0.15654205607476634,0.1696165191740413,0.24166666666666667,0.5135135135135136,0.24390243902439024,0.16351117867684148,0.22668242600524915,0.037267297866556894,0.11136105073381689,0.23376625566169443,0.2919937710766493,0.2495479113695145,0.30796252459016393,0.36474559548898366,0.43832775326565726,0.13794736701084667,0.24030198675496692,0.2920522258953899,0.3037301256590144,0.13794676939451186,0.24251806927730868,0.27487684137931034,0.302848882378176,0.2920547014595398,0.5373797209819631,0.29634206736714636,0.058823529411764705,0.0736842105263158,0.017543859649122806,0.07086614173228346,0.08056042031523641,0.10784313725490195,0.10465116279069767,0.1137051448335495,0.10075181671588031,0.0740184118520009,0.032134395199579134,0.060418648905804,0.06874328678839958,0.12273146724084899,0.03213425582691117,0.060563596757544476,0.06285199369227304,0.0726273577899896,0.07362637362637363,0.08749096167751265,0.11797362942401109
0.0,0.0,0.625,0.9999999999999999,0.78,0.0,0.0,0.6666666666666666,0.536036036036036,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.3333333333333333,0.39655172413793105,0.27272727272727276,0.0,0.5,0.27272727272727276,0.24999999999999997,0.4,0.42748091603053434,0.2783072619910908,0.8050232558139535,0.2939030431044295,0.2803030303030303,0.33001808318264014,0.075,0.29390278775303913,0.2786021149615725,0.29205607476635514,0.35398230088495575,0.325,0.7297297297297298,0.5714285714285715,0.5532128580708375,0.42148759633904803,0.0,0.5629921038192085,0.4214876172392601,0.42857144740973396,0.3797468546707269,0.6639344262295083,0.504346151214404,0.8376487820375569,0.8129267235184793,0.675496688741722,0.6987577652151867,0.0639431843492662,0.8129261487416333,0.6725660971123374,0.6482758620689655,0.7304913315910154,0.5416088810674803,0.792746130419609,0.7231833893352172,0.056862745098039215,0.0354066985645933,0.0,0.10236220472440945,0.03502626970227671,0.0392156862745098,0.03779069767441861,0.07003891050583658,0.03980370393639226,0.04041426667002038,0.0541053291773828,0.048525214081826834,0.04699248120300752,0.007382343894186404,0.054105306161903274,0.047988202582629993,0.04235188105429151,0.05005198277142433,0.03901098901098901,0.0368763557483731,0.08015267175572519
0.0,0.0,0.041666666666666664,0.0,0.75,0.0,0.0,0.0,0.02702702702702703,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011450381679389313,0.049259297627680505,0.06511627906976744,0.00030741662859493107,0.003787878787878788,0.0081374321880651,1.0,0.00030757055834862874,0.003602809509497627,0.004672897196261682,0.01032448377581121,0.016666666666666666,0.1891891891891892,0.01742160278745645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03551913114754098,0.11153639015807845,0.06516639038723798,0.00065264492462385,0.0044158940397351,0.021295474749415216,1.0,0.0006531017024301405,0.007982625268709971,0.018390800000000002,0.023121390240235233,0.040684225026498405,0.16580313297001312,0.04229142204777065,0.0,0.004784688995215311,0.0,0.0,0.008756567425569177,0.012254901960784314,0.014534883720930232,0.005620406398616515,0.013203911959958953,0.00471615061498604,6.51563679624543e-05,0.00047573739295908666,0.002148227712137487,0.17317748385112275,6.52019482159744e-05,0.0008543513570951485,0.0018022077044379365,0.002376355265112134,0.004395604395604396,0.011569052783803326,0.008674531575294934
0.33,0.0,0.41666666666666663,0.16666666666666666,0.9500000000000001,0.0,0.0,0.3333333333333333,0.1891891891891892,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.1111111111111111,0.06896551724137931,0.18181818181818182,0.0,0.13636363636363635,0.18181818181818182,0.11363636363636362,0.07999999999999999,0.19083969465648853,0.2796021962084326,0.2746046511627907,0.02724459473975512,0.07575757575757576,0.10940325497287522,0.5,0.027244655476640154,0.07570067257495434,0.14485981308411214,0.10619469026548672,0.175,0.3783783783783784,0.1951219512195122,0.08139226202480636,0.11239670888600481,0.0,0.05774280875028311,0.11900826839696757,0.13186813766453354,0.04050638179779148,0.1650273278688525,0.27150840858781733,0.2282387656922623,0.04531721557651976,0.1130251655629139,0.15261757081209862,0.4724687291185538,0.04531738815659311,0.11572634798218204,0.1563218344827586,0.1502890148852284,0.18104483645807076,0.3357513022953638,0.1725490192098062,0.03137254901960784,0.04593301435406699,0.0,0.03937007874015748,0.05604203152364273,0.07107843137254902,0.05232558139534884,0.06528318201469953,0.08035433812904443,0.041294614784817774,0.01131053449484561,0.030447193149381546,0.0384890798424633,0.20455244540141498,0.011310577397448278,0.030964425587467363,0.03829691371930615,0.03861577305807218,0.0489010989010989,0.05856832971800434,0.07564191533657182
0.0,0.0,0.9583333333333333,0.16666666666666666,0.92,0.0,0.0,0.3333333333333333,0.23873873873873874,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4034822104466313,0.4,0.10515247108307045,0.0,0.4,0.04477611940298507,0.10401891252955082,0.25236593059936907,0.16666666666666666,0.3333333333333333,0.2,0.4,0.0,0.27586206896551724,0.25,0.0,0.13636363636363635,0.24999999999999997,0.24999999999999997,0.19999999999999998,0.3702290076335878,0.7100383300528333,0.5386046511627907,0.14475249974977178,0.3106060606060606,0.34538878842676307,0.5,0.14475268002021655,0.31159945547442675,0.32710280373831774,0.35693215339233036,0.5833333333333334,0.5945945945945946,0.40069686411149824,0.2533333363855422,0.2538842933242266,0.0,0.06929133585467181,0.25388430591353084,0.32703298140804316,0.06683544642204792,0.32655737704918036,0.4414612091471657,0.4738691376510707,0.26894841197346914,0.36238410596026494,0.38928127841931015,0.4083838040439801,0.26894921537388194,0.36661924074197194,0.3856551724137931,0.3915606947732968,0.4161997260710102,0.5993782507643162,0.3166781999615267,0.1627450980392157,0.14545454545454545,0.0,0.07874015748031496,0.15411558669001751,0.2107843137254902,0.10174418604651161,0.2153047989623865,0.21775460199786392,0.14289307543325705,0.11187618914107852,0.16270218839200762,0.1636233440744719,0.29467856044294066,0.11187651206965574,0.16349135117493474,0.1574678981752647,0.16768156839447498,0.18736263736263736,0.1742588575560376,0.22484385843164467
0.0,0.0,0.625,0.0,0.77,0.0,0.0,0.0,0.05405405405405406,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.2222222222222222,0.27586206896551724,0.5681818181818182,0.5833333333333333,0.36363636363636365,0.5681818181818182,0.4090909090909091,0.6,0.6526717557251908,0.3339376359680928,0.9175813953488372,0.48282606305578407,0.40151515151515155,0.44394213381555153,0.335,0.48282592503923605,0.4015232067403982,0.4532710280373831,0.43805309734513276,0.49166666666666664,0.8108108108108109,0.710801393728223,0.15896918665424722,0.289256177037088,0.30434759924389576,0.19488188209126447,0.2892562409671484,0.27472524284506566,0.22784811280243614,0.3729508196721312,0.36524261791846524,0.4398297082313023,0.4537534010001437,0.33333245033112585,0.3482697450723509,0.3587926674219067,0.4537534520754105,0.3404095472375507,0.3459770068965517,0.34971098077951157,0.35344428310771936,0.5647668303578618,0.37004998415213386,0.049019607843137254,0.07751196172248805,0.12280701754385964,0.1062992125984252,0.08056042031523641,0.08823529411764705,0.08430232558139535,0.11802853437094682,0.0864763739677354,0.06366174510149156,0.09060030708351755,0.07183634633682208,0.07026494808449696,0.12426945555213781,0.0906003412387276,0.07286559217317384,0.06780806487947735,0.07188474676964206,0.07637362637362638,0.07881417208966016,0.12526023594725882
0.0,0.0,0.5,0.0,0.55,0.0,0.0,0.0,0.10810810810810811,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.469341408024224,0.8,0.5095951629863302,1.0,0.6000000000000001,0.07462686567164178,0.508274231678487,0.4892744479495268,0.16666666666666666,0.6666666666666666,0.2,0.8,0.3333333333333333,0.05172413793103448,0.11363636363636363,0.41666666666666663,0.06818181818181818,0.11363636363636362,0.11363636363636362,0.0,0.1412213740458015,0.14280534548844917,0.39069767441860465,0.02819735537956471,0.056818181818181816,0.081374321880651,0.25,0.028197292935741584,0.05682664841478907,0.08644859813084112,0.0855457227138643,0.14166666666666666,0.4864864864864865,0.15331010452961671,0.0495983941718682,0.11900826249573118,0.20869561587902333,0.030314959436418914,0.1140495905470939,0.11868132389808017,0.0,0.16311475409836065,0.23867549183390876,0.42655312491870495,0.058388991598890244,0.1152317880794702,0.15918367375187872,0.2680285143973408,0.05838919406541721,0.11477162422711255,0.14275862068965517,0.1695086710101407,0.17239944664964865,0.5502590787618462,0.15668973435596373,0.025490196078431372,0.06411483253588517,0.14035087719298245,0.027559055118110236,0.07355516637478107,0.09068627450980392,0.055232558139534885,0.08603545179420666,0.09418301885475347,0.10290011821817541,0.019430757675240044,0.04138915318744053,0.05352667382742571,0.15472162411565674,0.019430818909112132,0.040945298743093085,0.046632124352331605,0.05807218179117778,0.06208791208791209,0.1279826464208243,0.0922970159611381
