Aattr,Battr,Cattr,Dattr,Eattr,Fattr,A1attr,B2attr,C3attr,D4attr,E5attr,F6attr,A7attr,B8attr,C9attr,D10attr,E11attr,F12attr,A13attr,B14attr,C15attr,D16attr,E17attr,F18attr,A19attr,B20attr,C21attr,D22attr,E23attr,F24attr,A25attr,B26attr,C27attr,D28attr,E29attr,F30attr
0.6923075956979489,0.6909090114831392,0.6436781103373403,0.3801653124894579,0.753846112119392,0.7272726705293522,0.6210526722005472,0.4218750508667396,0.7500000000000001,0.7766990592960247,0.6210527016278311,0.45312495829345567,0.7230769713705134,0.6636364240658443,0.6105261957439043,0.4479999563806941,0.718750046271158,0.7475728414422453,0.6105263250513407,0.46875003717879016,0.7230768944063882,0.7961165868231277,0.6526315696788794,0.4687499674083848,0.7384614195315808,0.7307691801714417,0.6111111521296692,0.4319999732602772,0.6769231120519548,0.7378641465840559,0.6736842327370248,0.4453125511426495,0.7384615289456073,0.825242729200186,0.726315780224106,0.4765624244062621
0.4153845574187693,0.3272725911139531,0.4022989385437555,0.3057851562353582,0.4153846988381392,0.3999999583881916,0.3157895567738465,0.23437499537575093,0.46874989476094747,0.4271845048091746,0.3157894736842106,0.2343750602427862,0.3692307048393155,0.39090898138065727,0.26315787626829296,0.22399997819034706,0.35937512889822604,0.41747571951925166,0.23157897515402254,0.1875000743575803,0.4307692753678406,0.37864078317024685,0.231579012247845,0.18750004655945032,0.32307691021963036,0.3846153002857359,0.22222211967582706,0.17599994408967046,0.3692307883919753,0.38834952748451046,0.25263167519377433,0.203124916312028,0.43076917367364337,0.38834944143873534,0.2105262417928494,0.20312496045866021
0.3846154007170085,0.5090909053087208,0.4942528449732793,0.4545454687435576,0.4461538044270843,0.6545454242823211,0.6631579113547692,0.46093745144538484,0.43750000000000006,0.6990291089737002,0.610526280765032,0.43749994439127426,0.3692307048393155,0.4727271934135794,0.48421044320731843,0.43200000121164733,0.4218751421185569,0.6990292255286067,0.6210526501026816,0.4921875464734877,0.4307692753678406,0.7378640560991769,0.6210527335323278,0.4921874732283161,0.3076922755490759,0.3846153002857359,0.37777765882395936,0.3599999270734833,0.30769232365997945,0.5048544744568356,0.4842104763416941,0.4062499814026729,0.36923086756205875,0.582524162158103,0.6105262417928493,0.4687498743980971
0.8153846411472137,0.8181818938255815,0.8850574734635938,0.5619834375152275,0.8769231603766008,0.7727273294706478,0.7789473628817436,0.5390625485546151,0.8125000000000001,0.7864077475954127,0.6736842805751995,0.5078125069510907,0.8307692951606844,0.8454545114629626,0.8315789381341465,0.5760000521008375,0.8281251222880606,0.8543689298798129,0.7789473498973183,0.5624999256424198,0.7692306418061698,0.7669903214611523,0.6736843032112072,0.507812526771684,0.6923077244509241,0.8461538798857058,0.7222223042593383,0.5519999489514383,0.7538461410720164,0.854368871738951,0.7368421515354684,0.5703124767533411,0.6307691324379413,0.8155340042404093,0.6842104615687431,0.5078124755774078
0.3692307177055727,0.3909091362953489,0.2528736731796944,0.19834703128455458,0.49230777576121615,0.4545455491177464,0.33684208864523063,0.273437543930366,0.48437494738047376,0.4854368565691129,0.33684214028759973,0.2734374467083045,0.3692307048393155,0.32727264040534887,0.25263150507317195,0.232000031502832,0.4218751421185569,0.4271845761295422,0.2526314492812281,0.28124996282120995,0.47692302276762216,0.5048543775603292,0.3368421516056036,0.2578125640192442,0.3846154489018482,0.40384612011429444,0.23333330872219848,0.2560000291706068,0.446153817412037,0.446601890061958,0.33684211636851247,0.28124990701336444,0.5076923140362619,0.4854369125603349,0.33684202201695557,0.3046875151187476
0.2615383552677436,0.4727272840738372,0.4367816773714105,0.37190078127049847,0.26153854499198537,0.47272720463522255,0.4315790083008208,0.3828125023121245,0.20312484214142112,0.504854455131499,0.48421063138911496,0.3828125440235745,0.2461537334688022,0.4363636590246916,0.48421044320731843,0.39999993941763073,0.2343751024575643,0.4368932103605614,0.4526314492812281,0.328124981410605,0.24615387163876604,0.43689309171571994,0.3684211638534486,0.35937503957553274,0.15384613777453793,0.4615385795999699,0.4222222304259338,0.3919999307198091,0.19999995848405355,0.38834952748451046,0.3157894181574379,0.3515625325453224,0.26153847105439276,0.38834944143873534,0.357894681344637,0.32031246627356313
0.8307691148375386,0.763636461973256,0.7011494692718776,0.47107437500234267,0.8307691890424689,0.7636363976823887,0.6736843527019152,0.47656253005761884,0.7656248421414211,0.7669903709966366,0.6736842805751995,0.42187507877902813,0.7538460572589734,0.7636362994300405,0.6842104432073184,0.4959999733437575,0.8125001718643013,0.766990332283555,0.6842104244352507,0.453124981410605,0.753846128361234,0.8155340970644447,0.6421052909633622,0.48437502095175267,0.8153845928843532,0.7692308198285587,0.6999999261665955,0.5040000194470713,0.8153846058040124,0.8252426904502272,0.7157894533243939,0.4609374302600233,0.8153846693082258,0.825242729200186,0.6631579779830443,0.49218737556107767
0.7692305921129061,0.6818181061744183,0.6551724203907816,0.4462809375245982,0.7692307692307693,0.6818182196470985,0.6736843527019152,0.45312506011523773,0.7656248421414211,0.7669903709966366,0.6736842805751995,0.5078125069510907,0.6923076762098289,0.6818180873971184,0.589473628804879,0.46400006300566393,0.6875001454236396,0.766990332283555,0.6421051242298873,0.453124981410605,0.753846128361234,0.8155340970644447,0.6842105819267243,0.48437502095175267,0.6923077244509241,0.7307691801714417,0.6444443501017608,0.4720000158007454,0.7538461410720164,0.8252426904502272,0.6631578836314875,0.4609374302600233,0.8153846693082258,0.825242729200186,0.7157895384312567,0.4609374732514466
0.3692307177055727,0.5909090530872091,0.6551724203907816,0.4462809375245982,0.430769147315707,0.5909091098235493,0.6315789381362392,0.47656253005761884,0.42187494738047376,0.5922330937532115,0.6315789473684211,0.47656247914672784,0.3846153524196578,0.5272728065864206,0.6421053093292675,0.46400006300566393,0.4375000925423161,0.6019417713220582,0.6842104244352507,0.5078124535265124,0.507692256722468,0.6504854821917285,0.6421052909633622,0.507812526771684,0.3846154489018482,0.6153846997142642,0.6444443501017608,0.4720000158007454,0.49230771785596705,0.6213591996117307,0.7157894533243939,0.49218748605200463,0.5692308263263567,0.6601941833601489,0.757894681344637,0.5468749278952039
0.8153846411472137,0.7181819354296514,0.7126437793253187,0.4462809375245982,0.753846112119392,0.7636363976823887,0.6421053794833852,0.48437506936373587,0.8125000000000001,0.8155340344571869,0.6842105263157896,0.48437498609781854,0.8153846475803422,0.7727272349588473,0.7157893813414649,0.47199996486222584,0.8125001718643013,0.8252428048074841,0.663157774332569,0.4921875464734877,0.8153845962709255,0.8252428521851032,0.7157895941745693,0.4921874732283161,0.7538460542021354,0.8076922402285889,0.75555550223143,0.4639999769066031,0.7538461410720164,0.815533963353986,0.7157894533243939,0.5234375418439859,0.8307692973807494,0.8155340042404093,0.7157895384312567,0.5234374267322233
