LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
0.03571428571428571,0.0,0.13043478260869565,0.0,0.05263157894736842,0.0,0.0,0.09473684210526317,0.0,0.0,0.0,1.0,0.025862068965517238,0.0,0.0,0.029045643153526972,0.3333333333333333,0.030303030303030304,1.0,0.20543514784946235,0.09625962596259627,0.0023128171002076334,0.025280898876404494,0.03895184135977337,0.2835820895522388,0.0023128860085992785,0.024028936544553573,1.0000000000000002,0.0,0.0,0.03015075376884422,0.061855670103092786,0.03776978417266187,0.0397196261682243,0.10062893081761007,0.23333333333333334,0.032362459546925564,0.3232,0.028925619834710745
0.0,0.0,0.08695652173913043,0.0,0.02631578947368421,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1.0,0.017241379310344827,0.0,0.0,0.016597510373443983,0.0,0.030303030303030304,1.0,0.12189180107526881,0.06417308397506417,0.0006100059820151781,0.008426966292134831,0.017705382436260627,0.4328358208955223,0.0006099545823185439,0.009506384850427449,1.0000000000000002,0.0,0.0,0.02010050251256281,0.11340206185567014,0.014388489208633094,0.01985981308411215,0.050314465408805034,0.2,0.01941747572815534,0.2909090909090909,0.01652892561983471
0.3214285714285714,0.0,0.2826086956521739,0.0,0.2631578947368421,0.0,0.0,0.010526315789473675,0.0,0.0,0.0,1.0,0.07758620689655173,0.0,0.0,0.07468879668049792,0.0,0.030303030303030304,1.0,0.42452116935483863,0.15254858819215256,0.012005225877478756,0.07865168539325844,0.1048158640226629,0.1791044776119403,0.012005141531081742,0.07869860417670757,1.0000000000000002,0.0,0.0,0.09045226130653267,0.0,0.10611510791366907,0.10397196261682243,0.24528301886792453,0.3333333333333333,0.1197411003236246,0.5194181818181818,0.0743801652892562
0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,1.0,0.008620689655172414,0.0,0.0,0.02074688796680498,0.0,0.030303030303030304,1.0,0.11038306451612903,0.07700770077007701,0.0007952914600277766,0.011235955056179777,0.01841359773371105,0.3582089552238806,0.0007952572402381015,0.010328062926690031,1.0000000000000002,0.0,0.0,0.010050251256281407,0.14432989690721654,0.02158273381294964,0.016355140186915886,0.06289308176100629,0.2,0.016181229773462785,0.0,0.02066115702479339
0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.09473684210526317,0.0,0.0,0.0,1.0,0.008620689655172414,0.0,0.0,0.029045643153526972,0.0,0.030303030303030304,1.0,0.09555611559139784,0.10084341767510085,0.0011805150503915933,0.011235955056179777,0.020538243626062325,0.2686567164179104,0.001180377930947582,0.011707508808707166,1.0000000000000002,0.0,0.0,0.010050251256281407,0.08247422680412372,0.019784172661870505,0.02102803738317757,0.05660377358490566,0.26666666666666666,0.025889967637540454,0.0,0.028925619834710745
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29473684210526313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012448132780082988,0.3333333333333333,0.030303030303030304,1.0,0.015204973118279569,0.09167583425009168,0.00015522527267154156,0.002808988764044944,0.004249291784702549,0.29850746268656714,0.00015534539488922916,0.0016929563097483023,1.0000000000000002,0.0,0.0,0.0,0.22680412371134023,0.0035971223021582736,0.004672897196261682,0.006289308176100629,0.13333333333333333,0.00970873786407767,0.0,0.012396694214876033
0.0,0.034482758620689655,0.21739130434782608,0.0,0.0,0.05263157894736842,0.02857142857142857,0.06315789473684211,0.058823529411764705,0.5,0.030303030303030304,1.0,0.10775862068965518,0.0,0.0,0.07883817427385892,0.0,0.06060606060606061,1.0,0.20396505376344085,0.31573157315731576,0.024698439262814644,0.07865168539325844,0.11473087818696885,0.08955223880597014,0.02469837359857144,0.07824378009349162,0.4623655913978495,0.047619047619047616,0.05263157894736842,0.1206030150753769,0.07216494845360827,0.11870503597122303,0.11214953271028036,0.14465408805031446,0.3666666666666667,0.06148867313915858,0.0,0.07851239669421488
0.0,0.0,0.10869565217391304,0.0,0.0,0.0,0.0,0.09473684210526317,0.0,0.0,0.0,1.0,0.021551724137931036,0.0,0.0,0.029045643153526972,0.6666666666666666,0.030303030303030304,1.0,0.12008568548387095,0.12742940960762744,0.002372251204831732,0.01966292134831461,0.03186968838526912,0.208955223880597,0.0023721828591335373,0.01860567407081592,1.0000000000000002,0.0,0.0,0.025125628140703515,0.10309278350515466,0.030575539568345324,0.03271028037383177,0.06918238993710692,0.26666666666666666,0.022653721682847898,0.0,0.028925619834710745
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29473684210526313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012448132780082988,0.0,0.030303030303030304,1.0,0.026041666666666664,0.04583791712504584,6.652021467310342e-05,0.002808988764044944,0.003541076487252125,0.5970149253731343,6.640011908784149e-05,0.0014515064877941499,1.0000000000000002,0.0,0.0,0.0,0.22680412371134023,0.0017985611510791368,0.004672897196261682,0.006289308176100629,0.13333333333333333,0.00970873786407767,0.0,0.012396694214876033
0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.29473684210526313,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.012448132780082988,0.0,0.030303030303030304,1.0,0.026041666666666664,0.04583791712504584,6.652021467310342e-05,0.002808988764044944,0.003541076487252125,0.5970149253731343,6.640011908784149e-05,0.0014515064877941499,1.0000000000000002,0.0,0.0,0.005025125628140703,0.22680412371134023,0.0017985611510791368,0.004672897196261682,0.006289308176100629,0.13333333333333333,0.00970873786407767,0.0,0.012396694214876033
