group,conc,age,at.risk
0.6428571428571428,0.4796573875802998,0.8333333333333333,4.661878929848354e-05
0.619047619047619,0.4346895074946467,0.5833333333333334,0.00012405991862902234
0.47619047619047616,0.2740899357601713,1.0,1.3099494513623475e-05
0.9999999999999999,1.0,0.8333333333333333,4.507767229688078e-05
0.38095238095238093,0.11777301927194861,0.08333333333333331,0.0001695228701763038
0.40476190476190477,0.1316916488222698,0.5,0.00013638885464184442
0.8809523809523808,0.7312633832976446,0.6666666666666667,5.8947725311305635e-05
0.6428571428571428,0.4796573875802998,0.9166666666666667,1.5411170016027615e-05
0.19047619047619047,0.05353319057815846,0.5833333333333334,0.00013754469239304646
0.45238095238095233,0.2740899357601713,0.8333333333333333,9.747565035137468e-05
0.8571428571428571,0.69593147751606,0.33333333333333337,8.129392183454568e-05
0.38095238095238093,0.11777301927194861,0.16666666666666663,0.000108263469362594
0.33333333333333326,0.10706638115631692,0.08333333333333331,0.00028318024904450747
0.6428571428571428,0.4796573875802998,0.33333333333333337,0.00015218530390827273
0.8571428571428571,0.69593147751606,0.0,0.0001537264209098755
0.619047619047619,0.4346895074946467,0.75,7.705585008013808e-05
0.14285714285714285,0.044967880085653104,1.0,4.045432129207249e-05
0.26190476190476186,0.069593147751606,0.16666666666666663,0.00017029342867710517
0.738095238095238,0.556745182012848,0.9166666666666667,2.658426827764764e-05
0.26190476190476186,0.069593147751606,0.6666666666666667,0.00015218530390827273
0.047619047619047616,0.011777301927194861,0.0,0.00025312846751325357
0.6428571428571428,0.4796573875802998,0.25,0.00012405991862902234
0.6666666666666666,0.5,0.33333333333333337,0.00019803353470595488
0.9285714285714285,0.7430406852248395,0.6666666666666667,0.00010941930711379608
0.19047619047619047,0.05353319057815846,0.6666666666666667,0.00013908580939464923
0.21428571428571427,0.059957173447537475,0.0,0.0004222660584391567
0.30952380952380953,0.08565310492505354,0.0,0.0008244975958574775
0.9999999999999999,1.0,0.9166666666666667,2.3502034274442117e-05
0.19047619047619047,0.05353319057815846,0.08333333333333331,0.00022885587473801008
0.8571428571428571,0.69593147751606,0.41666666666666663,9.709037110097399e-05
0.9761904761904762,0.7676659528907923,0.33333333333333337,0.0001845487609419307
0.738095238095238,0.556745182012848,0.41666666666666663,0.00015834977191468377
0.30952380952380953,0.08565310492505354,0.75,0.00015719393416348167
0.33333333333333326,0.10706638115631692,0.41666666666666663,0.00021729749722598942
0.47619047619047616,0.2740899357601713,0.08333333333333331,8.899950684255949e-05
0.40476190476190477,0.1316916488222698,0.33333333333333337,0.0001448649981506596
0.8095238095238094,0.5824411134903641,0.6666666666666667,7.705585008013808e-05
0.7142857142857142,0.556745182012848,0.75,7.089138207372704e-05
0.30952380952380953,0.08565310492505354,0.9166666666666667,4.931574405128837e-05
0.23809523809523805,0.06423982869379015,0.16666666666666663,0.000253899026014055
0.23809523809523805,0.06423982869379015,0.25,0.00029974725681173713
0.8809523809523808,0.7312633832976446,0.16666666666666663,7.320305757613118e-05
0.16666666666666666,0.048179871520342615,0.08333333333333331,0.0003163142645789668
0.7619047619047619,0.5663811563169165,0.08333333333333331,0.0003209376155837751
0.38095238095238093,0.11777301927194861,0.0,0.0002731629885340895
0.5714285714285714,0.3747323340471092,0.5833333333333334,9.747565035137468e-05
0.9999999999999999,1.0,0.0,0.0007135371717420787
0.14285714285714285,0.044967880085653104,0.16666666666666663,0.0004207249414375539
0.8095238095238094,0.5824411134903641,0.16666666666666663,7.127666132412773e-05
0.47619047619047616,0.2740899357601713,0.9166666666666667,2.0034521020835903e-05
0.9761904761904762,0.7676659528907923,0.08333333333333331,0.00022384724448280114
0.9523809523809523,0.7473233404710922,0.8333333333333333,6.5497472568117376e-06
0.9999999999999999,1.0,0.6666666666666667,0.00015102946615707063
0.8095238095238094,0.5824411134903641,0.5833333333333334,9.670509185057329e-05
0.619047619047619,0.4346895074946467,0.16666666666666663,8.86142275921588e-05
0.7142857142857142,0.556745182012848,0.5833333333333334,0.00012906854888423128
0.30952380952380953,0.08565310492505354,0.16666666666666663,0.0003887467636542966
0.6428571428571428,0.4796573875802998,0.16666666666666663,8.938478609296017e-05
0.0,0.0,0.08333333333333331,0.7112948465047466
0.6904761904761904,0.5396145610278373,1.0,3.313401553445938e-05
0.6904761904761904,0.5396145610278373,0.25,0.0001887868326963383
0.6904761904761904,0.5396145610278373,0.41666666666666663,0.00022192084823079768
0.14285714285714285,0.044967880085653104,0.5,0.0002808685735421033
0.9047619047619047,0.7419700214132763,0.6666666666666667,0.00017183454567870794
0.45238095238095233,0.2740899357601713,0.0,0.0007474417457773394
0.7619047619047619,0.5663811563169165,1.0,2.0419800271236593e-05
0.7857142857142857,0.576017130620985,0.8333333333333333,3.005178153125385e-05
0.7857142857142857,0.576017130620985,0.0,0.0003244051288373813
0.619047619047619,0.4346895074946467,0.5,0.0001379299716434472
0.6666666666666666,0.5,0.75,4.777462704968561e-05
0.09523809523809523,0.034261241970021415,0.8333333333333333,6.087412156330909e-05
0.023809523809523808,0.010706638115631693,0.41666666666666663,0.00016412896067069413
0.3571428571428571,0.11777301927194861,0.5833333333333334,0.0001475619529034644
0.23809523809523805,0.06423982869379015,0.8333333333333333,0.00011134570336579954
0.047619047619047616,0.011777301927194861,0.08333333333333331,9.940204660337813e-05
0.8809523809523808,0.7312633832976446,0.5833333333333334,7.898224633214153e-05
0.5952380952380952,0.4261241970021413,0.6666666666666667,5.548021205769942e-05
0.9285714285714285,0.7430406852248395,0.41666666666666663,0.0002485051165084453
0.0,0.0,0.75,0.18963213537171741
0.7619047619047619,0.5663811563169165,0.41666666666666663,0.00035638330662063865
0.07142857142857142,0.032119914346895075,0.08333333333333331,0.00022423252373320182
0.40476190476190477,0.1316916488222698,0.41666666666666663,0.00014910306990506718
0.619047619047619,0.4346895074946467,1.0,5.393909505609666e-06
0.9047619047619047,0.7419700214132763,0.25,0.0004060843299223277
0.738095238095238,0.556745182012848,0.33333333333333337,0.00016605535692269758
0.6904761904761904,0.5396145610278373,0.8333333333333333,6.241523856491185e-05
0.33333333333333326,0.10706638115631692,0.9166666666666667,6.125940081370978e-05
0.9047619047619047,0.7419700214132763,0.8333333333333333,6.4726914067316e-05
0.9285714285714285,0.7430406852248395,0.9166666666666667,1.9649241770435213e-05
0.45238095238095233,0.2740899357601713,0.25,0.00029974725681173713
0.023809523809523808,0.010706638115631693,0.6666666666666667,7.474417457773394e-05
0.4285714285714285,0.13490364025695933,0.41666666666666663,0.00023155282949081495
0.5476190476190476,0.328693790149893,0.5,0.0001460208359018617
0.8809523809523808,0.7312633832976446,0.33333333333333337,0.00012560103563062506
0.2857142857142857,0.07815845824411136,0.9166666666666667,7.050610282332634e-05
0.23809523809523805,0.06423982869379015,0.08333333333333331,0.0003941406731599063
0.07142857142857142,0.032119914346895075,0.0,0.00038296757489828627
